,date,sku,brand,offtake_dc,osa,csl,anp,sellin_dc,sp_inv_dc,sellout,sellout_revenue,sellout_price,store_distribution
43647AC4,7/1/2019,AC4,AC,146468.6667,0.904152393,0.980725467,22187.99609,181560,15984,100340,17126757,171,19521
43647AP1,7/1/2019,AP1,AP,103838.8434,0.924386203,1,20427.88086,87930,77111,90241,23929198,265,14849
43647AP1MINI,7/1/2019,AP1MINI,AP,24271.25,,,20427.88086,16260,,19883,2455569,124,14849
43647AP2,7/1/2019,AP2,AP,150149.0414,0.932391465,1,20427.88086,151068,87466,125257,32304360,258,14849
43647AP3,7/1/2019,AP3,AP,410765.6669,0.96464026,1,20427.88086,558042,460237,299592,75090731,251,14849
43647AP4,7/1/2019,AP4,AP,40108.53111,0.831305325,0.726131976,20427.88086,38760,17630,34886,8743950,251,14849
43647NC1,7/1/2019,NC1,NC,77612.98623,0.94124645,1,17070.6582,84612,39334,67866,10840088,160,20847
43647NC2,7/1/2019,NC2,NC,118891.849,0.962278426,1,17070.6582,130194,41463,104192,15118072,145,20847
43647NC3,7/1/2019,NC3,NC,677929.6702,0.968514621,1,17070.6582,855486,185445,626756,91417281,146,20847
43647NC4,7/1/2019,NC4,NC,99649.49589,0.893819511,1,17070.6582,125622,91964,77452,11297021,146,20847
43678AC1,8/1/2019,AC1,AC,130022.4962,0.957511783,0.982135713,39465.0625,139827,25250,95415,17129279,180,20849
43678AC2,8/1/2019,AC2,AC,183196.2688,0.968568504,1,39465.0625,154843,28147,139018,24957040,180,20849
43678AC3,8/1/2019,AC3,AC,935430.8982,0.95432061,0.997943878,39465.0625,1238460,50648,870362,148560612,171,20849
43678AC4,8/1/2019,AC4,AC,154638.1668,0.905413389,1,39465.0625,136766,12883,108718,18556783,171,20849
43678AP1,8/1/2019,AP1,AP,122503.9801,0.935783088,1,31404.08398,103637,67346,96108,25484915,265,15510
43678AP1MINI,8/1/2019,AP1MINI,AP,25486,,,31404.08398,28164,,24940,3080106,124,15510
43678AP2,8/1/2019,AP2,AP,162645.5835,0.944149852,1,31404.08398,155850,83987,136116,35105061,258,15510
43678AP3,8/1/2019,AP3,AP,518627.7013,0.967382133,1,31404.08398,553932,409393,529608,132741835,251,15510
43678AP4,8/1/2019,AP4,AP,43849.3865,0.817183018,0.911292434,31404.08398,40247,15286,32831,8228950,251,15510
43678NC1,8/1/2019,NC1,NC,76681.49708,0.94161129,1,17473.11719,45756,28654,46130,7368282,160,16544
43678NC2,8/1/2019,NC2,NC,123055.2748,0.959250271,1,17473.11719,82036,28991,89694,13014219,145,16544
43678NC3,8/1/2019,NC3,NC,718890.756,0.96675843,1,17473.11719,598978,71708,587847,85742381,146,16544
43678NC4,8/1/2019,NC4,NC,110910.5558,0.900152028,0.981999993,17473.11719,103071,82019,78946,11514889,146,16544
43709AC1,9/1/2019,AC1,AC,117330.504,0.959782243,1,58014.50391,133200,21045,108943,19558278,180,18962
43709AC2,9/1/2019,AC2,AC,189406.2075,0.969513178,1,58014.50391,229109,22283,182240,32717328,180,18962
43709AC3,9/1/2019,AC3,AC,897950.1639,0.973822832,0.784361184,58014.50391,1022334,45197,865238,147685591,171,18962
43709AC4,9/1/2019,AC4,AC,145741.9219,0.908706367,0.994360149,58014.50391,174526,9759,127187,21709256,171,18962
43709AP1,9/1/2019,AP1,AP,138041.3492,0.93617171,1,44603.33984,174960,76879,141848,37613690,265,14702
43709AP1MINI,9/1/2019,AP1MINI,AP,30302,,,44603.33984,58319,,42857,5292878,124,14702
43709AP2,9/1/2019,AP2,AP,190577.3699,0.945045292,1,44603.33984,246425,91803,199819,51534679,258,14702
43709AP3,9/1/2019,AP3,AP,508767.9342,0.970494092,1,44603.33984,747425,643428,396728,99436614,251,14702
43709AP4,9/1/2019,AP4,AP,48296.37962,0.841375709,0.876070619,44603.33984,103770,54422,53680,13454476,251,14702
43709NC1,9/1/2019,NC1,NC,67032.11584,0.946304083,1,51655.41797,63534,22611,54002,8625598,160,16394
43709NC2,9/1/2019,NC2,NC,122357.1508,0.959217608,1,51655.41797,127047,30660,108397,15727822,145,16394
43709NC3,9/1/2019,NC3,NC,669770.6607,0.969040096,1,51655.41797,1007248,71984,638767,93170337,146,16394
43709NC4,9/1/2019,NC4,NC,110925.0738,0.899559319,1,51655.41797,113454,17059,96691,14103225,146,16394
43739AC1,10/1/2019,AC1,AC,104050.0803,0.963884592,1,,116880,34508,85639,15374642,180,17410
43739AC2,10/1/2019,AC2,AC,158403.5858,0.971755028,1,,189693,47324,134888,24215901,180,17410
43739AC3,10/1/2019,AC3,AC,744933.4816,0.977733016,0.998725295,,1403369,80788,789406,134742745,171,17410
43739AC4,10/1/2019,AC4,AC,139183.3062,0.906299829,0.977906108,,184872,9975,141253,24110233,171,17410
43739AP1,10/1/2019,AP1,AP,143982.8146,0.938450217,1,,164401,84435,138064,36610256,265,16066
43739AP1MINI,10/1/2019,AP1MINI,AP,34055,,,,57274,,47600,5878624,124,16066
43739AP2,10/1/2019,AP2,AP,185051.1527,0.943040848,1,,221722,108364,181310,46760708,258,16066
43739AP3,10/1/2019,AP3,AP,537602.8377,0.970121622,1,,452688,409568,589313,147706314,251,16066
43739AP4,10/1/2019,AP4,AP,53446.70662,0.853866696,0.85718596,,60479,43189,64385,16137596,251,16066
43739NC1,10/1/2019,NC1,NC,73993.0825,0.948480546,1,,71462,30446,83866,13395877,160,18823
43739NC2,10/1/2019,NC2,NC,124843.7425,0.958003402,1,,155662,34911,137039,19883641,145,18823
43739NC3,10/1/2019,NC3,NC,602019.546,0.97174257,1,,622120,76753,764908,111568290,146,18823
43739NC4,10/1/2019,NC4,NC,114313.1053,0.898328125,1,,132450,14114,137733,20089526,146,18823
