,sku_wo_pkg,country,brand,tier,stage,stage_3f,date,offtake_di,offtake_eib,offtake_il,sellin_eib,retailer_inv,sellout,sp_inv,sellin_di,isa,osa,price,price_krmb_per_ton_il,value_krmb_il,volume_ton_il,total_vol,if_vol,fo_vol,gum_vol,cl_vol,il_vol,0to6_month_population,6to12_month_population,12to36_month_population,sellin_il
28,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-05-01,3.3651,80.85138216166361,84.21648216166359,151.6107940673828,3.0834,3.9852,13.5099,9.072000000000001,-1.0,0.7320374250411987,238.5672149658203,204.4506520165337,1374995.744024277,6895.65262696147,37323.8546876441,7593.74060604803,8582.42394316121,21147.6901384349,28311.715870392203,9012.13881725198,864.9381400000003,896.98496,3380.904179999989,160.68279406738282
29,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-06-01,4.716,67.35606583461711,72.07206583461709,135.26229858398438,7.1595,9.4041,32.8338,28.728,-1.0,0.7260720133781433,208.4535675048828,200.523093117608,1532367.491865158,7982.194088473916,39628.1311783893,7615.352525665949,9358.79649832583,22653.9821543975,30496.5910160167,9131.54016237257,776.0019900000003,981.7914599999999,3387.4078799999997,163.99029858398438
30,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-07-01,9.6633,83.35405592091914,93.01735592091913,84.6688003540039,9.3087,11.812500000000002,21.0213,0.0,-1.0,0.8049577355384827,212.7073211669922,204.1555684407552,1343848.3429450986,6823.829539865255,35529.5544623139,7354.90216692091,8660.22963026652,19514.4226651264,27245.5386723824,8284.01578993145,745.1549200000003,1008.51509,3393.9018,84.6688003540039
31,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-08-01,9.6957,84.01836030528901,93.714060305289,150.29989624023438,17.1135,17.500500000000002,44.4771,40.9563,-1.0,0.7573678016662597,215.2476959228516,204.8513573540581,1497248.1357784271,7641.3557398468265,37829.1994471351,7330.003087514509,9103.23891716863,21395.957442451898,28651.318429273597,9177.88101786147,728.9559,1020.2615400000001,3400.91406,191.2561962402344
32,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-09-01,8.351999999999999,62.396549050492496,70.7485490504925,62.80870056152344,23.8275,15.065999999999999,29.4111,0.0,-1.0,0.7768096566200257,235.16395568847656,202.669878853692,1408448.760543823,7058.570244960487,36885.160561670295,7072.92347562754,8731.24388835201,21080.9931976908,28060.6195580967,8824.541003573671,712.92921,1031.87913,3407.85786,62.80870056152344
33,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-10-01,14.1876,58.312130429538364,72.49973042953837,72.78009796142578,26.2287,16.588800000000006,12.8223,0.0,-1.0,0.8787495136260987,231.7348937988281,203.834115770128,1342089.3669204712,6777.3668693229565,37608.2583118077,7378.43468462195,8930.9259060347,21298.8977211511,29188.883599650497,8419.374712157241,742.39764,997.0328400000001,3416.32734,72.78009796142578
34,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-11-01,15.8238,59.21346943378629,75.03726943378629,70.75689697265625,18.4356,8.0307,21.4236,16.632,-1.0,0.8664144396781921,231.9490509033203,200.5259337955051,2059467.3288135529,10827.396516799929,48341.3459771781,7610.73087247895,10879.0250038326,29851.5901008665,36927.1166818942,11414.2292952838,865.7859199999989,864.9381400000003,3430.0389,87.38889697265627
35,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2017-12-01,10.9503,72.56713794145325,83.51743794145325,71.45980072021484,18.1044,8.5023,13.023,0.0,-1.0,0.8678396224975586,233.1983795166016,207.2124807569716,1297500.595996857,6397.042443178594,36854.4321579046,7137.44318678486,8438.07595713106,21278.9130139886,28239.0741761639,8615.357981740692,947.64267,776.0019900000003,3441.1881,71.45980072021484
36,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-01-01,18.6084,58.76857823342455,77.37697823342455,129.30140686035156,22.4856,22.9896,13.4694,23.436,-1.0,0.8321727991104126,229.04217529296875,209.50883928934726,1346469.252118111,6528.919752743094,42337.423447155496,7792.503736325551,9597.102096542942,24947.817614287003,33761.2850069482,8576.13844020736,961.6550300000001,745.1549200000003,3446.9373600000013,152.73740686035157
37,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-02-01,9.3654,55.69482833132214,65.06022833132215,67.61630249023439,16.0245,2.9043,29.4651,18.9,-1.0,0.8869897246360778,227.1265563964844,212.20293765597873,868449.3843734264,4195.67386065796,33305.4601246023,7023.320495072211,7707.57006858192,18574.5695609482,26934.6856734666,6370.7744511357105,961.6583800000001,728.9559,3452.46838,86.51630249023438
38,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-03-01,15.0372,60.330378337613794,75.36757833761379,127.4626007080078,13.9473,12.7836,16.5285,0.0,-1.0,0.8777025818824769,223.23062133789062,209.07780498928486,1255581.9782533646,6260.406834878027,39787.7979782416,7888.0190215674,8829.31767471332,23070.4612819609,31744.0925259883,8043.705452253359,961.6491599999999,712.92921,3457.9448399999997,127.4626007080078
39,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-04-01,15.4296,68.64752149061856,84.07712149061854,92.84149932861328,10.7271,12.2094,53.9118,49.7529,-1.0,0.8781715989112854,220.93955993652344,208.5969501071506,1198730.5569419859,5968.415571659803,37940.118708983304,7166.05358712792,8416.31189839288,22357.7532234625,29594.810863525,8345.30784545828,918.3015800000001,742.39764,3462.6847399999997,142.59439932861332
40,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-05-01,14.3262,57.91507575295706,72.24127575295705,96.52519989013672,18.7884,22.38750000000001,48.0411,15.498,-1.0,0.9241620302200316,226.22332763671875,208.95446247524688,1185594.6538772585,5906.500934310257,39221.1207901104,7182.62120928087,8550.389126413342,23488.1104544162,30881.2577227794,8339.863067331009,781.21388,865.7859199999989,3467.36326,112.02319989013672
41,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-06-01,16.253099999999996,53.50058129007062,69.75368129007062,71.52680206298828,12.3003,8.289000000000001,41.22,0.0,-1.0,0.8827142477035522,208.8552398681641,198.4410485161676,1350097.3472266195,7109.1333694886425,41795.0962472111,6818.89441230813,8993.13504119755,25983.0667937054,32532.1583719642,9262.93787524695,686.07708,947.64267,3471.89856,71.52680206298828
42,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-07-01,15.588,64.2178001213727,79.8058001213727,62.65520095825195,10.6029,13.850999999999999,65.4723,38.178,-1.0,0.8834825277328491,209.9278106689453,198.32854249742297,1106098.7076035142,5786.749976235442,38004.7671628544,6841.50659433239,8675.21603362847,22488.044534893506,29372.044351817003,8632.72281103736,658.8046400000002,961.6550300000001,3476.42704,100.83320095825195
43,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-08-01,18.3267,53.47856081142689,71.80526081142689,76.83260345458984,9.5706,17.2692,55.5192,7.56,-1.0,0.9011999845504759,215.2983245849609,199.33154551188147,1161122.8182459474,6021.312697048765,38822.1826932563,6871.64887183406,8677.81010814521,23272.723713277002,29936.164755576006,8886.017937680279,644.4828,961.6583800000001,3481.3169799999996,84.39260345458985
44,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-09-01,20.0952,49.99577972809933,70.09097972809933,80.75440216064453,14.9544,20.9511,42.1632,7.56,-1.0,0.8055999994277954,224.47900390625,204.14792463514544,1137926.0619904995,5749.596366149372,38431.816643424,6556.17808039563,8381.15183459477,23494.4867284336,30139.174268208106,8292.642375215892,630.31332,961.6491599999999,3486.1591799999997,88.31440216064453
45,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-10-01,18.8901,50.599587627153426,69.48968762715343,131.19209289550778,17.7408,21.6765,20.0115,0.0,-1.0,0.6880000034968058,227.22515869140625,206.779982248942,1071164.1979432106,5352.838765140623,38912.9510361026,6667.34564340452,8525.47836891267,23720.1270237854,30683.5730856773,8229.37795042528,656.36688,918.3015800000001,3492.0653,131.19209289550778
46,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-11-01,22.8771,56.31259183229486,79.18969183229487,115.6592025756836,11.322,16.4583,34.5384,45.6813,-1.0,0.6754000067710877,219.62338256835938,213.4034940931532,1734087.2801134589,8819.302623107505,47207.8493932158,6876.22426011537,9533.97688919095,30797.6482439095,36374.4888801256,10833.3605130902,765.45664,781.21388,3501.6269399999996,161.3405025756836
47,ANZ_APT_PF_1,ANZ,APT,PF,1,IF,2018-12-01,25.1568,50.53068223157008,75.68748223157009,66.94120025634766,8.6481,22.6314,15.0723,6.4746,-1.0,0.7522000074386597,220.34246826171875,206.6470116509332,1134333.1726014614,5662.902225152589,38676.5392027443,6725.3427628734,8168.292625085809,23782.9038147851,30661.2762837327,8015.262919011669,837.8276400000003,686.07708,3509.40174,73.41580025634765
