sku_w_pkg,cycle_month,forecasted_month,forecast
DE_APT_PN_JB_2,2017-10,2019-11,19.34
DE_APT_PN_JB_2,2017-10,2019-12,16.72
DE_APT_PN_JB_2,2017-11,2017-11,38.73
DE_APT_PN_JB_2,2017-11,2017-12,19.57
DE_APT_PN_JB_2,2017-11,2018-01,14.94
DE_APT_PN_JB_2,2017-11,2018-02,14.27
DE_APT_PN_JB_2,2017-11,2018-03,22.6
DE_APT_PN_JB_2,2017-11,2018-04,18.38
DE_APT_PN_JB_2,2017-11,2018-05,17.31
DE_APT_PN_JB_2,2017-11,2018-06,19.04
DE_APT_PN_JB_2,2017-11,2018-07,17.31
DE_APT_PN_JB_2,2017-11,2018-08,17.31
DE_APT_PN_JB_2,2017-11,2018-09,17.31
DE_APT_PN_JB_2,2017-11,2018-10,17.31
DE_APT_PN_JB_2,2017-11,2018-11,19.91
DE_APT_PN_JB_2,2017-11,2018-12,17.31
DE_APT_PN_JB_2,2017-11,2019-01,16.52
DE_APT_PN_JB_2,2017-11,2019-02,18.89
DE_APT_PN_JB_2,2017-11,2019-03,19.04
DE_APT_PN_JB_2,2017-11,2019-04,18.38
DE_APT_PN_JB_2,2017-11,2019-05,17.31
DE_APT_PN_JB_2,2017-11,2019-06,19.04
DE_APT_PN_JB_2,2017-11,2019-07,17.31
DE_APT_PN_JB_2,2017-11,2019-08,17.31
DE_APT_PN_JB_2,2017-11,2019-09,17.31
DE_APT_PN_JB_2,2017-11,2019-10,17.31
DE_APT_PN_JB_2,2017-11,2019-11,19.91
DE_APT_PN_JB_2,2017-11,2019-12,17.31
DE_APT_PN_JB_2,2017-12,2017-12,15.99
DE_APT_PN_JB_2,2017-12,2018-01,15.62
DE_APT_PN_JB_2,2017-12,2018-02,12
DE_APT_PN_JB_2,2017-12,2018-03,17.36
DE_APT_PN_JB_2,2017-12,2018-04,15.94
DE_APT_PN_JB_2,2017-12,2018-05,16.07
DE_APT_PN_JB_2,2017-12,2018-06,17.68
DE_APT_PN_JB_2,2017-12,2018-07,16.07
DE_APT_PN_JB_2,2017-12,2018-08,16.07
DE_APT_PN_JB_2,2017-12,2018-09,16.07
DE_APT_PN_JB_2,2017-12,2018-10,16.07
DE_APT_PN_JB_2,2017-12,2018-11,18.75
DE_APT_PN_JB_2,2017-12,2018-12,16.07
DE_APT_PN_JB_2,2017-12,2019-01,16.07
DE_APT_PN_JB_2,2017-12,2019-02,12.19
DE_APT_PN_JB_2,2017-12,2019-03,17.68
DE_APT_PN_JB_2,2017-12,2019-04,16.07
DE_APT_PN_JB_2,2017-12,2019-05,16.07
DE_APT_PN_JB_2,2017-12,2019-06,17.68
DE_APT_PN_JB_2,2017-12,2019-07,16.07
DE_APT_PN_JB_2,2017-12,2019-08,16.07
DE_APT_PN_JB_2,2017-12,2019-09,16.07
DE_APT_PN_JB_2,2017-12,2019-10,16.07
DE_APT_PN_JB_2,2017-12,2019-11,18.75
DE_APT_PN_JB_2,2017-12,2019-12,16.07
DE_APT_PN_JB_2,2018-01,2018-01,18.01
DE_APT_PN_JB_2,2018-01,2018-02,13.93
DE_APT_PN_JB_2,2018-01,2018-03,19.99
DE_APT_PN_JB_2,2018-01,2018-04,18.33
DE_APT_PN_JB_2,2018-01,2018-05,18.46
DE_APT_PN_JB_2,2018-01,2018-06,20.31
DE_APT_PN_JB_2,2018-01,2018-07,18.46
DE_APT_PN_JB_2,2018-01,2018-08,18.46
DE_APT_PN_JB_2,2018-01,2018-09,18.46
DE_APT_PN_JB_2,2018-01,2018-10,18.46
DE_APT_PN_JB_2,2018-01,2018-11,21.63
DE_APT_PN_JB_2,2018-01,2018-12,18.46
DE_APT_PN_JB_2,2018-01,2019-01,18.01
DE_APT_PN_JB_2,2018-01,2019-02,13.93
DE_APT_PN_JB_2,2018-01,2019-03,19.99
DE_APT_PN_JB_2,2018-01,2019-04,18.33
DE_APT_PN_JB_2,2018-01,2019-05,18.46
DE_APT_PN_JB_2,2018-01,2019-06,20.31
DE_APT_PN_JB_2,2018-01,2019-07,18.46
DE_APT_PN_JB_2,2018-01,2019-08,18.46
DE_APT_PN_JB_2,2018-01,2019-09,18.46
DE_APT_PN_JB_2,2018-01,2019-10,18.46
DE_APT_PN_JB_2,2018-01,2019-11,21.63
DE_APT_PN_JB_2,2018-01,2019-12,18.46
DE_APT_PN_JB_2,2018-02,2018-02,13.64
DE_APT_PN_JB_2,2018-02,2018-03,19.56
DE_APT_PN_JB_2,2018-02,2018-04,17.93
DE_APT_PN_JB_2,2018-02,2018-05,18.05
DE_APT_PN_JB_2,2018-02,2018-06,19.85
DE_APT_PN_JB_2,2018-02,2018-07,18.05
DE_APT_PN_JB_2,2018-02,2018-08,18.05
DE_APT_PN_JB_2,2018-02,2018-09,18.05
DE_APT_PN_JB_2,2018-02,2018-10,18.05
DE_APT_PN_JB_2,2018-02,2018-11,21.14
DE_APT_PN_JB_2,2018-02,2018-12,18.05
DE_APT_PN_JB_2,2018-02,2019-01,17.64
DE_APT_PN_JB_2,2018-02,2019-02,13.64
DE_APT_PN_JB_2,2018-02,2019-03,19.56
DE_APT_PN_JB_2,2018-02,2019-04,17.93
DE_APT_PN_JB_2,2018-02,2019-05,18.05
DE_APT_PN_JB_2,2018-02,2019-06,19.85
DE_APT_PN_JB_2,2018-02,2019-07,18.05
DE_APT_PN_JB_2,2018-02,2019-08,18.05
DE_APT_PN_JB_2,2018-02,2019-09,18.05
DE_APT_PN_JB_2,2018-02,2019-10,18.05
DE_APT_PN_JB_2,2018-02,2019-11,21.14
DE_APT_PN_JB_2,2018-02,2019-12,18.05
DE_APT_PN_JB_2,2018-03,2018-03,18.89
DE_APT_PN_JB_2,2018-03,2018-04,17.3
DE_APT_PN_JB_2,2018-03,2018-05,17.41
DE_APT_PN_JB_2,2018-03,2018-06,19.15
DE_APT_PN_JB_2,2018-03,2018-07,17.41
DE_APT_PN_JB_2,2018-03,2018-08,17.41
DE_APT_PN_JB_2,2018-03,2018-09,17.41
DE_APT_PN_JB_2,2018-03,2018-10,17.41
DE_APT_PN_JB_2,2018-03,2018-11,20.38
DE_APT_PN_JB_2,2018-03,2018-12,17.41
DE_APT_PN_JB_2,2018-03,2019-01,17.05
DE_APT_PN_JB_2,2018-03,2019-02,13.16
DE_APT_PN_JB_2,2018-03,2019-03,18.89
DE_APT_PN_JB_2,2018-03,2019-04,17.3
DE_APT_PN_JB_2,2018-03,2019-05,17.41
DE_APT_PN_JB_2,2018-03,2019-06,19.15
DE_APT_PN_JB_2,2018-03,2019-07,17.41
DE_APT_PN_JB_2,2018-03,2019-08,17.41
DE_APT_PN_JB_2,2018-03,2019-09,17.41
DE_APT_PN_JB_2,2018-03,2019-10,17.41
DE_APT_PN_JB_2,2018-03,2019-11,20.38
DE_APT_PN_JB_2,2018-03,2019-12,17.41
DE_APT_PN_JB_2,2018-04,2018-04,14.1
DE_APT_PN_JB_2,2018-04,2018-05,14.1
DE_APT_PN_JB_2,2018-04,2018-06,15.48
DE_APT_PN_JB_2,2018-04,2018-07,14.3
DE_APT_PN_JB_2,2018-04,2018-08,14.3
DE_APT_PN_JB_2,2018-04,2018-09,14.3
DE_APT_PN_JB_2,2018-04,2018-10,14.3
DE_APT_PN_JB_2,2018-04,2018-11,16.79
DE_APT_PN_JB_2,2018-04,2018-12,14.3
DE_APT_PN_JB_2,2018-04,2019-01,13.94
DE_APT_PN_JB_2,2018-04,2019-02,10.82
DE_APT_PN_JB_2,2018-04,2019-03,15.48
DE_APT_PN_JB_2,2018-04,2019-04,14.2
DE_APT_PN_JB_2,2018-04,2019-05,14.3
DE_APT_PN_JB_2,2018-04,2019-06,15.73
DE_APT_PN_JB_2,2018-04,2019-07,14.3
DE_APT_PN_JB_2,2018-04,2019-08,14.3
DE_APT_PN_JB_2,2018-04,2019-09,14.3
DE_APT_PN_JB_2,2018-04,2019-10,14.3
DE_APT_PN_JB_2,2018-04,2019-11,16.79
DE_APT_PN_JB_2,2018-04,2019-12,14.3
DE_APT_PN_JB_2,2018-05,2018-05,10.64
DE_APT_PN_JB_2,2018-05,2018-06,11.71
DE_APT_PN_JB_2,2018-05,2018-07,10.64
DE_APT_PN_JB_2,2018-05,2018-08,10.64
DE_APT_PN_JB_2,2018-05,2018-09,10.64
DE_APT_PN_JB_2,2018-05,2018-10,10.64
DE_APT_PN_JB_2,2018-05,2018-11,12.42
DE_APT_PN_JB_2,2018-05,2018-12,10.64
DE_APT_PN_JB_2,2018-05,2019-01,11.88
DE_APT_PN_JB_2,2018-05,2019-02,9.51
DE_APT_PN_JB_2,2018-05,2019-03,13.05
DE_APT_PN_JB_2,2018-05,2019-04,12.14
DE_APT_PN_JB_2,2018-05,2019-05,12.24
DE_APT_PN_JB_2,2018-05,2019-06,13.31
DE_APT_PN_JB_2,2018-05,2019-07,12.24
DE_APT_PN_JB_2,2018-05,2019-08,12.24
DE_APT_PN_JB_2,2018-05,2019-09,12.24
DE_APT_PN_JB_2,2018-05,2019-10,12.24
DE_APT_PN_JB_2,2018-05,2019-11,14.02
DE_APT_PN_JB_2,2018-05,2019-12,12.24
DE_APT_PN_JB_2,2018-06,2018-06,13.55
DE_APT_PN_JB_2,2018-06,2018-07,12.32
DE_APT_PN_JB_2,2018-06,2018-08,12.32
DE_APT_PN_JB_2,2018-06,2018-09,12.32
DE_APT_PN_JB_2,2018-06,2018-10,12.32
DE_APT_PN_JB_2,2018-06,2018-11,14.29
DE_APT_PN_JB_2,2018-06,2018-12,12.32
DE_APT_PN_JB_2,2018-06,2019-01,0
DE_APT_PN_JB_2,2018-06,2019-02,0
DE_APT_PN_JB_2,2018-06,2019-03,0
DE_APT_PN_JB_2,2018-06,2019-04,0
DE_APT_PN_JB_2,2018-06,2019-05,0
DE_APT_PN_JB_2,2018-06,2019-06,0
DE_APT_PN_JB_2,2018-06,2019-07,0
DE_APT_PN_JB_2,2018-06,2019-08,0
DE_APT_PN_JB_2,2018-06,2019-09,0
DE_APT_PN_JB_2,2018-06,2019-10,0
DE_APT_PN_JB_2,2018-06,2019-11,0
DE_APT_PN_JB_2,2018-06,2019-12,0
DE_APT_PN_JB_2,2018-07,2018-07,15.43
DE_APT_PN_JB_2,2018-07,2018-08,15.43
DE_APT_PN_JB_2,2018-07,2018-09,15.43
DE_APT_PN_JB_2,2018-07,2018-10,15.43
DE_APT_PN_JB_2,2018-07,2018-11,3.57
DE_APT_PN_JB_2,2018-07,2018-12,0
DE_APT_PN_JB_2,2018-07,2019-01,0
DE_APT_PN_JB_2,2018-07,2019-02,0
DE_APT_PN_JB_2,2018-07,2019-03,0
DE_APT_PN_JB_2,2018-07,2019-04,0
DE_APT_PN_JB_2,2018-07,2019-05,0
DE_APT_PN_JB_2,2018-07,2019-06,0
DE_APT_PN_JB_2,2018-07,2019-07,0
DE_APT_PN_JB_2,2018-07,2019-08,0
DE_APT_PN_JB_2,2018-07,2019-09,0
DE_APT_PN_JB_2,2018-07,2019-10,0
DE_APT_PN_JB_2,2018-07,2019-11,0
DE_APT_PN_JB_2,2018-07,2019-12,0
DE_APT_PN_JB_2,2018-08,2018-08,12.33
DE_APT_PN_JB_2,2018-08,2018-09,12.33
DE_APT_PN_JB_2,2018-08,2018-10,12.33
DE_APT_PN_JB_2,2018-08,2018-11,14.39
DE_APT_PN_JB_2,2018-08,2018-12,8.9
DE_APT_PN_JB_2,2018-08,2019-01,0
DE_APT_PN_JB_2,2018-08,2019-02,0
DE_APT_PN_JB_2,2018-08,2019-03,0
DE_APT_PN_JB_2,2018-08,2019-04,0
DE_APT_PN_JB_2,2018-08,2019-05,0
DE_APT_PN_JB_2,2018-08,2019-06,0
DE_APT_PN_JB_2,2018-08,2019-07,0
DE_APT_PN_JB_2,2018-08,2019-08,0
DE_APT_PN_JB_2,2018-08,2019-09,0
DE_APT_PN_JB_2,2018-08,2019-10,0
DE_APT_PN_JB_2,2018-08,2019-11,0
DE_APT_PN_JB_2,2018-08,2019-12,0
DE_APT_PN_JB_2,2018-09,2018-09,12.82
DE_APT_PN_JB_2,2018-09,2018-10,12.82
DE_APT_PN_JB_2,2018-09,2018-11,14.99
DE_APT_PN_JB_2,2018-09,2018-12,5.86
DE_APT_PN_JB_2,2018-09,2019-01,0
DE_APT_PN_JB_2,2018-09,2019-02,0
DE_APT_PN_JB_2,2018-09,2019-03,0
DE_APT_PN_JB_2,2018-09,2019-04,0
DE_APT_PN_JB_2,2018-09,2019-05,0
DE_APT_PN_JB_2,2018-09,2019-06,0
DE_APT_PN_JB_2,2018-09,2019-07,0
DE_APT_PN_JB_2,2018-09,2019-08,0
DE_APT_PN_JB_2,2018-09,2019-09,0
DE_APT_PN_JB_2,2018-09,2019-10,0
DE_APT_PN_JB_2,2018-09,2019-11,0
DE_APT_PN_JB_2,2018-09,2019-12,0
DE_APT_PN_JB_2,2018-10,2018-10,11.84
DE_APT_PN_JB_2,2018-10,2018-11,11.29
DE_APT_PN_JB_2,2018-10,2018-12,12.11
DE_APT_PN_JB_2,2018-10,2019-01,0.72
DE_APT_PN_JB_2,2018-10,2019-02,0
DE_APT_PN_JB_2,2018-10,2019-03,0
DE_APT_PN_JB_2,2018-10,2019-04,0
DE_APT_PN_JB_2,2018-10,2019-05,0
DE_APT_PN_JB_2,2018-10,2019-06,0
DE_APT_PN_JB_2,2018-10,2019-07,0
DE_APT_PN_JB_2,2018-10,2019-08,0
DE_APT_PN_JB_2,2018-10,2019-09,0
DE_APT_PN_JB_2,2018-10,2019-10,0
DE_APT_PN_JB_2,2018-10,2019-11,0
DE_APT_PN_JB_2,2018-10,2019-12,0
DE_APT_PN_JB_2,2018-11,2018-11,15.06
DE_APT_PN_JB_2,2018-11,2018-12,10.67
DE_APT_PN_JB_2,2018-11,2019-01,0
DE_APT_PN_JB_2,2018-11,2019-02,0
DE_APT_PN_JB_2,2018-11,2019-03,0
DE_APT_PN_JB_2,2018-11,2019-04,0
DE_APT_PN_JB_2,2018-11,2019-05,0
DE_APT_PN_JB_2,2018-11,2019-06,0
DE_APT_PN_JB_2,2018-11,2019-07,0
DE_APT_PN_JB_2,2018-11,2019-08,0
DE_APT_PN_JB_2,2018-11,2019-09,0
DE_APT_PN_JB_2,2018-11,2019-10,0
DE_APT_PN_JB_2,2018-11,2019-11,0
DE_APT_PN_JB_2,2018-11,2019-12,0
DE_APT_PN_JB_2,2018-12,2018-12,10.67
DE_APT_PN_JB_2,2018-12,2019-01,5.69
DE_APT_PN_JB_2,2018-12,2019-02,0
DE_APT_PN_JB_2,2018-12,2019-03,0
DE_APT_PN_JB_2,2018-12,2019-04,0
DE_APT_PN_JB_2,2018-12,2019-05,0
DE_APT_PN_JB_2,2018-12,2019-06,0
DE_APT_PN_JB_2,2018-12,2019-07,0
DE_APT_PN_JB_2,2018-12,2019-08,0
DE_APT_PN_JB_2,2018-12,2019-09,0
DE_APT_PN_JB_2,2018-12,2019-10,0
DE_APT_PN_JB_2,2018-12,2019-11,0
DE_APT_PN_JB_2,2018-12,2019-12,0
DE_APT_PN_JB_2,2019-01,2019-01,7.45
DE_APT_PN_JB_2,2019-01,2019-02,1.6
DE_APT_PN_JB_2,2019-01,2019-03,0
DE_APT_PN_JB_2,2019-01,2019-04,0
DE_APT_PN_JB_2,2019-01,2019-05,0
DE_APT_PN_JB_2,2019-01,2019-06,0
DE_APT_PN_JB_2,2019-01,2019-07,0
DE_APT_PN_JB_2,2019-01,2019-08,0
DE_APT_PN_JB_2,2019-01,2019-09,0
DE_APT_PN_JB_2,2019-01,2019-10,0
DE_APT_PN_JB_2,2019-01,2019-11,0
DE_APT_PN_JB_2,2019-01,2019-12,0
DE_APT_PN_JB_2,2019-02,2019-02,0
DE_APT_PN_JB_2,2019-02,2019-03,0
DE_APT_PN_JB_2,2019-02,2019-04,0
DE_APT_PN_JB_2,2019-02,2019-05,0
DE_APT_PN_JB_2,2019-02,2019-06,0
DE_APT_PN_JB_2,2019-02,2019-07,0
DE_APT_PN_JB_2,2019-02,2019-08,0
DE_APT_PN_JB_2,2019-02,2019-09,0
DE_APT_PN_JB_2,2019-02,2019-10,0
DE_APT_PN_JB_2,2019-02,2019-11,0
DE_APT_PN_JB_2,2019-02,2019-12,0
DE_APT_PN_JB_2,2019-03,2019-03,0
DE_APT_PN_JB_2,2019-03,2019-04,0
DE_APT_PN_JB_2,2019-03,2019-05,0
DE_APT_PN_JB_2,2019-03,2019-06,0
DE_APT_PN_JB_2,2019-03,2019-07,0
DE_APT_PN_JB_2,2019-03,2019-08,0
DE_APT_PN_JB_2,2019-03,2019-09,0
DE_APT_PN_JB_2,2019-03,2019-10,0
DE_APT_PN_JB_2,2019-03,2019-11,0
DE_APT_PN_JB_2,2019-03,2019-12,0
DE_APT_PN_JB_2,2019-04,2019-04,0.64
DE_APT_PN_JB_2,2019-04,2019-05,0
DE_APT_PN_JB_2,2019-04,2019-06,0
DE_APT_PN_JB_2,2019-04,2019-07,0
DE_APT_PN_JB_2,2019-04,2019-08,0
DE_APT_PN_JB_2,2019-04,2019-09,0
DE_APT_PN_JB_2,2019-04,2019-10,0
DE_APT_PN_JB_2,2019-04,2019-11,0
DE_APT_PN_JB_2,2019-04,2019-12,0
DE_APT_PN_JB_2,2019-05,2019-05,0
DE_APT_PN_JB_2,2019-05,2019-06,0
DE_APT_PN_JB_2,2019-05,2019-07,0
DE_APT_PN_JB_2,2019-05,2019-08,0
DE_APT_PN_JB_2,2019-05,2019-09,0
DE_APT_PN_JB_2,2019-05,2019-10,0
DE_APT_PN_JB_2,2019-05,2019-11,0
DE_APT_PN_JB_2,2019-05,2019-12,0
DE_APT_PN_JB_2,2019-06,2019-06,0
DE_APT_PN_JB_2,2019-06,2019-07,0
DE_APT_PN_JB_2,2019-06,2019-08,0
DE_APT_PN_JB_2,2019-06,2019-09,0
DE_APT_PN_JB_2,2019-06,2019-10,0
DE_APT_PN_JB_2,2019-06,2019-11,0
DE_APT_PN_JB_2,2019-06,2019-12,0
DE_APT_PN_JB_2,2019-07,2019-07,0
DE_APT_PN_JB_2,2019-07,2019-08,0
DE_APT_PN_JB_2,2019-07,2019-09,0
DE_APT_PN_JB_2,2019-07,2019-10,0
DE_APT_PN_JB_2,2019-07,2019-11,0
DE_APT_PN_JB_2,2019-07,2019-12,0
DE_APT_PN_JB_2,2019-08,2019-08,0
DE_APT_PN_JB_2,2019-08,2019-09,0
DE_APT_PN_JB_2,2019-08,2019-10,0
DE_APT_PN_JB_2,2019-08,2019-11,0
DE_APT_PN_JB_2,2019-08,2019-12,0
DE_APT_PN_JB_2,2019-08,2020-01,0
DE_APT_PN_JB_2,2019-08,2020-02,0
DE_APT_PN_JB_2,2019-08,2020-03,0
DE_APT_PN_JB_2,2019-08,2020-04,0
DE_APT_PN_JB_2,2019-08,2020-05,0
DE_APT_PN_JB_2,2019-08,2020-06,0
DE_APT_PN_JB_2,2019-08,2020-07,0
DE_APT_PN_JB_2,2019-08,2020-08,0
DE_APT_PN_JB_2,2019-08,2020-09,0
DE_APT_PN_JB_2,2019-08,2020-10,0
DE_APT_PN_JB_2,2019-08,2020-11,0
DE_APT_PN_JB_2,2019-08,2020-12,0
DE_APT_PN_JB_2,2019-09,2019-09,0
DE_APT_PN_JB_2,2019-09,2019-10,0
DE_APT_PN_JB_2,2019-09,2019-11,0
DE_APT_PN_JB_2,2019-09,2019-12,0
DE_APT_PN_JB_2,2019-09,2020-01,0
DE_APT_PN_JB_2,2019-09,2020-02,0
DE_APT_PN_JB_2,2019-09,2020-03,0
DE_APT_PN_JB_2,2019-09,2020-04,0
DE_APT_PN_JB_2,2019-09,2020-05,0
DE_APT_PN_JB_2,2019-09,2020-06,0
DE_APT_PN_JB_2,2019-09,2020-07,0
DE_APT_PN_JB_2,2019-09,2020-08,0
DE_APT_PN_JB_2,2019-09,2020-09,0
DE_APT_PN_JB_2,2019-09,2020-10,0
DE_APT_PN_JB_2,2019-09,2020-11,0
DE_APT_PN_JB_2,2019-09,2020-12,0
DE_APT_PN_JB_3,2017-01,2017-01,3.5
DE_APT_PN_JB_3,2017-01,2017-02,3.62
DE_APT_PN_JB_3,2017-01,2017-03,4.98
DE_APT_PN_JB_3,2017-01,2017-04,4.86
DE_APT_PN_JB_3,2017-01,2017-05,4.53
DE_APT_PN_JB_3,2017-01,2017-06,4.98
DE_APT_PN_JB_3,2017-01,2017-07,4.53
DE_APT_PN_JB_3,2017-01,2017-08,4.53
DE_APT_PN_JB_3,2017-01,2017-09,4.53
DE_APT_PN_JB_3,2017-01,2017-10,4.53
DE_APT_PN_JB_3,2017-01,2017-11,5.35
DE_APT_PN_JB_3,2017-01,2017-12,4.53
DE_APT_PN_JB_3,2017-01,2018-01,3.5
DE_APT_PN_JB_3,2017-01,2018-02,3.62
DE_APT_PN_JB_3,2017-01,2018-03,4.98
DE_APT_PN_JB_3,2017-01,2018-04,4.86
DE_APT_PN_JB_3,2017-01,2018-05,4.53
DE_APT_PN_JB_3,2017-01,2018-06,4.98
DE_APT_PN_JB_3,2017-01,2018-07,4.53
DE_APT_PN_JB_3,2017-01,2018-08,4.53
DE_APT_PN_JB_3,2017-01,2018-09,4.53
DE_APT_PN_JB_3,2017-01,2018-10,4.53
DE_APT_PN_JB_3,2017-01,2018-11,5.35
DE_APT_PN_JB_3,2017-01,2018-12,4.53
DE_APT_PN_JB_3,2017-02,2017-02,4.44
DE_APT_PN_JB_3,2017-02,2017-03,6.05
DE_APT_PN_JB_3,2017-02,2017-04,8.18
DE_APT_PN_JB_3,2017-02,2017-05,7.67
DE_APT_PN_JB_3,2017-02,2017-06,8.84
DE_APT_PN_JB_3,2017-02,2017-07,5.65
DE_APT_PN_JB_3,2017-02,2017-08,5.65
DE_APT_PN_JB_3,2017-02,2017-09,5.65
DE_APT_PN_JB_3,2017-02,2017-10,5.65
DE_APT_PN_JB_3,2017-02,2017-11,6.59
DE_APT_PN_JB_3,2017-02,2017-12,5.65
DE_APT_PN_JB_3,2017-02,2018-01,4.4
DE_APT_PN_JB_3,2017-02,2018-02,4.44
DE_APT_PN_JB_3,2017-02,2018-03,6.05
DE_APT_PN_JB_3,2017-02,2018-04,6.09
DE_APT_PN_JB_3,2017-02,2018-05,5.65
DE_APT_PN_JB_3,2017-02,2018-06,6.22
DE_APT_PN_JB_3,2017-02,2018-07,5.65
DE_APT_PN_JB_3,2017-02,2018-08,5.65
DE_APT_PN_JB_3,2017-02,2018-09,5.65
DE_APT_PN_JB_3,2017-02,2018-10,5.65
DE_APT_PN_JB_3,2017-02,2018-11,6.59
DE_APT_PN_JB_3,2017-02,2018-12,5.65
DE_APT_PN_JB_3,2017-03,2017-03,7.81
DE_APT_PN_JB_3,2017-03,2017-04,10
DE_APT_PN_JB_3,2017-03,2017-05,9.35
DE_APT_PN_JB_3,2017-03,2017-06,10.69
DE_APT_PN_JB_3,2017-03,2017-07,30.53
DE_APT_PN_JB_3,2017-03,2017-08,7.33
DE_APT_PN_JB_3,2017-03,2017-09,7.33
DE_APT_PN_JB_3,2017-03,2017-10,7.33
DE_APT_PN_JB_3,2017-03,2017-11,8.49
DE_APT_PN_JB_3,2017-03,2017-12,7.33
DE_APT_PN_JB_3,2017-03,2018-01,3.78
DE_APT_PN_JB_3,2017-03,2018-02,3.83
DE_APT_PN_JB_3,2017-03,2018-03,5.22
DE_APT_PN_JB_3,2017-03,2018-04,5.25
DE_APT_PN_JB_3,2017-03,2018-05,4.89
DE_APT_PN_JB_3,2017-03,2018-06,5.38
DE_APT_PN_JB_3,2017-03,2018-07,4.89
DE_APT_PN_JB_3,2017-03,2018-08,4.89
DE_APT_PN_JB_3,2017-03,2018-09,4.89
DE_APT_PN_JB_3,2017-03,2018-10,4.89
DE_APT_PN_JB_3,2017-03,2018-11,5.81
DE_APT_PN_JB_3,2017-03,2018-12,4.89
DE_APT_PN_JB_3,2017-04,2017-04,8.98
DE_APT_PN_JB_3,2017-04,2017-05,8.3
DE_APT_PN_JB_3,2017-04,2017-06,11.73
DE_APT_PN_JB_3,2017-04,2017-07,10.07
DE_APT_PN_JB_3,2017-04,2017-08,18.7
DE_APT_PN_JB_3,2017-04,2017-09,18.7
DE_APT_PN_JB_3,2017-04,2017-10,18.7
DE_APT_PN_JB_3,2017-04,2017-11,24.12
DE_APT_PN_JB_3,2017-04,2017-12,18.7
DE_APT_PN_JB_3,2017-04,2018-01,12.42
DE_APT_PN_JB_3,2017-04,2018-02,7.92
DE_APT_PN_JB_3,2017-04,2018-03,9.44
DE_APT_PN_JB_3,2017-04,2018-04,9.35
DE_APT_PN_JB_3,2017-04,2018-05,8.93
DE_APT_PN_JB_3,2017-04,2018-06,9.44
DE_APT_PN_JB_3,2017-04,2018-07,8.93
DE_APT_PN_JB_3,2017-04,2018-08,8.93
DE_APT_PN_JB_3,2017-04,2018-09,8.93
DE_APT_PN_JB_3,2017-04,2018-10,8.93
DE_APT_PN_JB_3,2017-04,2018-11,13.57
DE_APT_PN_JB_3,2017-04,2018-12,8.93
DE_APT_PN_JB_3,2017-04,2019-01,8.93
DE_APT_PN_JB_3,2017-04,2019-02,8.93
DE_APT_PN_JB_3,2017-04,2019-03,8.93
DE_APT_PN_JB_3,2017-04,2019-04,115.75
DE_APT_PN_JB_3,2017-04,2019-05,115.75
DE_APT_PN_JB_3,2017-04,2019-06,115.75
DE_APT_PN_JB_3,2017-05,2017-05,8.3
DE_APT_PN_JB_3,2017-05,2017-06,11.73
DE_APT_PN_JB_3,2017-05,2017-07,10.07
DE_APT_PN_JB_3,2017-05,2017-08,18.7
DE_APT_PN_JB_3,2017-05,2017-09,18.7
DE_APT_PN_JB_3,2017-05,2017-10,18.7
DE_APT_PN_JB_3,2017-05,2017-11,24.12
DE_APT_PN_JB_3,2017-05,2017-12,18.7
DE_APT_PN_JB_3,2017-05,2018-01,6.12
DE_APT_PN_JB_3,2017-05,2018-02,4.08
DE_APT_PN_JB_3,2017-05,2018-03,5.61
DE_APT_PN_JB_3,2017-05,2018-04,5.53
DE_APT_PN_JB_3,2017-05,2018-05,5.1
DE_APT_PN_JB_3,2017-05,2018-06,5.61
DE_APT_PN_JB_3,2017-05,2018-07,5.1
DE_APT_PN_JB_3,2017-05,2018-08,5.1
DE_APT_PN_JB_3,2017-05,2018-09,5.1
DE_APT_PN_JB_3,2017-05,2018-10,5.1
DE_APT_PN_JB_3,2017-05,2018-11,5.78
DE_APT_PN_JB_3,2017-05,2018-12,5.1
DE_APT_PN_JB_3,2017-05,2019-01,8.93
DE_APT_PN_JB_3,2017-05,2019-02,8.93
DE_APT_PN_JB_3,2017-05,2019-03,8.93
DE_APT_PN_JB_3,2017-05,2019-04,115.75
DE_APT_PN_JB_3,2017-05,2019-05,115.75
DE_APT_PN_JB_3,2017-05,2019-06,115.75
DE_APT_PN_JB_3,2017-06,2017-06,10.63
DE_APT_PN_JB_3,2017-06,2017-07,11.43
DE_APT_PN_JB_3,2017-06,2017-08,20.06
DE_APT_PN_JB_3,2017-06,2017-09,20.06
DE_APT_PN_JB_3,2017-06,2017-10,20.06
DE_APT_PN_JB_3,2017-06,2017-11,25.7
DE_APT_PN_JB_3,2017-06,2017-12,20.06
DE_APT_PN_JB_3,2017-06,2018-01,19.19
DE_APT_PN_JB_3,2017-06,2018-02,12.8
DE_APT_PN_JB_3,2017-06,2018-03,17.14
DE_APT_PN_JB_3,2017-06,2018-04,16.75
DE_APT_PN_JB_3,2017-06,2018-05,15.99
DE_APT_PN_JB_3,2017-06,2018-06,17.59
DE_APT_PN_JB_3,2017-06,2018-07,15.99
DE_APT_PN_JB_3,2017-06,2018-08,15.99
DE_APT_PN_JB_3,2017-06,2018-09,15.99
DE_APT_PN_JB_3,2017-06,2018-10,15.99
DE_APT_PN_JB_3,2017-06,2018-11,18.13
