sku_w_pkg,cycle_month,forecasted_month,forecast
ANZ_APT_PF_CAN_1,2017-01,2017-01,0
ANZ_APT_PF_CAN_1,2017-01,2017-02,0
ANZ_APT_PF_CAN_1,2017-01,2017-03,0.78
ANZ_APT_PF_CAN_1,2017-01,2017-04,1.18
ANZ_APT_PF_CAN_1,2017-01,2017-05,1.5
ANZ_APT_PF_CAN_1,2017-01,2017-06,2.04
ANZ_APT_PF_CAN_1,2017-01,2017-07,2.09
ANZ_APT_PF_CAN_1,2017-01,2017-08,2.09
ANZ_APT_PF_CAN_1,2017-01,2017-09,2.25
ANZ_APT_PF_CAN_1,2017-01,2017-10,2.09
ANZ_APT_PF_CAN_1,2017-01,2017-11,2.62
ANZ_APT_PF_CAN_1,2017-01,2017-12,2.25
ANZ_APT_PF_CAN_1,2017-01,2018-01,1.62
ANZ_APT_PF_CAN_1,2017-01,2018-02,1.67
ANZ_APT_PF_CAN_1,2017-01,2018-03,2.3
ANZ_APT_PF_CAN_1,2017-01,2018-04,2.25
ANZ_APT_PF_CAN_1,2017-01,2018-05,2.09
ANZ_APT_PF_CAN_1,2017-01,2018-06,2.3
ANZ_APT_PF_CAN_1,2017-01,2018-07,2.09
ANZ_APT_PF_CAN_1,2017-01,2018-08,2.09
ANZ_APT_PF_CAN_1,2017-01,2018-09,2.09
ANZ_APT_PF_CAN_1,2017-01,2018-10,2.09
ANZ_APT_PF_CAN_1,2017-01,2018-11,2.44
ANZ_APT_PF_CAN_1,2017-01,2018-12,2.09
ANZ_APT_PF_CAN_1,2017-02,2017-02,0
ANZ_APT_PF_CAN_1,2017-02,2017-03,1.55
ANZ_APT_PF_CAN_1,2017-02,2017-04,2.68
ANZ_APT_PF_CAN_1,2017-02,2017-05,3.41
ANZ_APT_PF_CAN_1,2017-02,2017-06,4.74
ANZ_APT_PF_CAN_1,2017-02,2017-07,4.82
ANZ_APT_PF_CAN_1,2017-02,2017-08,4.82
ANZ_APT_PF_CAN_1,2017-02,2017-09,4.82
ANZ_APT_PF_CAN_1,2017-02,2017-10,4.82
ANZ_APT_PF_CAN_1,2017-02,2017-11,5.49
ANZ_APT_PF_CAN_1,2017-02,2017-12,4.82
ANZ_APT_PF_CAN_1,2017-02,2018-01,3.8
ANZ_APT_PF_CAN_1,2017-02,2018-02,3.82
ANZ_APT_PF_CAN_1,2017-02,2018-03,5.24
ANZ_APT_PF_CAN_1,2017-02,2018-04,5.25
ANZ_APT_PF_CAN_1,2017-02,2018-05,4.82
ANZ_APT_PF_CAN_1,2017-02,2018-06,5.31
ANZ_APT_PF_CAN_1,2017-02,2018-07,4.82
ANZ_APT_PF_CAN_1,2017-02,2018-08,4.82
ANZ_APT_PF_CAN_1,2017-02,2018-09,4.82
ANZ_APT_PF_CAN_1,2017-02,2018-10,4.82
ANZ_APT_PF_CAN_1,2017-02,2018-11,5.49
ANZ_APT_PF_CAN_1,2017-02,2018-12,4.82
ANZ_APT_PF_CAN_1,2017-03,2017-03,1.17
ANZ_APT_PF_CAN_1,2017-03,2017-04,3.98
ANZ_APT_PF_CAN_1,2017-03,2017-05,4.95
ANZ_APT_PF_CAN_1,2017-03,2017-06,6.77
ANZ_APT_PF_CAN_1,2017-03,2017-07,15.83
ANZ_APT_PF_CAN_1,2017-03,2017-08,6.83
ANZ_APT_PF_CAN_1,2017-03,2017-09,6.83
ANZ_APT_PF_CAN_1,2017-03,2017-10,6.83
ANZ_APT_PF_CAN_1,2017-03,2017-11,7.73
ANZ_APT_PF_CAN_1,2017-03,2017-12,6.83
ANZ_APT_PF_CAN_1,2017-03,2018-01,3.41
ANZ_APT_PF_CAN_1,2017-03,2018-02,3.4
ANZ_APT_PF_CAN_1,2017-03,2018-03,4.61
ANZ_APT_PF_CAN_1,2017-03,2018-04,4.72
ANZ_APT_PF_CAN_1,2017-03,2018-05,4.37
ANZ_APT_PF_CAN_1,2017-03,2018-06,4.81
ANZ_APT_PF_CAN_1,2017-03,2018-07,4.37
ANZ_APT_PF_CAN_1,2017-03,2018-08,4.37
ANZ_APT_PF_CAN_1,2017-03,2018-09,4.37
ANZ_APT_PF_CAN_1,2017-03,2018-10,4.37
ANZ_APT_PF_CAN_1,2017-03,2018-11,5.02
ANZ_APT_PF_CAN_1,2017-03,2018-12,4.37
ANZ_APT_PF_CAN_1,2017-04,2017-04,4.4
ANZ_APT_PF_CAN_1,2017-04,2017-05,5.94
ANZ_APT_PF_CAN_1,2017-04,2017-06,11.89
ANZ_APT_PF_CAN_1,2017-04,2017-07,11.02
ANZ_APT_PF_CAN_1,2017-04,2017-08,13.99
ANZ_APT_PF_CAN_1,2017-04,2017-09,14.39
ANZ_APT_PF_CAN_1,2017-04,2017-10,14.53
ANZ_APT_PF_CAN_1,2017-04,2017-11,19.82
ANZ_APT_PF_CAN_1,2017-04,2017-12,14.66
ANZ_APT_PF_CAN_1,2017-04,2018-01,9.91
ANZ_APT_PF_CAN_1,2017-04,2018-02,6.37
ANZ_APT_PF_CAN_1,2017-04,2018-03,7.82
ANZ_APT_PF_CAN_1,2017-04,2018-04,7.74
ANZ_APT_PF_CAN_1,2017-04,2018-05,7.34
ANZ_APT_PF_CAN_1,2017-04,2018-06,7.82
ANZ_APT_PF_CAN_1,2017-04,2018-07,7.34
ANZ_APT_PF_CAN_1,2017-04,2018-08,7.34
ANZ_APT_PF_CAN_1,2017-04,2018-09,7.34
ANZ_APT_PF_CAN_1,2017-04,2018-10,7.34
ANZ_APT_PF_CAN_1,2017-04,2018-11,10.52
ANZ_APT_PF_CAN_1,2017-04,2018-12,7.34
ANZ_APT_PF_CAN_1,2017-04,2019-01,7.34
ANZ_APT_PF_CAN_1,2017-04,2019-02,7.34
ANZ_APT_PF_CAN_1,2017-04,2019-03,7.34
ANZ_APT_PF_CAN_1,2017-04,2019-04,94.2
ANZ_APT_PF_CAN_1,2017-04,2019-05,94.2
ANZ_APT_PF_CAN_1,2017-04,2019-06,94.2
ANZ_APT_PF_CAN_1,2017-05,2017-05,5.94
ANZ_APT_PF_CAN_1,2017-05,2017-06,11.89
ANZ_APT_PF_CAN_1,2017-05,2017-07,11.02
ANZ_APT_PF_CAN_1,2017-05,2017-08,13.99
ANZ_APT_PF_CAN_1,2017-05,2017-09,14.39
ANZ_APT_PF_CAN_1,2017-05,2017-10,14.53
ANZ_APT_PF_CAN_1,2017-05,2017-11,19.82
ANZ_APT_PF_CAN_1,2017-05,2017-12,14.66
ANZ_APT_PF_CAN_1,2017-05,2018-01,5.25
ANZ_APT_PF_CAN_1,2017-05,2018-02,3.5
ANZ_APT_PF_CAN_1,2017-05,2018-03,4.82
ANZ_APT_PF_CAN_1,2017-05,2018-04,4.72
ANZ_APT_PF_CAN_1,2017-05,2018-05,4.38
ANZ_APT_PF_CAN_1,2017-05,2018-06,4.82
ANZ_APT_PF_CAN_1,2017-05,2018-07,4.38
ANZ_APT_PF_CAN_1,2017-05,2018-08,4.38
ANZ_APT_PF_CAN_1,2017-05,2018-09,4.38
ANZ_APT_PF_CAN_1,2017-05,2018-10,4.38
ANZ_APT_PF_CAN_1,2017-05,2018-11,5.06
ANZ_APT_PF_CAN_1,2017-05,2018-12,4.38
ANZ_APT_PF_CAN_1,2017-05,2019-01,7.34
ANZ_APT_PF_CAN_1,2017-05,2019-02,7.34
ANZ_APT_PF_CAN_1,2017-05,2019-03,7.34
ANZ_APT_PF_CAN_1,2017-05,2019-04,94.2
ANZ_APT_PF_CAN_1,2017-05,2019-05,94.2
ANZ_APT_PF_CAN_1,2017-05,2019-06,94.2
ANZ_APT_PF_CAN_1,2017-06,2017-06,5.77
ANZ_APT_PF_CAN_1,2017-06,2017-07,8.92
ANZ_APT_PF_CAN_1,2017-06,2017-08,12.39
ANZ_APT_PF_CAN_1,2017-06,2017-09,12.8
ANZ_APT_PF_CAN_1,2017-06,2017-10,14.1
ANZ_APT_PF_CAN_1,2017-06,2017-11,19.18
ANZ_APT_PF_CAN_1,2017-06,2017-12,14.24
ANZ_APT_PF_CAN_1,2017-06,2018-01,10.85
ANZ_APT_PF_CAN_1,2017-06,2018-02,7.23
ANZ_APT_PF_CAN_1,2017-06,2018-03,9.45
ANZ_APT_PF_CAN_1,2017-06,2018-04,9.32
ANZ_APT_PF_CAN_1,2017-06,2018-05,9.04
ANZ_APT_PF_CAN_1,2017-06,2018-06,9.94
ANZ_APT_PF_CAN_1,2017-06,2018-07,9.04
ANZ_APT_PF_CAN_1,2017-06,2018-08,9.04
ANZ_APT_PF_CAN_1,2017-06,2018-09,9.04
ANZ_APT_PF_CAN_1,2017-06,2018-10,9.04
ANZ_APT_PF_CAN_1,2017-06,2018-11,10.22
ANZ_APT_PF_CAN_1,2017-06,2018-12,9.04
ANZ_APT_PF_CAN_1,2017-06,2019-01,8.23
ANZ_APT_PF_CAN_1,2017-06,2019-02,9.85
ANZ_APT_PF_CAN_1,2017-06,2019-03,9.45
ANZ_APT_PF_CAN_1,2017-06,2019-04,5.72
ANZ_APT_PF_CAN_1,2017-06,2019-05,5.44
ANZ_APT_PF_CAN_1,2017-06,2019-06,5.85
ANZ_APT_PF_CAN_1,2017-06,2019-07,5.44
ANZ_APT_PF_CAN_1,2017-06,2019-08,5.44
ANZ_APT_PF_CAN_1,2017-06,2019-09,5.44
ANZ_APT_PF_CAN_1,2017-06,2019-10,5.44
ANZ_APT_PF_CAN_1,2017-06,2019-11,7.51
ANZ_APT_PF_CAN_1,2017-06,2019-12,5.44
ANZ_APT_PF_CAN_1,2017-07,2017-07,4.44
ANZ_APT_PF_CAN_1,2017-07,2017-08,4.96
ANZ_APT_PF_CAN_1,2017-07,2017-09,4.96
ANZ_APT_PF_CAN_1,2017-07,2017-10,17.56
ANZ_APT_PF_CAN_1,2017-07,2017-11,18.25
ANZ_APT_PF_CAN_1,2017-07,2017-12,17.56
ANZ_APT_PF_CAN_1,2017-07,2018-01,10.85
ANZ_APT_PF_CAN_1,2017-07,2018-02,7.23
ANZ_APT_PF_CAN_1,2017-07,2018-03,9.45
ANZ_APT_PF_CAN_1,2017-07,2018-04,9.32
ANZ_APT_PF_CAN_1,2017-07,2018-05,9.04
ANZ_APT_PF_CAN_1,2017-07,2018-06,9.94
ANZ_APT_PF_CAN_1,2017-07,2018-07,9.04
ANZ_APT_PF_CAN_1,2017-07,2018-08,9.04
ANZ_APT_PF_CAN_1,2017-07,2018-09,9.04
ANZ_APT_PF_CAN_1,2017-07,2018-10,9.04
ANZ_APT_PF_CAN_1,2017-07,2018-11,10.22
ANZ_APT_PF_CAN_1,2017-07,2018-12,9.04
ANZ_APT_PF_CAN_1,2017-07,2019-01,8.23
ANZ_APT_PF_CAN_1,2017-07,2019-02,9.85
ANZ_APT_PF_CAN_1,2017-07,2019-03,9.45
ANZ_APT_PF_CAN_1,2017-07,2019-04,5.72
ANZ_APT_PF_CAN_1,2017-07,2019-05,5.44
ANZ_APT_PF_CAN_1,2017-07,2019-06,5.85
ANZ_APT_PF_CAN_1,2017-07,2019-07,5.44
ANZ_APT_PF_CAN_1,2017-07,2019-08,5.44
ANZ_APT_PF_CAN_1,2017-07,2019-09,5.44
ANZ_APT_PF_CAN_1,2017-07,2019-10,5.44
ANZ_APT_PF_CAN_1,2017-07,2019-11,7.51
ANZ_APT_PF_CAN_1,2017-07,2019-12,5.44
ANZ_APT_PF_CAN_1,2017-08,2017-08,10.41
ANZ_APT_PF_CAN_1,2017-08,2017-09,11.58
ANZ_APT_PF_CAN_1,2017-08,2017-10,19.1
ANZ_APT_PF_CAN_1,2017-08,2017-11,19.96
ANZ_APT_PF_CAN_1,2017-08,2017-12,13.25
ANZ_APT_PF_CAN_1,2017-08,2018-01,12.86
ANZ_APT_PF_CAN_1,2017-08,2018-02,8.57
ANZ_APT_PF_CAN_1,2017-08,2018-03,11.29
ANZ_APT_PF_CAN_1,2017-08,2018-04,11.08
ANZ_APT_PF_CAN_1,2017-08,2018-05,10.71
ANZ_APT_PF_CAN_1,2017-08,2018-06,11.78
ANZ_APT_PF_CAN_1,2017-08,2018-07,10.71
ANZ_APT_PF_CAN_1,2017-08,2018-08,10.71
ANZ_APT_PF_CAN_1,2017-08,2018-09,10.71
ANZ_APT_PF_CAN_1,2017-08,2018-10,10.71
ANZ_APT_PF_CAN_1,2017-08,2018-11,12.08
ANZ_APT_PF_CAN_1,2017-08,2018-12,10.71
ANZ_APT_PF_CAN_1,2017-08,2019-01,9.57
ANZ_APT_PF_CAN_1,2017-08,2019-02,11.86
ANZ_APT_PF_CAN_1,2017-08,2019-03,11.29
ANZ_APT_PF_CAN_1,2017-08,2019-04,7.48
ANZ_APT_PF_CAN_1,2017-08,2019-05,7.11
ANZ_APT_PF_CAN_1,2017-08,2019-06,7.69
ANZ_APT_PF_CAN_1,2017-08,2019-07,7.11
ANZ_APT_PF_CAN_1,2017-08,2019-08,7.11
ANZ_APT_PF_CAN_1,2017-08,2019-09,7.11
ANZ_APT_PF_CAN_1,2017-08,2019-10,7.11
ANZ_APT_PF_CAN_1,2017-08,2019-11,9.36
ANZ_APT_PF_CAN_1,2017-08,2019-12,7.11
ANZ_APT_PF_CAN_1,2017-09,2017-09,11.58
ANZ_APT_PF_CAN_1,2017-09,2017-10,19.1
ANZ_APT_PF_CAN_1,2017-09,2017-11,19.96
ANZ_APT_PF_CAN_1,2017-09,2017-12,14.47
ANZ_APT_PF_CAN_1,2017-09,2018-01,18.97
ANZ_APT_PF_CAN_1,2017-09,2018-02,14.97
ANZ_APT_PF_CAN_1,2017-09,2018-03,19.67
ANZ_APT_PF_CAN_1,2017-09,2018-04,11
ANZ_APT_PF_CAN_1,2017-09,2018-05,10.51
ANZ_APT_PF_CAN_1,2017-09,2018-06,11.57
ANZ_APT_PF_CAN_1,2017-09,2018-07,10.51
ANZ_APT_PF_CAN_1,2017-09,2018-08,10.51
ANZ_APT_PF_CAN_1,2017-09,2018-09,10.51
ANZ_APT_PF_CAN_1,2017-09,2018-10,10.51
ANZ_APT_PF_CAN_1,2017-09,2018-11,11.92
ANZ_APT_PF_CAN_1,2017-09,2018-12,10.51
ANZ_APT_PF_CAN_1,2017-09,2019-01,9.13
ANZ_APT_PF_CAN_1,2017-09,2019-02,11.9
ANZ_APT_PF_CAN_1,2017-09,2019-03,11.21
ANZ_APT_PF_CAN_1,2017-09,2019-04,7.4
ANZ_APT_PF_CAN_1,2017-09,2019-05,6.91
ANZ_APT_PF_CAN_1,2017-09,2019-06,7.61
ANZ_APT_PF_CAN_1,2017-09,2019-07,6.91
ANZ_APT_PF_CAN_1,2017-09,2019-08,6.91
ANZ_APT_PF_CAN_1,2017-09,2019-09,6.91
ANZ_APT_PF_CAN_1,2017-09,2019-10,6.91
ANZ_APT_PF_CAN_1,2017-09,2019-11,7.96
ANZ_APT_PF_CAN_1,2017-09,2019-12,6.91
ANZ_APT_PF_CAN_1,2017-10,2017-10,19.1
ANZ_APT_PF_CAN_1,2017-10,2017-11,19.96
ANZ_APT_PF_CAN_1,2017-10,2017-12,17.17
ANZ_APT_PF_CAN_1,2017-10,2018-01,18.97
ANZ_APT_PF_CAN_1,2017-10,2018-02,11.35
ANZ_APT_PF_CAN_1,2017-10,2018-03,20.87
ANZ_APT_PF_CAN_1,2017-10,2018-04,11
ANZ_APT_PF_CAN_1,2017-10,2018-05,10.51
ANZ_APT_PF_CAN_1,2017-10,2018-06,11.57
ANZ_APT_PF_CAN_1,2017-10,2018-07,10.51
ANZ_APT_PF_CAN_1,2017-10,2018-08,10.51
ANZ_APT_PF_CAN_1,2017-10,2018-09,10.51
ANZ_APT_PF_CAN_1,2017-10,2018-10,10.51
ANZ_APT_PF_CAN_1,2017-10,2018-11,11.92
ANZ_APT_PF_CAN_1,2017-10,2018-12,10.51
ANZ_APT_PF_CAN_1,2017-10,2019-01,9.13
ANZ_APT_PF_CAN_1,2017-10,2019-02,11.9
ANZ_APT_PF_CAN_1,2017-10,2019-03,11.21
ANZ_APT_PF_CAN_1,2017-10,2019-04,7.4
ANZ_APT_PF_CAN_1,2017-10,2019-05,6.91
ANZ_APT_PF_CAN_1,2017-10,2019-06,7.61
ANZ_APT_PF_CAN_1,2017-10,2019-07,6.91
ANZ_APT_PF_CAN_1,2017-10,2019-08,6.91
ANZ_APT_PF_CAN_1,2017-10,2019-09,6.91
ANZ_APT_PF_CAN_1,2017-10,2019-10,6.91
ANZ_APT_PF_CAN_1,2017-10,2019-11,7.96
ANZ_APT_PF_CAN_1,2017-10,2019-12,6.91
ANZ_APT_PF_CAN_1,2017-11,2017-11,19.96
ANZ_APT_PF_CAN_1,2017-11,2017-12,18.58
ANZ_APT_PF_CAN_1,2017-11,2018-01,11.75
ANZ_APT_PF_CAN_1,2017-11,2018-02,8.61
ANZ_APT_PF_CAN_1,2017-11,2018-03,14.1
ANZ_APT_PF_CAN_1,2017-11,2018-04,13.35
ANZ_APT_PF_CAN_1,2017-11,2018-05,12.82
ANZ_APT_PF_CAN_1,2017-11,2018-06,14.1
ANZ_APT_PF_CAN_1,2017-11,2018-07,12.82
ANZ_APT_PF_CAN_1,2017-11,2018-08,12.82
ANZ_APT_PF_CAN_1,2017-11,2018-09,12.82
ANZ_APT_PF_CAN_1,2017-11,2018-10,12.82
ANZ_APT_PF_CAN_1,2017-11,2018-11,14.53
ANZ_APT_PF_CAN_1,2017-11,2018-12,12.82
ANZ_APT_PF_CAN_1,2017-11,2019-01,12.22
ANZ_APT_PF_CAN_1,2017-11,2019-02,14.48
ANZ_APT_PF_CAN_1,2017-11,2019-03,13.65
ANZ_APT_PF_CAN_1,2017-11,2019-04,9.75
ANZ_APT_PF_CAN_1,2017-11,2019-05,9.22
ANZ_APT_PF_CAN_1,2017-11,2019-06,10.05
ANZ_APT_PF_CAN_1,2017-11,2019-07,9.22
ANZ_APT_PF_CAN_1,2017-11,2019-08,9.22
ANZ_APT_PF_CAN_1,2017-11,2019-09,9.22
ANZ_APT_PF_CAN_1,2017-11,2019-10,9.22
ANZ_APT_PF_CAN_1,2017-11,2019-11,11.38
ANZ_APT_PF_CAN_1,2017-11,2019-12,9.22
ANZ_APT_PF_CAN_1,2017-12,2017-12,13.62
ANZ_APT_PF_CAN_1,2017-12,2018-01,11.66
ANZ_APT_PF_CAN_1,2017-12,2018-02,8.61
ANZ_APT_PF_CAN_1,2017-12,2018-03,15.11
ANZ_APT_PF_CAN_1,2017-12,2018-04,15.89
ANZ_APT_PF_CAN_1,2017-12,2018-05,17.58
ANZ_APT_PF_CAN_1,2017-12,2018-06,19.34
ANZ_APT_PF_CAN_1,2017-12,2018-07,17.58
ANZ_APT_PF_CAN_1,2017-12,2018-08,17.58
ANZ_APT_PF_CAN_1,2017-12,2018-09,17.58
ANZ_APT_PF_CAN_1,2017-12,2018-10,17.58
ANZ_APT_PF_CAN_1,2017-12,2018-11,19.87
ANZ_APT_PF_CAN_1,2017-12,2018-12,17.58
ANZ_APT_PF_CAN_1,2017-12,2019-01,17.58
ANZ_APT_PF_CAN_1,2017-12,2019-02,15.38
ANZ_APT_PF_CAN_1,2017-12,2019-03,18.49
ANZ_APT_PF_CAN_1,2017-12,2019-04,13.98
ANZ_APT_PF_CAN_1,2017-12,2019-05,13.98
ANZ_APT_PF_CAN_1,2017-12,2019-06,14.89
ANZ_APT_PF_CAN_1,2017-12,2019-07,13.98
ANZ_APT_PF_CAN_1,2017-12,2019-08,13.98
ANZ_APT_PF_CAN_1,2017-12,2019-09,13.98
ANZ_APT_PF_CAN_1,2017-12,2019-10,13.98
ANZ_APT_PF_CAN_1,2017-12,2019-11,20.28
ANZ_APT_PF_CAN_1,2017-12,2019-12,13.98
ANZ_APT_PF_CAN_1,2018-01,2018-01,11.7
ANZ_APT_PF_CAN_1,2018-01,2018-02,8.7
ANZ_APT_PF_CAN_1,2018-01,2018-03,15.16
ANZ_APT_PF_CAN_1,2018-01,2018-04,15.93
ANZ_APT_PF_CAN_1,2018-01,2018-05,17.63
ANZ_APT_PF_CAN_1,2018-01,2018-06,19.39
ANZ_APT_PF_CAN_1,2018-01,2018-07,17.63
ANZ_APT_PF_CAN_1,2018-01,2018-08,17.63
ANZ_APT_PF_CAN_1,2018-01,2018-09,17.63
ANZ_APT_PF_CAN_1,2018-01,2018-10,17.63
ANZ_APT_PF_CAN_1,2018-01,2018-11,19.98
ANZ_APT_PF_CAN_1,2018-01,2018-12,17.63
ANZ_APT_PF_CAN_1,2018-01,2019-01,11.7
ANZ_APT_PF_CAN_1,2018-01,2019-02,8.7
ANZ_APT_PF_CAN_1,2018-01,2019-03,15.16
ANZ_APT_PF_CAN_1,2018-01,2019-04,15.93
ANZ_APT_PF_CAN_1,2018-01,2019-05,17.63
ANZ_APT_PF_CAN_1,2018-01,2019-06,19.39
ANZ_APT_PF_CAN_1,2018-01,2019-07,17.63
ANZ_APT_PF_CAN_1,2018-01,2019-08,17.63
ANZ_APT_PF_CAN_1,2018-01,2019-09,17.63
ANZ_APT_PF_CAN_1,2018-01,2019-10,17.63
ANZ_APT_PF_CAN_1,2018-01,2019-11,19.98
ANZ_APT_PF_CAN_1,2018-01,2019-12,17.63
ANZ_APT_PF_CAN_1,2018-02,2018-02,10.14
ANZ_APT_PF_CAN_1,2018-02,2018-03,17.35
ANZ_APT_PF_CAN_1,2018-02,2018-04,17.93
ANZ_APT_PF_CAN_1,2018-02,2018-05,19.62
ANZ_APT_PF_CAN_1,2018-02,2018-06,21.58
ANZ_APT_PF_CAN_1,2018-02,2018-07,19.62
ANZ_APT_PF_CAN_1,2018-02,2018-08,19.62
ANZ_APT_PF_CAN_1,2018-02,2018-09,19.62
ANZ_APT_PF_CAN_1,2018-02,2018-10,19.62
ANZ_APT_PF_CAN_1,2018-02,2018-11,22.22
ANZ_APT_PF_CAN_1,2018-02,2018-12,19.62
ANZ_APT_PF_CAN_1,2018-02,2019-01,13.7
ANZ_APT_PF_CAN_1,2018-02,2019-02,10.14
ANZ_APT_PF_CAN_1,2018-02,2019-03,17.35
ANZ_APT_PF_CAN_1,2018-02,2019-04,17.93
ANZ_APT_PF_CAN_1,2018-02,2019-05,19.62
ANZ_APT_PF_CAN_1,2018-02,2019-06,21.58
ANZ_APT_PF_CAN_1,2018-02,2019-07,19.62
ANZ_APT_PF_CAN_1,2018-02,2019-08,19.62
ANZ_APT_PF_CAN_1,2018-02,2019-09,19.62
ANZ_APT_PF_CAN_1,2018-02,2019-10,19.62
ANZ_APT_PF_CAN_1,2018-02,2019-11,22.22
ANZ_APT_PF_CAN_1,2018-02,2019-12,19.62
ANZ_APT_PF_CAN_1,2018-03,2018-03,17.86
ANZ_APT_PF_CAN_1,2018-03,2018-04,18.39
ANZ_APT_PF_CAN_1,2018-03,2018-05,20.08
ANZ_APT_PF_CAN_1,2018-03,2018-06,22.09
ANZ_APT_PF_CAN_1,2018-03,2018-07,20.08
ANZ_APT_PF_CAN_1,2018-03,2018-08,20.08
ANZ_APT_PF_CAN_1,2018-03,2018-09,20.08
ANZ_APT_PF_CAN_1,2018-03,2018-10,20.08
ANZ_APT_PF_CAN_1,2018-03,2018-11,22.77
ANZ_APT_PF_CAN_1,2018-03,2018-12,20.08
ANZ_APT_PF_CAN_1,2018-03,2019-01,14.16
ANZ_APT_PF_CAN_1,2018-03,2019-02,10.51
ANZ_APT_PF_CAN_1,2018-03,2019-03,17.86
ANZ_APT_PF_CAN_1,2018-03,2019-04,18.39
ANZ_APT_PF_CAN_1,2018-03,2019-05,20.08
ANZ_APT_PF_CAN_1,2018-03,2019-06,22.09
ANZ_APT_PF_CAN_1,2018-03,2019-07,20.08
ANZ_APT_PF_CAN_1,2018-03,2019-08,20.08
ANZ_APT_PF_CAN_1,2018-03,2019-09,20.08
ANZ_APT_PF_CAN_1,2018-03,2019-10,20.08
ANZ_APT_PF_CAN_1,2018-03,2019-11,22.77
ANZ_APT_PF_CAN_1,2018-03,2019-12,20.08
ANZ_APT_PF_CAN_1,2018-04,2018-04,15.99
ANZ_APT_PF_CAN_1,2018-04,2018-05,15.99
ANZ_APT_PF_CAN_1,2018-04,2018-06,17.08
ANZ_APT_PF_CAN_1,2018-04,2018-07,19.37
ANZ_APT_PF_CAN_1,2018-04,2018-08,19.37
ANZ_APT_PF_CAN_1,2018-04,2018-09,19.37
ANZ_APT_PF_CAN_1,2018-04,2018-10,19.37
ANZ_APT_PF_CAN_1,2018-04,2018-11,22.25
ANZ_APT_PF_CAN_1,2018-04,2018-12,19.37
ANZ_APT_PF_CAN_1,2018-04,2019-01,13.45
ANZ_APT_PF_CAN_1,2018-04,2019-02,10.27
ANZ_APT_PF_CAN_1,2018-04,2019-03,17.08
ANZ_APT_PF_CAN_1,2018-04,2019-04,17.68
ANZ_APT_PF_CAN_1,2018-04,2019-05,19.37
ANZ_APT_PF_CAN_1,2018-04,2019-06,21.31
ANZ_APT_PF_CAN_1,2018-04,2019-07,19.37
ANZ_APT_PF_CAN_1,2018-04,2019-08,19.37
ANZ_APT_PF_CAN_1,2018-04,2019-09,19.37
ANZ_APT_PF_CAN_1,2018-04,2019-10,19.37
ANZ_APT_PF_CAN_1,2018-04,2019-11,22.25
ANZ_APT_PF_CAN_1,2018-04,2019-12,19.37
ANZ_APT_PF_CAN_1,2018-05,2018-05,15.92
ANZ_APT_PF_CAN_1,2018-05,2018-06,19.76
ANZ_APT_PF_CAN_1,2018-05,2018-07,20.42
ANZ_APT_PF_CAN_1,2018-05,2018-08,20.42
ANZ_APT_PF_CAN_1,2018-05,2018-09,20.42
ANZ_APT_PF_CAN_1,2018-05,2018-10,20.42
ANZ_APT_PF_CAN_1,2018-05,2018-11,23.49
ANZ_APT_PF_CAN_1,2018-05,2018-12,20.42
ANZ_APT_PF_CAN_1,2018-05,2019-01,14.5
ANZ_APT_PF_CAN_1,2018-05,2019-02,11.09
ANZ_APT_PF_CAN_1,2018-05,2019-03,18.23
ANZ_APT_PF_CAN_1,2018-05,2019-04,18.73
ANZ_APT_PF_CAN_1,2018-05,2019-05,20.42
ANZ_APT_PF_CAN_1,2018-05,2019-06,22.46
ANZ_APT_PF_CAN_1,2018-05,2019-07,20.42
ANZ_APT_PF_CAN_1,2018-05,2019-08,20.42
ANZ_APT_PF_CAN_1,2018-05,2019-09,20.42
ANZ_APT_PF_CAN_1,2018-05,2019-10,20.42
ANZ_APT_PF_CAN_1,2018-05,2019-11,23.49
ANZ_APT_PF_CAN_1,2018-05,2019-12,20.42
ANZ_APT_PF_CAN_1,2018-06,2018-06,16.76
ANZ_APT_PF_CAN_1,2018-06,2018-07,15.24
ANZ_APT_PF_CAN_1,2018-06,2018-08,15.24
ANZ_APT_PF_CAN_1,2018-06,2018-09,15.24
ANZ_APT_PF_CAN_1,2018-06,2018-10,15.24
ANZ_APT_PF_CAN_1,2018-06,2018-11,17.77
ANZ_APT_PF_CAN_1,2018-06,2018-12,15.24
ANZ_APT_PF_CAN_1,2018-06,2019-01,14.39
ANZ_APT_PF_CAN_1,2018-06,2019-02,11.17
ANZ_APT_PF_CAN_1,2018-06,2019-03,16.74
ANZ_APT_PF_CAN_1,2018-06,2019-04,16.08
ANZ_APT_PF_CAN_1,2018-06,2019-05,16.76
ANZ_APT_PF_CAN_1,2018-06,2019-06,18.43
ANZ_APT_PF_CAN_1,2018-06,2019-07,16.76
ANZ_APT_PF_CAN_1,2018-06,2019-08,16.76
ANZ_APT_PF_CAN_1,2018-06,2019-09,16.76
ANZ_APT_PF_CAN_1,2018-06,2019-10,16.76
ANZ_APT_PF_CAN_1,2018-06,2019-11,19.57
ANZ_APT_PF_CAN_1,2018-06,2019-12,16.76
ANZ_APT_PF_CAN_1,2018-07,2018-07,15.13
ANZ_APT_PF_CAN_1,2018-07,2018-08,15.13
ANZ_APT_PF_CAN_1,2018-07,2018-09,15.13
ANZ_APT_PF_CAN_1,2018-07,2018-10,15.13
