date,sku,brand,offtake_dc,osa,csl,anp,sellin_dc,sp_inv_dc,sellout,sellout_revenue,sellout_price,store_distribution
4/1/2018,AC4,AC,122132.286,0.779999971,0.920000017,30106.20703,126983,74988,90392,19193823,305.7870662,13248
4/1/2018,AP1,AP,55202.66993,0.829999983,0.959999979,12555.74023,61742,29228,37272,15415355,587.1451292,6611
4/1/2018,AP2,AP,74552.30992,0.810000002,0.959999979,12555.74023,97847,28885,66081,25824254,574.8921095,6611
4/1/2018,AP3,AP,173557.1404,0.660000026,0.99000001,12555.74023,290407,31897,211203,66097343,523.1899805,6611
4/1/2018,AP4,AP,22664.8,0.610000014,0.939999998,12555.74023,26304,15719,20134,7239510,614.6414634,6611
4/1/2018,NC1,NC,127070.7717,0.959999979,0.980000019,22927.94141,138788,76819,87527,18270870,393.3613493,13367
4/1/2018,NC2,NC,187176.4737,0.959999979,0.99000001,22927.94141,186633,81358,143776,27101583,335.9970797,13367
4/1/2018,NC3,NC,983486.4127,0.959999979,1,22927.94141,859381,160804,893188,145971184,290.5405201,13367
4/1/2018,NC4,NC,139058.654,0.75999999,0.939999998,22927.94141,81174,21741,94859,15138058,242.3035382,13367
5/1/2018,AC1,AC,138495.8493,0.959999979,1,43655.24219,161580,115065,93624,20345371,348.5169002,12856
5/1/2018,AC2,AC,192310.0275,0.949999988,1,43655.24219,219816,129605,136337,29694851,366.2868421,12856
5/1/2018,AC3,AC,875426.018,0.970000029,1,43655.24219,1095276,531668,822811,158196418,312.2489879,12856
5/1/2018,AC4,AC,125260.1914,0.769999981,0.99000001,43655.24219,160458,82830,129839,24218282,264,12856
5/1/2018,AP1,AP,57914.25,0.839999974,1,19448.68945,63372,34209,41273,14056096,484.4608333,6203
5/1/2018,AP2,AP,72659,0.819999993,0.980000019,19448.68945,44052,11735,42582,14351884,468.3688058,6203
5/1/2018,AP3,AP,245306.5,0.769999981,0.99000001,19448.68945,328446,42109,235725,73857165,443.3113807,6203
5/1/2018,AP4,AP,27616.25,0.610000014,1,19448.68945,31194,16832,20109,6460533,500.3916084,6203
5/1/2018,NC1,NC,109114.7893,0.959999979,1,28474.80273,103962,84224,73587,14719590,331.4190428,12899
5/1/2018,NC2,NC,174266.9492,0.959999979,1,28474.80273,199842,125493,126604,22421486,293.160061,12899
5/1/2018,NC3,NC,918507.7696,0.970000029,1,28474.80273,1038402,264866,794986,132270919,266.3588465,12899
5/1/2018,NC4,NC,152385.8218,0.75999999,0.970000029,28474.80273,173976,19314,150480,24019739,220.6145218,12899
6/1/2018,AC1,AC,134046.0703,0.970000029,1,53890.41016,82177,101818,68628,16192860,367.5673034,14367
6/1/2018,AC2,AC,190249.6104,0.970000029,0.99000001,53890.41016,112161,91126,107968,25639299,367.9491249,14367
6/1/2018,AC3,AC,1035255.699,0.980000019,0.99000001,53890.41016,970263,807799,574137,115352350,328.0611312,14367
6/1/2018,AC4,AC,143093.8301,0.790000021,0.970000029,53890.41016,119484,131647,61582,12008768,264.3637026,14367
6/1/2018,AP1,AP,59586.77002,0.870000005,0.99000001,20952.77344,28074,31504,22224,7963018,475.965415,7237
6/1/2018,AP2,AP,77984.99023,0.829999983,0.959999979,20952.77344,68238,19727,42538,15074823,501.2637465,7237
6/1/2018,AP3,AP,255005.0498,0.819999993,0.970000029,20952.77344,241380,80921,154622,48212164,500.5385117,7237
6/1/2018,AP4,AP,30078.25,0.629999995,0.99000001,20952.77344,14592,9456,18442,5773507,551.6823529,7237
6/1/2018,NC1,NC,85440.39988,0.970000029,1,57366.98438,71964,94674,43256,9233185,319.0936696,14222
6/1/2018,NC2,NC,153463.7402,0.980000019,0.980000019,57366.98438,112541,111615,93183,17337320,282.0138648,14222
6/1/2018,NC3,NC,987495.0079,0.980000019,1,57366.98438,979732,462183,688530,114212794,279.5375254,14222
6/1/2018,NC4,NC,163142.6099,0.779999971,0.959999979,57366.98438,145062,52662,97406,16154638,249.2078431,14222
7/1/2018,AC1,AC,129139.6299,0.980000019,1,15409.81445,93613,87998,81824,18903988,351.9439834,13776
7/1/2018,AC2,AC,202472.4134,0.980000019,1,15409.81445,154789,76556,131022,30212614,373.7767183,13776
7/1/2018,AC3,AC,689632.05,0.980000019,1,15409.81445,446320,636030,512467,101538881,300.877721,13776
7/1/2018,AC4,AC,107614.24,0.819999993,0.99000001,15409.81445,29406,75667,69160,14310594,266.8760208,13776
7/1/2018,AP1,AP,63836.00019,0.870000005,0.99000001,16064.88281,45564,24076,37675,13791448,486.0549801,7611
7/1/2018,AP2,AP,83945.10986,0.850000024,0.939999998,16064.88281,111102,47734,57304,20429806,506.9072243,7611
7/1/2018,AP3,AP,232018.7096,0.870000005,0.99000001,16064.88281,280956,95488,191580,61675041,446.5567708,7611
7/1/2018,AP4,AP,21505.75,0.629999995,0.100000001,16064.88281,264,5385,4110,1066738,273.8356164,7611
7/1/2018,NC1,NC,90679.98048,0.980000019,0.99000001,16484.35547,53940,78890,51560,10836901,308.6468857,13704
7/1/2018,NC2,NC,167150.4395,0.980000019,1,16484.35547,137544,99946,120661,21593502,293.2369592,13704
7/1/2018,NC3,NC,721164.4798,0.980000019,0.980000019,16484.35547,764148,506359,630399,102916469,261.5254068,13704
7/1/2018,NC4,NC,123218.8766,0.810000002,0.959999979,16484.35547,176052,111933,101361,16706261,227.5134443,13704
8/1/2018,AC1,AC,128946.75,0.980000019,1,36237.42578,132961,86842,80638,19973773,398.4354986,14959
8/1/2018,AC2,AC,196695,0.980000019,1,36237.42578,215299,105408,129196,30847093,397.1987903,14959
8/1/2018,AC3,AC,836194.25,0.980000019,1,36237.42578,726836,607730,599726,121016778,319.5148026,14959
8/1/2018,AC4,AC,118834,0.819999993,1,36237.42578,117693,80038,84371,17636517,303.4218077,14959
8/1/2018,AP1,AP,67265.49999,0.889999986,1,22551.92773,59809,23940,39712,14429454,472.232644,7593
8/1/2018,AP2,AP,83237.24999,0.870000005,0.930000007,22551.92773,40015,10959,55673,19238788,497.228852,7593
8/1/2018,AP3,AP,278198.25,0.899999976,0.99000001,22551.92773,258649,95218,193533,62485137,429.2580813,7593
8/1/2018,AP4,AP,23715.5,0.639999986,0.99000001,22551.92773,41935,11388,24635,8030029,540.5484694,7593
8/1/2018,NC1,NC,98865.24998,0.980000019,1,27454.10742,111776,75035,75679.5,15313527,318.8394872,14683
8/1/2018,NC2,NC,166517,0.980000019,1,27454.10742,154345,89905,120852.5,22188361,299.7320151,14683
8/1/2018,NC3,NC,885951.5001,0.980000019,1,27454.10742,1051289,761141,661678,110706264,272.2974266,14683
8/1/2018,NC4,NC,142061.75,0.810000002,1,27454.10742,153147,124786,114995,18926399,235.7774725,14683
9/1/2018,AC1,AC,130861.25,0.978299975,1,44612.11719,150469,111166,78339,21108097,456.6434825,16794
9/1/2018,AC2,AC,207533.5,0.978999972,1,44612.11719,230324,131854,142812,35495385,459.1750301,16794
9/1/2018,AC3,AC,912540.25,0.98119998,1,44612.11719,954138,736722,668680,136787858,363.9620368,16794
9/1/2018,AC4,AC,130747.75,0.825900018,1,44612.11719,128120,94644,95349,18917981,282.9787765,16794
9/1/2018,AP1,AP,73542.49999,0.88499999,0.921762943,26997.95898,59944,20927,41204,15429643,532.7634322,8856
9/1/2018,AP2,AP,92111.25001,0.853100002,0.944314539,26997.95898,92714,15635,55086,19513720,508.5953177,8856
9/1/2018,AP3,AP,302438.75,0.903400004,0.983816683,26997.95898,393874,235117,204531,60456958,453.6937269,8856
9/1/2018,AP4,AP,27516.25,0.650300026,0.97503674,26997.95898,27084,16416,17547,5263953,363.4778068,8856
9/1/2018,NC1,NC,101732.25,0.976800025,1,27502.79297,144319,117458,70837,15875428,402.187567,16662
9/1/2018,NC2,NC,169318.75,0.982299984,1,27502.79297,199057,121830,116915,23373800,378.2175805,16662
9/1/2018,NC3,NC,887494.25,0.98180002,1,27502.79297,949984,871677,707974,121941038,317.2070029,16662
9/1/2018,NC4,NC,138987.25,0.811100006,1,27502.79297,153395,144146,113893,19100276,244.3624042,16662
10/1/2018,AC1,AC,117170,0.976300001,1,33940.02344,139542,142420,75552,19386842,452.3368075,15334
10/1/2018,AC2,AC,206134.25,0.978799999,0.997157633,33940.02344,193826,150898,124757,31145165,449.5282765,15334
10/1/2018,AC3,AC,830843.9999,0.980599999,1,33940.02344,958414,838239,727317,141674719,356.1277275,15334
10/1/2018,AC4,AC,121949,0.83950001,0.99993962,33940.02344,175590,153805,98207,19330270,284.3158258,15334
10/1/2018,AP1,AP,75027,0.875800014,0.899648309,18406.8418,56863,18639,42044,16106115,562.6067961,8399
10/1/2018,AP2,AP,96772.74999,0.828000009,0.890635788,18406.8418,106858,27048,72552,25448740,527.765359,8399
10/1/2018,AP3,AP,306432.5,0.905799985,0.997137427,18406.8418,330470,207521,273249,84671265,480.8288608,8399
10/1/2018,AP4,AP,25925.75,0.657599986,0.895876288,18406.8418,33048,20875,20201,6491595,468.1310345,8399
10/1/2018,NC1,NC,90992.75,0.976400018,1,29864.49023,107565,143434,61585,13396026,375.6139089,14877
10/1/2018,NC2,NC,158662.75,0.981100023,1,29864.49023,203698,180019,111988,21722525,346.7160077,14877
10/1/2018,NC3,NC,842070.5,0.98210001,1,29864.49023,1119659,988277,897995,144334940,290.4358846,14877
10/1/2018,NC4,NC,131932.25,0.815299988,1,29864.49023,197277,191177,135329,21267352,232.6651007,14877
11/1/2018,AC1,AC,138342.748,0.977599978,1,27755.81055,88852,115930,65041,17843042,442.2142509,15633
11/1/2018,AC2,AC,209919.748,0.98210001,1,27755.81055,213240,160376,122841,31305420,475.9302326,15633
11/1/2018,AC3,AC,1229123.748,0.984899998,1,27755.81055,1246142,1029575,712766,148735424,375.7009143,15633
11/1/2018,AC4,AC,193236.248,0.852400005,1,27755.81055,135605,127031,117485,23128549,303.2653968,15633
11/1/2018,AP1,AP,81507.001,0.844900012,0.886283994,12003.13574,84504,20817,40611,16773824,590.548124,8677
11/1/2018,AP2,AP,105240.754,0.808200002,0.677117229,12003.13574,44546,8066,44068,14499414,497.055938,8677
11/1/2018,AP3,AP,444077.498,0.91930002,0.991848886,12003.13574,366507,192945,257400,81662598,509.2208448,8677
11/1/2018,AP4,AP,39806.748,0.668299973,0.943560243,12003.13574,41136,22523,27074,8463144,422.6098901,8677
11/1/2018,NC1,NC,99652.756,0.977999985,1,38651.76953,55048,117533,45034,10931469,377.7954796,15278
11/1/2018,NC2,NC,165106.248,0.984499991,1,38651.76953,107451,133522,91015,19470183,371.4753234,15278
11/1/2018,NC3,NC,1294276.753,0.985400021,1,38651.76953,1182457,1117161,788265,134301650,313.043662,15278
11/1/2018,NC4,NC,212421.004,0.83859998,1,38651.76953,154878,181083,120946,20210775,275.8539945,15278
12/1/2018,AC1,AC,159027.494,0.977900028,1,22647.80859,107659,69984,74128,21148753,541.0183861,15638
12/1/2018,AC2,AC,225028.752,0.983900011,1,22647.80859,136056,106264,91393,27144099,552.3389101,15638
12/1/2018,AC3,AC,975667.997,0.986400008,1,22647.80859,706859,666965,586269,131539574,452.6237675,15638
12/1/2018,AC4,AC,137485.751,0.873000026,1,22647.80859,76240,72649,83021,17521173,329.3696498,15638
12/1/2018,AP1,AP,88797.497,0.844699979,0.728953838,25669.17578,33781,6079,27745,11208967,575.0499076,10148
12/1/2018,AP2,AP,97678.996,0.745100021,0.695483327,25669.17578,48973,1689,26864,10364359,563.0011338,10148
12/1/2018,AP3,AP,412092.749,0.942700028,0.990922391,25669.17578,421672,214938,230923,80199855,694.6465356,10148
12/1/2018,AP4,AP,34585.494,0.70450002,0.990209043,25669.17578,44915,26245,24845,8200480,474.2387543,10148
12/1/2018,NC1,NC,111944.255,0.976800025,1,24756.14453,76668,93631,54340,13535722,448.5373134,15194
12/1/2018,NC2,NC,169558.494,0.984000027,1,24756.14453,112037,96562,73547,17895174,442.3376068,15194
12/1/2018,NC3,NC,858262.498,0.986899972,1,24756.14453,529165,780294,525148,98920593,378.7572713,15194
12/1/2018,NC4,NC,140094.001,0.860899985,,24756.14453,54996,96204,92605,15856440,281.5233516,15194
1/1/2019,AC1,AC,193156.9609,0.976499975,1,36519.34375,208152,25279,225483,40478161,179.9241621,27473
1/1/2019,AC2,AC,261699.8047,0.982800007,1,36519.34375,247022,28296,294948,52945434,179.9463979,27473
1/1/2019,AC3,AC,1272239.344,0.986000001,1,36519.34375,939449,126663,1247308,212871872,170.9409823,27473
1/1/2019,AC4,AC,156784.4805,0.894400001,1,36519.34375,115206,22851,134147,22895220,170.9156939,27473
1/1/2019,AP1,AP,84818.50977,0.651600003,0.836116433,21852.51367,59338,7990,54843,14542673,265,8494
1/1/2019,AP2,AP,128161.5,0.559499979,0.899999976,21852.51367,168350,12947,142991,36878560,258,8494
1/1/2019,AP3,AP,460728.6016,0.931299984,1,21852.51367,281179,44651,381823,95700497,251,8494
1/1/2019,AP4,AP,38490.52734,0.752900004,1,21852.51367,35376,18861,32652,8184040,251,8494
1/1/2019,NC1,NC,122904.25,0.975899994,1,14610.99121,140413,48966,174844,27928340,159.8761073,25623
1/1/2019,NC2,NC,174066.5,0.984600008,1,14610.99121,190902,33505,244315,35444556,144.9551917,25623
1/1/2019,NC3,NC,1179984.094,0.984600008,1,14610.99121,729398,116234,1312698,191424505,145.9037748,25623
1/1/2019,NC4,NC,153826.8008,0.873399973,,14610.99121,120631,38400,154817,22579347,145.9324759,25623
2/1/2019,AC1,AC,115006.25,0.958798289,1,16851.80859,114947,35220,48527,14339263,566.6885406,9891
2/1/2019,AC2,AC,135634,0.973255336,1,16851.80859,166842,60636,60448,17618730,554.8910985,9891
2/1/2019,AC3,AC,575852.5,0.977803767,1,16851.80859,730862,247236,366041,79530941,517.2407045,9891
2/1/2019,AC4,AC,89672.75,0.879957139,1,16851.80859,107894,34276,55683,11766680,332.583229,9891
2/1/2019,AP1,AP,84360.5,0.576292276,0.983643711,12528.87598,154800,15680,64805,31353401,1088.165453,7978
2/1/2019,AP2,AP,62829.5,0.564475775,0.857187569,12528.87598,38382,8163,20317,8782086,847.0338346,7978
2/1/2019,AP3,AP,249296.5,0.918332696,0.991109908,12528.87598,313214,60693,148414,52974039,767.3487319,7978
2/1/2019,AP4,AP,27601,0.758930385,0.999393344,12528.87598,29286,19358,16765,8356111,605.2009456,7978
2/1/2019,NC1,NC,77620.75,0.964784861,1,13659.18359,73687,62174,27585,6254613,415.3513514,7634
2/1/2019,NC2,NC,100517.5,0.977611363,1,13659.18359,106172,52762,42577,9789518,391.9786517,7634
2/1/2019,NC3,NC,487298.25,0.976231277,1,13659.18359,690742,274363,353795,62843474,408.0432588,7634
2/1/2019,NC4,NC,81920.25,0.871786356,,13659.18359,88043,37749,59058,10283712,316.9501608,7634
3/1/2019,AC1,AC,138164.75,0.973999977,1,45255.09375,175783,59997,62699,22434625,636.0835214,21455
3/1/2019,AC2,AC,173232.75,0.958000004,1,45255.09375,164800,76868,66991,24090065,634.3137366,21455
3/1/2019,AC3,AC,1055892.75,0.967999995,1,45255.09375,1255969,382448,673995,169388627,672.0094095,21455
3/1/2019,AC4,AC,155837.25,0.829999983,1,45255.09375,176538,39666,96479,22025645,405.5091036,21455
3/1/2019,AP1,AP,91911,0.745000005,0.946566284,26693.30078,83352,9834,49353,21222053,842.8748929,11606
3/1/2019,AP2,AP,133997.75,0.688000023,0.960780919,26693.30078,180336,8250,95829,38757936,893.5281853,11606
3/1/2019,AP3,AP,484972.5,0.921999991,0.982122183,26693.30078,364418,54620,228663,83815576,704.9247535,11606
3/1/2019,AP4,AP,69909.75,0.666999996,0.973516405,26693.30078,39769,17186,31147,13208255,552.7317073,11606
3/1/2019,NC1,NC,94291.5,0.939999998,1,26825.63867,126575,71615,43050,14470991,611.4886667,21314
3/1/2019,NC2,NC,133624.75,0.957000017,1,26825.63867,183639,85093,64474,19916074,567.225258,21314
3/1/2019,NC3,NC,908106.25,0.964999974,1,26825.63867,1008328,320345,575609,126863457,631.11994,21314
3/1/2019,NC4,NC,141679.25,0.82099998,1,26825.63867,133363,44017,80662,14978778,350.5989492,21314
4/1/2019,AC1,AC,133051.5195,0.979437053,1,28358.08008,130425,40754,38225,11993342,496.4349292,15035
4/1/2019,AC2,AC,166059.5508,0.980238557,1,28358.08008,148559,38837,48700,16425740,594.3709459,15035
4/1/2019,AC3,AC,774471.4688,0.9903602,1,28358.08008,1030813,284073,242813,58771246,541.7380042,15035
4/1/2019,AC4,AC,133681.3975,0.928584754,1,28358.08008,174186,19719,65534,13367574,346.7990698,15035
4/1/2019,AP1,AP,90024.08008,0.822270274,0.97299999,33658.22266,159385,16562,43056,18945305,973.2992048,12725
4/1/2019,AP2,AP,137556.8984,0.824657321,0.994000018,33658.22266,282754,36406,79077,34723704,1134.0425,12725
4/1/2019,AP3,AP,390194.5234,0.93604964,0.998000026,33658.22266,676728,72838,217617,83179932,984.0979667,12725
4/1/2019,AP4,AP,38101.87866,0.799859822,0.996999979,33658.22266,39202,6739,18572,6308640,447.8896247,12725
4/1/2019,NC1,NC,82931.81641,0.976397276,1,23636.48828,106541,55432,17240,5642305,527.7844639,13048
4/1/2019,NC2,NC,127350.918,0.986143887,1,23636.48828,114657,50751,34051,9129072,477.0651815,13048
4/1/2019,NC3,NC,782285.7656,0.988405287,1,23636.48828,852797,132024,317989,59032580,501.2120593,13048
4/1/2019,NC4,NC,131042.7998,0.913341463,1,23636.48828,173981,18630,75583,12938941,282.4316469,13048
5/1/2019,AC1,AC,133485.1292,0.966000021,1,25506.35352,151859,43643,109496,19657304,180,16321
5/1/2019,AC2,AC,173881.3682,0.980000019,1,25506.35352,201695,52270,149888,26908809,180,16321
5/1/2019,AC3,AC,873276.1857,0.985000014,1,25506.35352,752576,265865,700940,119642987,171,16321
5/1/2019,AC4,AC,131905.2837,0.922999978,1,25506.35352,140160,71591,123785,21128587,171,16321
5/1/2019,AP1,AP,104506.1707,0.893000007,0.997696519,39146.77344,216455,123494,110561,29317353,265,10998
5/1/2019,AP2,AP,140033.6997,0.902999997,0.994692802,39146.77344,179764,103886,117554,30317739,258,10998
5/1/2019,AP3,AP,378859.0197,0.964999974,1,39146.77344,836157,522390,360438,90340917,251,10998
5/1/2019,AP4,AP,36280.74545,0.799000025,0.999352336,39146.77344,73442,44392,41992,10525011,251,10998
5/1/2019,NC1,NC,86891.58806,0.964999974,1,27503.06445,77922,50369,70448,11252730,160,15190
5/1/2019,NC2,NC,122823.2324,0.978999972,1,27503.06445,92567,52292,90971,13199629,145,15190
5/1/2019,NC3,NC,722899.7997,0.977999985,1,27503.06445,665368,427926,696539,101596183,146,15190
5/1/2019,NC4,NC,120820.0233,0.908999979,1,27503.06445,113535,73760,113050,16489232,146,15190
6/1/2019,AC1,AC,142961.4425,,,-395431.5,130792,14886,110478,19833877,180,14257
6/1/2019,AC2,AC,199126.211,,,-395431.5,197793,20621,170390,30589910,180,14257
6/1/2019,AC3,AC,623427.0061,,,-395431.5,4834,50028,40227,6866312,171,14257
6/1/2019,AC4,AC,193272.9828,,,-395431.5,150681,32244,143280,24456210,171,14257
6/1/2019,AP1,AP,103870.2071,,,457611.8438,69901,57975,88015,23338835,265,11810
6/1/2019,AP2,AP,146234.5824,,,457611.8438,130902,48868,125634,32401627,258,11810
6/1/2019,AP3,AP,614022.6825,,,457611.8438,384493,204278,548961,137591930,251,11810
6/1/2019,AP4,AP,62653.88779,,,457611.8438,36626,18035,51099,12807631,251,11810
6/1/2019,NC1,NC,89460.81166,,,95019.53906,75005,15614,72961,11653953,160,14990
6/1/2019,NC2,NC,126234.2143,,,95019.53906,99865,11395,103755,15054548,145,14990
6/1/2019,NC3,NC,905871.3376,,,95019.53906,624845,194574,678963,99033259,146,14990
6/1/2019,NC4,NC,163869.7982,,,95019.53906,137909,50894,127904,18655846,146,14990
7/1/2019,AC1,AC,129930.1707,0.953532159,0.979111016,22187.99609,132314,21679,114962,20638427,180,19521
7/1/2019,AC2,AC,181555.5611,0.968775272,1,22187.99609,180772,29021,149946,26918799,180,19521
7/1/2019,AC3,AC,679117.6928,0.782134056,0.696506798,22187.99609,1181302,34578,723161,123435497,171,19521
7/1/2019,AC4,AC,146468.6667,0.904152393,0.980725467,22187.99609,183402,15984,100340,17126757,171,19521
7/1/2019,AP1,AP,103838.8434,0.924386203,1,20427.88086,88012,77111,90241,23929198,265,14849
7/1/2019,AP2,AP,150149.0414,0.932391465,1,20427.88086,151178,87466,125257,32304360,258,14849
7/1/2019,AP3,AP,410765.6669,0.96464026,1,20427.88086,558102,460237,299592,75090731,251,14849
7/1/2019,AP4,AP,40108.53111,0.831305325,0.726131976,20427.88086,38766,17630,34886,8743950,251,14849
7/1/2019,NC1,NC,77612.98623,0.94124645,1,17070.6582,85159,39334,67866,10840088,160,20847
7/1/2019,NC2,NC,118891.849,0.962278426,1,17070.6582,130755,41463,104192,15118072,145,20847
7/1/2019,NC3,NC,677929.6702,0.968514621,1,17070.6582,859492,185445,626756,91417281,146,20847
7/1/2019,NC4,NC,99649.49589,0.893819511,1,17070.6582,126499,91964,77452,11297021,146,20847
8/1/2019,AC1,AC,130022.4962,0.957511783,0.982135713,39465.0625,140181,25250,95415,17129279,180,20849
8/1/2019,AC2,AC,183196.2688,0.968568504,1,39465.0625,155009,28147,139018,24957040,180,20849
8/1/2019,AC3,AC,935430.8982,0.95432061,0.997943878,39465.0625,1239156,50648,870362,148560612,171,20849
8/1/2019,AC4,AC,154638.1668,0.905413389,1,39465.0625,137074,12883,108718,18556783,171,20849
8/1/2019,AP1,AP,122503.9801,0.935783088,1,31404.08398,103675,67346,96108,25484915,265,15510
8/1/2019,AP2,AP,162645.5835,0.944149852,1,31404.08398,155970,83987,136116,35105061,258,15510
8/1/2019,AP3,AP,518627.7013,0.967382133,1,31404.08398,554940,409393,529608,132741835,251,15510
8/1/2019,AP4,AP,43849.3865,0.817183018,0.911292434,31404.08398,40261,15286,32831,8228950,251,15510
8/1/2019,NC1,NC,76681.49708,0.94161129,1,17473.11719,46020,28654,46130,7368282,160,16544
8/1/2019,NC2,NC,123055.2748,0.959250271,1,17473.11719,82304,28991,89694,13014219,145,16544
8/1/2019,NC3,NC,718890.756,0.96675843,1,17473.11719,603014,71708,587847,85742381,146,16544
8/1/2019,NC4,NC,110910.5558,0.900152028,0.981999993,17473.11719,103581,82019,78946,11514889,146,16544
9/1/2019,AC1,AC,117308.504,0.959782243,1,58014.50391,133296,21045,108943,19558278,180,18962
9/1/2019,AC2,AC,189391.2075,0.969513178,1,58014.50391,229183,22283,182240,32717328,180,18962
9/1/2019,AC3,AC,897830.1639,0.973822832,0.784361184,58014.50391,1023258,45197,865238,147685591,171,18962
9/1/2019,AC4,AC,145702.9219,0.908706367,0.994360149,58014.50391,174674,9759,127187,21709256,171,18962
9/1/2019,AP1,AP,138030.3492,0.93617171,1,44603.33984,190824,76879,141848,37613690,265,14702
9/1/2019,AP2,AP,190560.3699,0.945045292,1,44603.33984,262207,91803,199819,51534679,258,14702
9/1/2019,AP3,AP,508640.9342,0.970494092,1,44603.33984,749395,643428,396728,99436614,251,14702
9/1/2019,AP4,AP,48291.37962,0.841375709,0.876070619,44603.33984,103782,54422,53680,13454476,251,14702
9/1/2019,NC1,NC,67028.11584,0.946304083,1,51655.41797,63654,22611,54002,8625598,160,16394
9/1/2019,NC2,NC,122354.1508,0.959217608,1,51655.41797,127281,30660,108397,15727822,145,16394
9/1/2019,NC3,NC,669750.6607,0.969040096,1,51655.41797,1010444,71984,638767,93170337,146,16394
9/1/2019,NC4,NC,110915.0738,0.899559319,1,51655.41797,113922,17059,96691,14103225,146,16394
