sku_wo_pkg,country,brand,tier,stage,stage_3f,date,offtake_di,offtake_eib,offtake_il,sellin_eib,retailer_inv,sellout,sp_inv,sellin_di,isa,osa,price,price_krmb_per_ton_il,value_krmb_il,volume_ton_il,total_vol,if_vol,fo_vol,gum_vol,cl_vol,il_vol,0to6_month_population,6to12_month_population,12to36_month_population,sellin_il
DE_APT_PN_4,DE,APT,PN,4,GUM,8/1/2015,0,407.4263055,407.4263055,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
DE_APT_PN_5,DE,APT,PN,5,GUM,8/1/2015,0,283.4508663,283.4508663,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
DE_APT_PN_PRE,DE,APT,PN,PRE,IF,8/1/2015,0,142.2094814,142.2094814,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
NL_NC_PN_1,NL,NC,PN,1,IF,8/1/2015,0,247.8918996,247.8918996,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
NL_NC_PN_2,NL,NC,PN,2,FO,8/1/2015,0,293.7803799,293.7803799,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
NL_NC_PN_3,NL,NC,PN,3,FO,8/1/2015,0,326.3107103,326.3107103,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
NL_NC_PN_4,NL,NC,PN,4,GUM,8/1/2015,0,525.7825097,525.7825097,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
NL_NC_PN_5,NL,NC,PN,5,GUM,8/1/2015,0,334.9383241,334.9383241,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
NL_NC_PN_6,NL,NC,PN,6,GUM,8/1/2015,0,13.240243,13.240243,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PF_1,UK,APT,PF,1,IF,8/1/2015,0,0,0,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PF_2,UK,APT,PF,2,FO,8/1/2015,0,0,0,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PF_3,UK,APT,PF,3,GUM,8/1/2015,0,0,0,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PN_1,UK,APT,PN,1,IF,8/1/2015,0,87.133203,87.133203,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PN_2,UK,APT,PN,2,FO,8/1/2015,0,112.9621475,112.9621475,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PN_3,UK,APT,PN,3,GUM,8/1/2015,0,233.9890783,233.9890783,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_APT_PN_4,UK,APT,PN,4,GUM,8/1/2015,0,93.13766492,93.13766492,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_C&G_C&G_1,UK,C&G,C&G,1,IF,8/1/2015,0,55.84684801,55.84684801,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_C&G_C&G_2,UK,C&G,C&G,2,FO,8/1/2015,0,77.60558478,77.60558478,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_C&G_C&G_3,UK,C&G,C&G,3,GUM,8/1/2015,0,160.6797906,160.6797906,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
UK_C&G_C&G_4,UK,C&G,C&G,4,GUM,8/1/2015,0,78.23567959,78.23567959,,,,,,,,,,,,36275.24381,7153.590152,9285.931828,19835.72183,27861.53979,8413.704022,700.1073,968.70722,3306.01652,0
ANZ_APT_PF_1,ANZ,APT,PF,1,IF,9/1/2015,0,11.19220844,11.19220844,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PF_2,ANZ,APT,PF,2,FO,9/1/2015,0,14.10594878,14.10594878,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PF_3,ANZ,APT,PF,3,GUM,9/1/2015,0,24.31295658,24.31295658,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PF_4,ANZ,APT,PF,4,GUM,9/1/2015,0,15.44971462,15.44971462,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PN_1,ANZ,APT,PN,1,IF,9/1/2015,0,124.6787574,124.6787574,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PN_2,ANZ,APT,PN,2,FO,9/1/2015,0,173.2956231,173.2956231,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PN_3,ANZ,APT,PN,3,GUM,9/1/2015,0,357.3268218,357.3268218,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PN_4,ANZ,APT,PN,4,GUM,9/1/2015,0,230.9330547,230.9330547,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GD_1,ANZ,KC,GD,1,IF,9/1/2015,0,13.69476336,13.69476336,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GD_2,ANZ,KC,GD,2,FO,9/1/2015,0,20.96905545,20.96905545,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GD_3,ANZ,KC,GD,3,GUM,9/1/2015,0,60.86781587,60.86781587,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GD_4,ANZ,KC,GD,4,GUM,9/1/2015,0,35.998855,35.998855,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GT_1,ANZ,KC,GT,1,IF,9/1/2015,0,28.90095767,28.90095767,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GT_2,ANZ,KC,GT,2,FO,9/1/2015,0,58.83594351,58.83594351,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_KC_GT_3,ANZ,KC,GT,3,GUM,9/1/2015,0,46.12384009,46.12384009,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PF_1,DE,APT,PF,1,IF,9/1/2015,0,10.05346731,10.05346731,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PF_2,DE,APT,PF,2,FO,9/1/2015,0,39.13766829,39.13766829,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PF_PRE,DE,APT,PF,PRE,IF,9/1/2015,0,19.05330097,19.05330097,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PN_1,DE,APT,PN,1,IF,9/1/2015,0,134.9313152,134.9313152,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PN_2,DE,APT,PN,2,FO,9/1/2015,0,246.1669026,246.1669026,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PN_3,DE,APT,PN,3,FO,9/1/2015,0,314.8202684,314.8202684,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PN_4,DE,APT,PN,4,GUM,9/1/2015,0,396.2370813,396.2370813,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PN_5,DE,APT,PN,5,GUM,9/1/2015,0,273.6038084,273.6038084,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
DE_APT_PN_PRE,DE,APT,PN,PRE,IF,9/1/2015,0,146.5175692,146.5175692,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
NL_NC_PN_1,NL,NC,PN,1,IF,9/1/2015,0,233.2139382,233.2139382,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
NL_NC_PN_2,NL,NC,PN,2,FO,9/1/2015,0,256.2839131,256.2839131,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
NL_NC_PN_3,NL,NC,PN,3,FO,9/1/2015,0,294.337735,294.337735,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
NL_NC_PN_4,NL,NC,PN,4,GUM,9/1/2015,0,485.9871782,485.9871782,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
NL_NC_PN_5,NL,NC,PN,5,GUM,9/1/2015,0,295.0796877,295.0796877,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
NL_NC_PN_6,NL,NC,PN,6,GUM,9/1/2015,0,12.93025165,12.93025165,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PF_1,UK,APT,PF,1,IF,9/1/2015,0,0,0,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PF_2,UK,APT,PF,2,FO,9/1/2015,0,0,0,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PF_3,UK,APT,PF,3,GUM,9/1/2015,0,0,0,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PN_1,UK,APT,PN,1,IF,9/1/2015,0,88.37761015,88.37761015,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PN_2,UK,APT,PN,2,FO,9/1/2015,0,121.6701368,121.6701368,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PN_3,UK,APT,PN,3,GUM,9/1/2015,0,267.8664301,267.8664301,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_APT_PN_4,UK,APT,PN,4,GUM,9/1/2015,0,96.83779114,96.83779114,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_C&G_C&G_1,UK,C&G,C&G,1,IF,9/1/2015,0,56.47411378,56.47411378,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_C&G_C&G_2,UK,C&G,C&G,2,FO,9/1/2015,0,68.46585751,68.46585751,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_C&G_C&G_3,UK,C&G,C&G,3,GUM,9/1/2015,0,180.0112966,180.0112966,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
UK_C&G_C&G_4,UK,C&G,C&G,4,GUM,9/1/2015,0,72.73546211,72.73546211,,,,,,,,,,,,35884.24225,7197.614886,9052.134995,19634.49237,27155.67128,8728.570975,684.71487,981.79215,3309.80082,0
ANZ_APT_PF_1,ANZ,APT,PF,1,IF,10/1/2015,0,13.54630009,13.54630009,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PF_2,ANZ,APT,PF,2,FO,10/1/2015,0,19.59174821,19.59174821,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PF_3,ANZ,APT,PF,3,GUM,10/1/2015,0,31.14025753,31.14025753,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PF_4,ANZ,APT,PF,4,GUM,10/1/2015,0,18.60517701,18.60517701,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PN_1,ANZ,APT,PN,1,IF,10/1/2015,0,113.5955433,113.5955433,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PN_2,ANZ,APT,PN,2,FO,10/1/2015,0,148.4990704,148.4990704,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PN_3,ANZ,APT,PN,3,GUM,10/1/2015,0,297.8782652,297.8782652,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PN_4,ANZ,APT,PN,4,GUM,10/1/2015,0,225.7863443,225.7863443,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GD_1,ANZ,KC,GD,1,IF,10/1/2015,0,15.2370523,15.2370523,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GD_2,ANZ,KC,GD,2,FO,10/1/2015,0,23.86914125,23.86914125,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GD_3,ANZ,KC,GD,3,GUM,10/1/2015,0,69.29419289,69.29419289,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GD_4,ANZ,KC,GD,4,GUM,10/1/2015,0,43.96528364,43.96528364,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GT_1,ANZ,KC,GT,1,IF,10/1/2015,0,29.22392163,29.22392163,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GT_2,ANZ,KC,GT,2,FO,10/1/2015,0,65.46198664,65.46198664,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_KC_GT_3,ANZ,KC,GT,3,GUM,10/1/2015,0,47.73096371,47.73096371,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PF_1,DE,APT,PF,1,IF,10/1/2015,0,19.17473442,19.17473442,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PF_2,DE,APT,PF,2,FO,10/1/2015,0,48.67379766,48.67379766,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PF_PRE,DE,APT,PF,PRE,IF,10/1/2015,0,28.9093328,28.9093328,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PN_1,DE,APT,PN,1,IF,10/1/2015,0,132.6463546,132.6463546,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PN_2,DE,APT,PN,2,FO,10/1/2015,0,242.3335339,242.3335339,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PN_3,DE,APT,PN,3,FO,10/1/2015,0,343.8103618,343.8103618,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PN_4,DE,APT,PN,4,GUM,10/1/2015,0,422.1452579,422.1452579,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PN_5,DE,APT,PN,5,GUM,10/1/2015,0,309.6168285,309.6168285,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
DE_APT_PN_PRE,DE,APT,PN,PRE,IF,10/1/2015,0,150.2421707,150.2421707,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
NL_NC_PN_1,NL,NC,PN,1,IF,10/1/2015,0,205.0119499,205.0119499,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
NL_NC_PN_2,NL,NC,PN,2,FO,10/1/2015,0,227.4012361,227.4012361,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
NL_NC_PN_3,NL,NC,PN,3,FO,10/1/2015,0,274.1445165,274.1445165,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
NL_NC_PN_4,NL,NC,PN,4,GUM,10/1/2015,0,482.6382661,482.6382661,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
NL_NC_PN_5,NL,NC,PN,5,GUM,10/1/2015,0,284.1656423,284.1656423,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
NL_NC_PN_6,NL,NC,PN,6,GUM,10/1/2015,0,13.94629373,13.94629373,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PF_1,UK,APT,PF,1,IF,10/1/2015,0,0,0,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PF_2,UK,APT,PF,2,FO,10/1/2015,0,0,0,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PF_3,UK,APT,PF,3,GUM,10/1/2015,0,0,0,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PN_1,UK,APT,PN,1,IF,10/1/2015,0,80.29886594,80.29886594,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PN_2,UK,APT,PN,2,FO,10/1/2015,0,106.6191443,106.6191443,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PN_3,UK,APT,PN,3,GUM,10/1/2015,0,246.1306825,246.1306825,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_APT_PN_4,UK,APT,PN,4,GUM,10/1/2015,0,89.46485985,89.46485985,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_C&G_C&G_1,UK,C&G,C&G,1,IF,10/1/2015,0,52.15926544,52.15926544,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_C&G_C&G_2,UK,C&G,C&G,2,FO,10/1/2015,0,62.3856918,62.3856918,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_C&G_C&G_3,UK,C&G,C&G,3,GUM,10/1/2015,0,155.8211623,155.8211623,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
UK_C&G_C&G_4,UK,C&G,C&G,4,GUM,10/1/2015,0,66.70001471,66.70001471,,,,,,,,,,,,36752.83199,7246.952709,9341.25761,20164.62167,28278.31898,8474.513014,713.01708,950.67544,3314.4166,0
ANZ_APT_PF_1,ANZ,APT,PF,1,IF,11/1/2015,0,8.277571284,8.277571284,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PF_2,ANZ,APT,PF,2,FO,11/1/2015,0,18.44812624,18.44812624,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PF_3,ANZ,APT,PF,3,GUM,11/1/2015,0,52.2507188,52.2507188,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PF_4,ANZ,APT,PF,4,GUM,11/1/2015,0,22.55972013,22.55972013,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PN_1,ANZ,APT,PN,1,IF,11/1/2015,0,119.7695023,119.7695023,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PN_2,ANZ,APT,PN,2,FO,11/1/2015,0,161.4588571,161.4588571,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PN_3,ANZ,APT,PN,3,GUM,11/1/2015,0,351.3417654,351.3417654,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_APT_PN_4,ANZ,APT,PN,4,GUM,11/1/2015,0,266.7470923,266.7470923,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GD_1,ANZ,KC,GD,1,IF,11/1/2015,0,16.55761626,16.55761626,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GD_2,ANZ,KC,GD,2,FO,11/1/2015,0,24.33509601,24.33509601,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GD_3,ANZ,KC,GD,3,GUM,11/1/2015,0,69.06590064,69.06590064,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GD_4,ANZ,KC,GD,4,GUM,11/1/2015,0,43.64883362,43.64883362,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GT_1,ANZ,KC,GT,1,IF,11/1/2015,0,28.99184101,28.99184101,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GT_2,ANZ,KC,GT,2,FO,11/1/2015,0,64.52111054,64.52111054,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
ANZ_KC_GT_3,ANZ,KC,GT,3,GUM,11/1/2015,0,58.96662888,58.96662888,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
DE_APT_PF_1,DE,APT,PF,1,IF,11/1/2015,0,15.64772542,15.64772542,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
DE_APT_PF_2,DE,APT,PF,2,FO,11/1/2015,0,30.61064978,30.61064978,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
DE_APT_PF_PRE,DE,APT,PF,PRE,IF,11/1/2015,0,13.62224677,13.62224677,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
DE_APT_PN_1,DE,APT,PN,1,IF,11/1/2015,0,150.2407789,150.2407789,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
DE_APT_PN_2,DE,APT,PN,2,FO,11/1/2015,0,289.5080166,289.5080166,,,,,,,,,,,,42653.33851,6929.963905,10158.14641,25565.22819,33378.67137,9274.667142,831.52224,827.61378,3321.88926,0
