,sku_wo_pkg,date_to_predict,horizon,date_when_predicting,label,prediction,ratio
0,ANZ_APT_PF_1,201703,1,201702,il,47.50703687017066,1
1,ANZ_APT_PF_2,201703,1,201702,il,51.90328891240144,1
2,ANZ_APT_PF_3,201703,1,201702,il,163.94647816655294,1
3,ANZ_APT_PF_4,201703,1,201702,il,81.73262887323295,1
4,ANZ_APT_PN_1,201703,1,201702,il,178.41774258661707,1
5,ANZ_APT_PN_2,201703,1,201702,il,181.20716497692186,1
6,ANZ_APT_PN_3,201703,1,201702,il,374.3941067288834,1
7,ANZ_APT_PN_4,201703,1,201702,il,329.426120840258,1
8,ANZ_KC_GD_1,201703,1,201702,il,10.985797786759031,1
9,ANZ_KC_GD_2,201703,1,201702,il,13.489780546070735,1
10,ANZ_KC_GD_3,201703,1,201702,il,36.54165135346784,1
11,ANZ_KC_GD_4,201703,1,201702,il,29.78441610259991,1
12,ANZ_KC_GT_1,201703,1,201702,il,44.80658568209238,1
13,ANZ_KC_GT_2,201703,1,201702,il,50.50729724350427,1
14,ANZ_KC_GT_3,201703,1,201702,il,94.81544607529688,1
15,DE_APT_PF_1,201703,1,201702,il,39.316866122739285,1
16,DE_APT_PF_2,201703,1,201702,il,96.8145666511758,1
17,DE_APT_PF_PRE,201703,1,201702,il,86.66955817776498,1
18,DE_APT_PN_1,201703,1,201702,il,127.30682470923672,1
19,DE_APT_PN_2,201703,1,201702,il,199.3743630924016,1
20,DE_APT_PN_3,201703,1,201702,il,271.3563964262318,1
21,DE_APT_PN_4,201703,1,201702,il,337.41895796630996,1
22,DE_APT_PN_5,201703,1,201702,il,302.4074908604366,1
23,DE_APT_PN_PRE,201703,1,201702,il,135.367522486753,1
24,NL_NC_PN_1,201703,1,201702,il,176.00043717599974,1
25,NL_NC_PN_2,201703,1,201702,il,156.55877906595637,1
26,NL_NC_PN_3,201703,1,201702,il,123.15607077437134,1
27,NL_NC_PN_4,201703,1,201702,il,317.5029695831117,1
28,NL_NC_PN_5,201703,1,201702,il,206.83044444800075,1
29,NL_NC_PN_6,201703,1,201702,il,62.2674369607476,1
30,UK_APT_PF_1,201703,1,201702,il,11.79833923595021,1
31,UK_APT_PF_2,201703,1,201702,il,10.659786978165739,1
32,UK_APT_PF_3,201703,1,201702,il,38.558003039836834,1
33,UK_APT_PN_1,201703,1,201702,il,43.78473757344788,1
34,UK_APT_PN_2,201703,1,201702,il,45.95190187373289,1
35,UK_APT_PN_3,201703,1,201702,il,69.56962997744796,1
36,UK_APT_PN_4,201703,1,201702,il,57.837350397561025,1
37,UK_C&G_C&G_1,201703,1,201702,il,51.868331890103796,1
38,UK_C&G_C&G_2,201703,1,201702,il,49.89167069120165,1
39,UK_C&G_C&G_3,201703,1,201702,il,118.54187748260144,1
40,UK_C&G_C&G_4,201703,1,201702,il,93.6000904508336,1
41,ANZ_APT_PF_1,201704,2,201702,il,64.99028315405015,1
42,ANZ_APT_PF_2,201704,2,201702,il,59.494823132576215,1
43,ANZ_APT_PF_3,201704,2,201702,il,127.55655937024174,1
44,ANZ_APT_PF_4,201704,2,201702,il,93.43801280982163,1
45,ANZ_APT_PN_1,201704,2,201702,il,167.98884343847223,1
46,ANZ_APT_PN_2,201704,2,201702,il,160.45600316420757,1
47,ANZ_APT_PN_3,201704,2,201702,il,365.4441718202499,1
48,ANZ_APT_PN_4,201704,2,201702,il,317.05586093309626,1
49,ANZ_KC_GD_1,201704,2,201702,il,15.505299755523504,1
50,ANZ_KC_GD_2,201704,2,201702,il,14.458682471463923,1
51,ANZ_KC_GD_3,201704,2,201702,il,40.99599219090891,1
52,ANZ_KC_GD_4,201704,2,201702,il,34.47330523016335,1
53,ANZ_KC_GT_1,201704,2,201702,il,45.89874606013373,1
54,ANZ_KC_GT_2,201704,2,201702,il,47.807232865317566,1
55,ANZ_KC_GT_3,201704,2,201702,il,109.64893557717177,1
56,DE_APT_PF_1,201704,2,201702,il,41.423654351688796,1
57,DE_APT_PF_2,201704,2,201702,il,104.05985332679467,1
58,DE_APT_PF_PRE,201704,2,201702,il,76.43982903644685,1
59,DE_APT_PN_1,201704,2,201702,il,146.1886781671533,1
60,DE_APT_PN_2,201704,2,201702,il,184.60461388931563,1
61,DE_APT_PN_3,201704,2,201702,il,230.6760695888063,1
62,DE_APT_PN_4,201704,2,201702,il,314.7102413567183,1
63,DE_APT_PN_5,201704,2,201702,il,295.99432105249196,1
64,DE_APT_PN_PRE,201704,2,201702,il,133.6224397707776,1
65,NL_NC_PN_1,201704,2,201702,il,183.7618803398313,1
66,NL_NC_PN_2,201704,2,201702,il,157.29331568762876,1
67,NL_NC_PN_3,201704,2,201702,il,137.3539016307562,1
68,NL_NC_PN_4,201704,2,201702,il,317.60513285624637,1
69,NL_NC_PN_5,201704,2,201702,il,220.59154078179552,1
70,NL_NC_PN_6,201704,2,201702,il,61.408290180974426,1
71,UK_APT_PF_1,201704,2,201702,il,14.279480100537263,1
72,UK_APT_PF_2,201704,2,201702,il,9.543653183607333,1
73,UK_APT_PF_3,201704,2,201702,il,49.103000213100366,1
74,UK_APT_PN_1,201704,2,201702,il,52.853802156163866,1
75,UK_APT_PN_2,201704,2,201702,il,45.09997898708331,1
76,UK_APT_PN_3,201704,2,201702,il,73.29245604706031,1
77,UK_APT_PN_4,201704,2,201702,il,60.18048218454734,1
78,UK_C&G_C&G_1,201704,2,201702,il,49.58521672130379,1
79,UK_C&G_C&G_2,201704,2,201702,il,48.04394100088563,1
80,UK_C&G_C&G_3,201704,2,201702,il,124.59589779495316,1
81,UK_C&G_C&G_4,201704,2,201702,il,94.2544718441574,1
82,ANZ_APT_PF_1,201705,3,201702,il,52.3284015637818,1
83,ANZ_APT_PF_2,201705,3,201702,il,50.13249204980738,1
84,ANZ_APT_PF_3,201705,3,201702,il,123.28203968669709,1
85,ANZ_APT_PF_4,201705,3,201702,il,79.84491958803453,1
86,ANZ_APT_PN_1,201705,3,201702,il,154.6632692194208,1
87,ANZ_APT_PN_2,201705,3,201702,il,160.27749606251976,1
88,ANZ_APT_PN_3,201705,3,201702,il,384.6677798630234,1
89,ANZ_APT_PN_4,201705,3,201702,il,302.74681254064785,1
90,ANZ_KC_GD_1,201705,3,201702,il,12.78227330854632,1
91,ANZ_KC_GD_2,201705,3,201702,il,12.77874445917655,1
92,ANZ_KC_GD_3,201705,3,201702,il,44.14538440337647,1
93,ANZ_KC_GD_4,201705,3,201702,il,32.60767366640931,1
94,ANZ_KC_GT_1,201705,3,201702,il,46.790847311570495,1
95,ANZ_KC_GT_2,201705,3,201702,il,43.85237026795399,1
96,ANZ_KC_GT_3,201705,3,201702,il,103.76152638080337,1
97,DE_APT_PF_1,201705,3,201702,il,42.24287999740676,1
98,DE_APT_PF_2,201705,3,201702,il,114.94847798176347,1
99,DE_APT_PF_PRE,201705,3,201702,il,74.64069238897008,1
100,DE_APT_PN_1,201705,3,201702,il,133.82311801227286,1
101,DE_APT_PN_2,201705,3,201702,il,183.6877918882792,1
102,DE_APT_PN_3,201705,3,201702,il,237.85592224468337,1
103,DE_APT_PN_4,201705,3,201702,il,305.23295986867384,1
104,DE_APT_PN_5,201705,3,201702,il,271.9375636756568,1
105,DE_APT_PN_PRE,201705,3,201702,il,132.99661059919265,1
106,NL_NC_PN_1,201705,3,201702,il,161.2225539171294,1
107,NL_NC_PN_2,201705,3,201702,il,148.0735197104284,1
108,NL_NC_PN_3,201705,3,201702,il,139.2972786552786,1
109,NL_NC_PN_4,201705,3,201702,il,298.84864373326064,1
110,NL_NC_PN_5,201705,3,201702,il,190.2042036259046,1
111,NL_NC_PN_6,201705,3,201702,il,59.23067106109218,1
112,UK_APT_PF_1,201705,3,201702,il,20.7604406419088,1
113,UK_APT_PF_2,201705,3,201702,il,17.637838347102313,1
114,UK_APT_PF_3,201705,3,201702,il,39.525205210587565,1
115,UK_APT_PN_1,201705,3,201702,il,41.92678532869435,1
116,UK_APT_PN_2,201705,3,201702,il,39.17479569511449,1
117,UK_APT_PN_3,201705,3,201702,il,65.4782420603301,1
118,UK_APT_PN_4,201705,3,201702,il,65.72048948491295,1
119,UK_C&G_C&G_1,201705,3,201702,il,51.678971560291785,1
120,UK_C&G_C&G_2,201705,3,201702,il,47.254278566072536,1
121,UK_C&G_C&G_3,201705,3,201702,il,109.46837756268039,1
122,UK_C&G_C&G_4,201705,3,201702,il,86.9995467185409,1
123,ANZ_APT_PF_1,201706,4,201702,il,70.75996318625556,1
124,ANZ_APT_PF_2,201706,4,201702,il,61.82827818132205,1
125,ANZ_APT_PF_3,201706,4,201702,il,119.72802774339566,1
126,ANZ_APT_PF_4,201706,4,201702,il,96.15473121112746,1
127,ANZ_APT_PN_1,201706,4,201702,il,152.0531315367812,1
128,ANZ_APT_PN_2,201706,4,201702,il,177.65869154087014,1
129,ANZ_APT_PN_3,201706,4,201702,il,358.4376834020464,1
130,ANZ_APT_PN_4,201706,4,201702,il,268.6773929324195,1
131,ANZ_KC_GD_1,201706,4,201702,il,18.04244467598403,1
132,ANZ_KC_GD_2,201706,4,201702,il,12.708912484586923,1
133,ANZ_KC_GD_3,201706,4,201702,il,40.580477919070724,1
134,ANZ_KC_GD_4,201706,4,201702,il,28.47869715475468,1
135,ANZ_KC_GT_1,201706,4,201702,il,48.22829637711064,1
136,ANZ_KC_GT_2,201706,4,201702,il,48.39180980754774,1
137,ANZ_KC_GT_3,201706,4,201702,il,93.95603647687469,1
138,DE_APT_PF_1,201706,4,201702,il,43.687712168576105,1
139,DE_APT_PF_2,201706,4,201702,il,103.7876426193158,1
140,DE_APT_PF_PRE,201706,4,201702,il,65.18830569871723,1
141,DE_APT_PN_1,201706,4,201702,il,138.84206085085685,1
142,DE_APT_PN_2,201706,4,201702,il,173.73295142614845,1
143,DE_APT_PN_3,201706,4,201702,il,217.79206058621114,1
144,DE_APT_PN_4,201706,4,201702,il,297.1736427382397,1
145,DE_APT_PN_5,201706,4,201702,il,280.5150535673056,1
146,DE_APT_PN_PRE,201706,4,201702,il,141.47698484091518,1
147,NL_NC_PN_1,201706,4,201702,il,138.52997352293892,1
148,NL_NC_PN_2,201706,4,201702,il,146.15723845172852,1
149,NL_NC_PN_3,201706,4,201702,il,135.0838067185166,1
150,NL_NC_PN_4,201706,4,201702,il,317.52059291681087,1
151,NL_NC_PN_5,201706,4,201702,il,175.2791600731766,1
152,NL_NC_PN_6,201706,4,201702,il,50.821647578970435,1
153,UK_APT_PF_1,201706,4,201702,il,18.70793939456146,1
154,UK_APT_PF_2,201706,4,201702,il,19.696856025580324,1
155,UK_APT_PF_3,201706,4,201702,il,34.85345434649439,1
156,UK_APT_PN_1,201706,4,201702,il,41.59186960564141,1
157,UK_APT_PN_2,201706,4,201702,il,41.743222390975966,1
158,UK_APT_PN_3,201706,4,201702,il,65.36891947311688,1
159,UK_APT_PN_4,201706,4,201702,il,65.34077176559754,1
160,UK_C&G_C&G_1,201706,4,201702,il,45.51128512835307,1
161,UK_C&G_C&G_2,201706,4,201702,il,43.69701656062046,1
162,UK_C&G_C&G_3,201706,4,201702,il,102.4343177907199,1
163,UK_C&G_C&G_4,201706,4,201702,il,91.5952468618247,1
164,ANZ_APT_PF_1,201707,5,201702,il,58.253919146575846,1
165,ANZ_APT_PF_2,201707,5,201702,il,47.01049469694147,1
166,ANZ_APT_PF_3,201707,5,201702,il,114.04812971180776,1
167,ANZ_APT_PF_4,201707,5,201702,il,96.69535444167109,1
168,ANZ_APT_PN_1,201707,5,201702,il,163.12717116092026,1
169,ANZ_APT_PN_2,201707,5,201702,il,184.03795341043835,1
170,ANZ_APT_PN_3,201707,5,201702,il,341.2157342051635,1
171,ANZ_APT_PN_4,201707,5,201702,il,268.86291412526833,1
172,ANZ_KC_GD_1,201707,5,201702,il,19.2413421301729,1
173,ANZ_KC_GD_2,201707,5,201702,il,17.36719673893206,1
174,ANZ_KC_GD_3,201707,5,201702,il,39.8118162844939,1
175,ANZ_KC_GD_4,201707,5,201702,il,33.521055602969206,1
176,ANZ_KC_GT_1,201707,5,201702,il,50.90382325277488,1
177,ANZ_KC_GT_2,201707,5,201702,il,44.06578383217317,1
178,ANZ_KC_GT_3,201707,5,201702,il,99.50839502980143,1
179,DE_APT_PF_1,201707,5,201702,il,50.72984955551052,1
180,DE_APT_PF_2,201707,5,201702,il,94.82662600360068,1
181,DE_APT_PF_PRE,201707,5,201702,il,72.57732817894205,1
182,DE_APT_PN_1,201707,5,201702,il,131.57593723317058,1
183,DE_APT_PN_2,201707,5,201702,il,176.84390041258328,1
184,DE_APT_PN_3,201707,5,201702,il,247.13241078715828,1
185,DE_APT_PN_4,201707,5,201702,il,284.7011608206079,1
186,DE_APT_PN_5,201707,5,201702,il,281.72575094553326,1
187,DE_APT_PN_PRE,201707,5,201702,il,134.0362764089005,1
188,NL_NC_PN_1,201707,5,201702,il,178.35371849498014,1
189,NL_NC_PN_2,201707,5,201702,il,143.04634755533783,1
190,NL_NC_PN_3,201707,5,201702,il,119.57775462898722,1
191,NL_NC_PN_4,201707,5,201702,il,285.83616570765537,1
192,NL_NC_PN_5,201707,5,201702,il,184.18726194311785,1
193,NL_NC_PN_6,201707,5,201702,il,48.57526611633169,1
194,UK_APT_PF_1,201707,5,201702,il,24.23514503559241,1
195,UK_APT_PF_2,201707,5,201702,il,27.6602151285667,1
196,UK_APT_PF_3,201707,5,201702,il,38.247765019858164,1
197,UK_APT_PN_1,201707,5,201702,il,46.93755056643457,1
198,UK_APT_PN_2,201707,5,201702,il,34.21758796302953,1
199,UK_APT_PN_3,201707,5,201702,il,69.65774336209743,1
200,UK_APT_PN_4,201707,5,201702,il,63.70541306901821,1
201,UK_C&G_C&G_1,201707,5,201702,il,46.69496850220496,1
202,UK_C&G_C&G_2,201707,5,201702,il,46.38679836746066,1
203,UK_C&G_C&G_3,201707,5,201702,il,90.0565089789388,1
204,UK_C&G_C&G_4,201707,5,201702,il,83.00560681241532,1
205,ANZ_APT_PF_1,201708,6,201702,il,51.610662471214376,1
206,ANZ_APT_PF_2,201708,6,201702,il,49.28528001580276,1
207,ANZ_APT_PF_3,201708,6,201702,il,119.73102342297177,1
208,ANZ_APT_PF_4,201708,6,201702,il,92.96527655471573,1
209,ANZ_APT_PN_1,201708,6,201702,il,180.03237310701988,1
210,ANZ_APT_PN_2,201708,6,201702,il,176.37577582436964,1
211,ANZ_APT_PN_3,201708,6,201702,il,377.1906974445177,1
212,ANZ_APT_PN_4,201708,6,201702,il,325.56625427961006,1
213,ANZ_KC_GD_1,201708,6,201702,il,15.213446660791494,1
214,ANZ_KC_GD_2,201708,6,201702,il,9.73986570355903,1
215,ANZ_KC_GD_3,201708,6,201702,il,24.239173802232656,1
216,ANZ_KC_GD_4,201708,6,201702,il,24.270931333250562,1
217,ANZ_KC_GT_1,201708,6,201702,il,41.464472892980616,1
218,ANZ_KC_GT_2,201708,6,201702,il,36.357234173331506,1
219,ANZ_KC_GT_3,201708,6,201702,il,97.56759254863717,1
220,DE_APT_PF_1,201708,6,201702,il,35.92385712400955,1
221,DE_APT_PF_2,201708,6,201702,il,93.9720248072339,1
222,DE_APT_PF_PRE,201708,6,201702,il,67.31302592448144,1
223,DE_APT_PN_1,201708,6,201702,il,119.31046222907106,1
224,DE_APT_PN_2,201708,6,201702,il,159.50904857696275,1
225,DE_APT_PN_3,201708,6,201702,il,227.97359181603434,1
226,DE_APT_PN_4,201708,6,201702,il,269.2763798795944,1
227,DE_APT_PN_5,201708,6,201702,il,262.7395364717944,1
228,DE_APT_PN_PRE,201708,6,201702,il,130.1785223886257,1
229,NL_NC_PN_1,201708,6,201702,il,156.83551936807638,1
230,NL_NC_PN_2,201708,6,201702,il,145.28986614469355,1
231,NL_NC_PN_3,201708,6,201702,il,116.9311812886233,1
232,NL_NC_PN_4,201708,6,201702,il,308.4463061189229,1
233,NL_NC_PN_5,201708,6,201702,il,227.30106407721965,1
234,NL_NC_PN_6,201708,6,201702,il,48.54899027768556,1
235,UK_APT_PF_1,201708,6,201702,il,20.696489964136997,1
236,UK_APT_PF_2,201708,6,201702,il,11.602304371397802,1
237,UK_APT_PF_3,201708,6,201702,il,41.495368719203604,1
238,UK_APT_PN_1,201708,6,201702,il,41.947712917482896,1
239,UK_APT_PN_2,201708,6,201702,il,38.61097475602067,1
240,UK_APT_PN_3,201708,6,201702,il,83.55380082766678,1
241,UK_APT_PN_4,201708,6,201702,il,47.24609340861498,1
242,UK_C&G_C&G_1,201708,6,201702,il,47.678845561617884,1
243,UK_C&G_C&G_2,201708,6,201702,il,42.84500121241705,1
244,UK_C&G_C&G_3,201708,6,201702,il,78.39773065836721,1
245,UK_C&G_C&G_4,201708,6,201702,il,79.5161846998304,1
246,ANZ_APT_PF_1,201709,7,201702,il,63.3844542691015,1
247,ANZ_APT_PF_2,201709,7,201702,il,54.50071577790707,1
248,ANZ_APT_PF_3,201709,7,201702,il,122.9104931573611,1
249,ANZ_APT_PF_4,201709,7,201702,il,90.44582591698534,1
250,ANZ_APT_PN_1,201709,7,201702,il,160.8038566695177,1
251,ANZ_APT_PN_2,201709,7,201702,il,184.29329777908555,1
252,ANZ_APT_PN_3,201709,7,201702,il,358.1877942663774,1
253,ANZ_APT_PN_4,201709,7,201702,il,313.9434172344502,1
254,ANZ_KC_GD_1,201709,7,201702,il,19.399436472733214,1
255,ANZ_KC_GD_2,201709,7,201702,il,12.774371149550642,1
256,ANZ_KC_GD_3,201709,7,201702,il,24.93882064472275,1
257,ANZ_KC_GD_4,201709,7,201702,il,23.75053165599885,1
258,ANZ_KC_GT_1,201709,7,201702,il,47.435678096686026,1
259,ANZ_KC_GT_2,201709,7,201702,il,43.82512538609245,1
260,ANZ_KC_GT_3,201709,7,201702,il,103.82123362788877,1
261,DE_APT_PF_1,201709,7,201702,il,41.22770266314927,1
262,DE_APT_PF_2,201709,7,201702,il,88.30078444750224,1
263,DE_APT_PF_PRE,201709,7,201702,il,60.2753487139094,1
264,DE_APT_PN_1,201709,7,201702,il,130.72020991168046,1
265,DE_APT_PN_2,201709,7,201702,il,159.74836281337227,1
266,DE_APT_PN_3,201709,7,201702,il,231.63407221834873,1
267,DE_APT_PN_4,201709,7,201702,il,325.04831449776646,1
268,DE_APT_PN_5,201709,7,201702,il,284.11109729837244,1
269,DE_APT_PN_PRE,201709,7,201702,il,149.5038121174964,1
270,NL_NC_PN_1,201709,7,201702,il,125.01903100291223,1
271,NL_NC_PN_2,201709,7,201702,il,137.46776686395123,1
272,NL_NC_PN_3,201709,7,201702,il,131.70663532142652,1
273,NL_NC_PN_4,201709,7,201702,il,315.3607173223313,1
274,NL_NC_PN_5,201709,7,201702,il,189.3412396575692,1
275,NL_NC_PN_6,201709,7,201702,il,44.51629733232294,1
276,UK_APT_PF_1,201709,7,201702,il,25.19516671909525,1
277,UK_APT_PF_2,201709,7,201702,il,19.553962873497856,1
278,UK_APT_PF_3,201709,7,201702,il,38.98686623625354,1
279,UK_APT_PN_1,201709,7,201702,il,57.081617185086806,1
280,UK_APT_PN_2,201709,7,201702,il,49.698485922883144,1
281,UK_APT_PN_3,201709,7,201702,il,72.42545935304884,1
282,UK_APT_PN_4,201709,7,201702,il,62.48716767093666,1
283,UK_C&G_C&G_1,201709,7,201702,il,46.54444930594807,1
284,UK_C&G_C&G_2,201709,7,201702,il,45.4635654849112,1
285,UK_C&G_C&G_3,201709,7,201702,il,82.1110944525436,1
286,UK_C&G_C&G_4,201709,7,201702,il,77.60741542242135,1
287,ANZ_APT_PF_1,201710,8,201702,il,60.84191353594934,1
288,ANZ_APT_PF_2,201710,8,201702,il,68.68854660326272,1
289,ANZ_APT_PF_3,201710,8,201702,il,129.53152893813467,1
290,ANZ_APT_PF_4,201710,8,201702,il,95.19377474300255,1
291,ANZ_APT_PN_1,201710,8,201702,il,161.06719457124723,1
292,ANZ_APT_PN_2,201710,8,201702,il,183.15080172914978,1
293,ANZ_APT_PN_3,201710,8,201702,il,359.30438046516093,1
294,ANZ_APT_PN_4,201710,8,201702,il,311.21476002111166,1
295,ANZ_KC_GD_1,201710,8,201702,il,18.15381859654896,1
296,ANZ_KC_GD_2,201710,8,201702,il,15.70279123227859,1
297,ANZ_KC_GD_3,201710,8,201702,il,30.867782435198926,1
298,ANZ_KC_GD_4,201710,8,201702,il,27.665222883610912,1
299,ANZ_KC_GT_1,201710,8,201702,il,51.055493469474236,1
300,ANZ_KC_GT_2,201710,8,201702,il,49.82532115841888,1
301,ANZ_KC_GT_3,201710,8,201702,il,87.8934073294822,1
302,DE_APT_PF_1,201710,8,201702,il,46.49956188534369,1
303,DE_APT_PF_2,201710,8,201702,il,85.6116976558005,1
304,DE_APT_PF_PRE,201710,8,201702,il,53.54556570332771,1
305,DE_APT_PN_1,201710,8,201702,il,158.3526640273446,1
306,DE_APT_PN_2,201710,8,201702,il,142.39018058162085,1
307,DE_APT_PN_3,201710,8,201702,il,226.03697030451082,1
308,DE_APT_PN_4,201710,8,201702,il,295.44057908381785,1
309,DE_APT_PN_5,201710,8,201702,il,281.84198326856415,1
310,DE_APT_PN_PRE,201710,8,201702,il,147.01291530729543,1
311,NL_NC_PN_1,201710,8,201702,il,127.7607331738045,1
312,NL_NC_PN_2,201710,8,201702,il,150.45762136640394,1
313,NL_NC_PN_3,201710,8,201702,il,139.9626286652721,1
314,NL_NC_PN_4,201710,8,201702,il,310.7837613730923,1
315,NL_NC_PN_5,201710,8,201702,il,174.0554243517821,1
316,NL_NC_PN_6,201710,8,201702,il,45.12034226169033,1
317,UK_APT_PF_1,201710,8,201702,il,19.96872797953015,1
318,UK_APT_PF_2,201710,8,201702,il,19.81904843939587,1
319,UK_APT_PF_3,201710,8,201702,il,40.75841799165025,1
320,UK_APT_PN_1,201710,8,201702,il,54.58793603366566,1
321,UK_APT_PN_2,201710,8,201702,il,41.928810430496405,1
322,UK_APT_PN_3,201710,8,201702,il,71.55204731725615,1
323,UK_APT_PN_4,201710,8,201702,il,46.53129519137385,1
324,UK_C&G_C&G_1,201710,8,201702,il,50.31013082524183,1
325,UK_C&G_C&G_2,201710,8,201702,il,49.51011622728182,1
326,UK_C&G_C&G_3,201710,8,201702,il,82.73861923281967,1
327,UK_C&G_C&G_4,201710,8,201702,il,78.4833911524268,1
328,ANZ_APT_PF_1,201711,9,201702,il,102.15380946795445,1
329,ANZ_APT_PF_2,201711,9,201702,il,90.8018050192401,1
330,ANZ_APT_PF_3,201711,9,201702,il,172.5463704190877,1
331,ANZ_APT_PF_4,201711,9,201702,il,109.29204008200746,1
332,ANZ_APT_PN_1,201711,9,201702,il,181.6130640661531,1
333,ANZ_APT_PN_2,201711,9,201702,il,215.7866715145209,1
334,ANZ_APT_PN_3,201711,9,201702,il,351.4818707516419,1
335,ANZ_APT_PN_4,201711,9,201702,il,319.39152653961105,1
336,ANZ_KC_GD_1,201711,9,201702,il,23.35693624649131,1
337,ANZ_KC_GD_2,201711,9,201702,il,24.01469643745812,1
338,ANZ_KC_GD_3,201711,9,201702,il,37.32899206786201,1
339,ANZ_KC_GD_4,201711,9,201702,il,31.152594762440934,1
340,ANZ_KC_GT_1,201711,9,201702,il,79.5150134871222,1
341,ANZ_KC_GT_2,201711,9,201702,il,70.67846131729738,1
342,ANZ_KC_GT_3,201711,9,201702,il,141.83172529210918,1
343,DE_APT_PF_1,201711,9,201702,il,56.57709856695922,1
344,DE_APT_PF_2,201711,9,201702,il,140.91578736132234,1
345,DE_APT_PF_PRE,201711,9,201702,il,67.89158748525905,1
346,DE_APT_PN_1,201711,9,201702,il,155.57165649348377,1
347,DE_APT_PN_2,201711,9,201702,il,182.29646644393475,1
348,DE_APT_PN_3,201711,9,201702,il,276.0817349057244,1
349,DE_APT_PN_4,201711,9,201702,il,336.06820318135016,1
350,DE_APT_PN_5,201711,9,201702,il,324.6101192879245,1
351,DE_APT_PN_PRE,201711,9,201702,il,160.45460252767273,1
352,NL_NC_PN_1,201711,9,201702,il,191.6323750313982,1
353,NL_NC_PN_2,201711,9,201702,il,193.87447334359993,1
354,NL_NC_PN_3,201711,9,201702,il,167.7950925075451,1
355,NL_NC_PN_4,201711,9,201702,il,355.1551945388438,1
356,NL_NC_PN_5,201711,9,201702,il,247.867361771159,1
357,NL_NC_PN_6,201711,9,201702,il,83.6046166249278,1
358,UK_APT_PF_1,201711,9,201702,il,37.01308614895295,1
359,UK_APT_PF_2,201711,9,201702,il,19.960224921191976,1
360,UK_APT_PF_3,201711,9,201702,il,51.2306545978456,1
361,UK_APT_PN_1,201711,9,201702,il,74.4360716643316,1
362,UK_APT_PN_2,201711,9,201702,il,72.14340322475475,1
363,UK_APT_PN_3,201711,9,201702,il,106.53888803528085,1
364,UK_APT_PN_4,201711,9,201702,il,74.707408640518,1
365,UK_C&G_C&G_1,201711,9,201702,il,69.7716698670158,1
366,UK_C&G_C&G_2,201711,9,201702,il,70.83661837346516,1
367,UK_C&G_C&G_3,201711,9,201702,il,131.42905648517115,1
368,UK_C&G_C&G_4,201711,9,201702,il,130.75873210152747,1
369,ANZ_APT_PF_1,201712,10,201702,il,75.48213195353168,1
370,ANZ_APT_PF_2,201712,10,201702,il,73.18663878067096,1
371,ANZ_APT_PF_3,201712,10,201702,il,172.73832135481663,1
372,ANZ_APT_PF_4,201712,10,201702,il,93.55648411430832,1
373,ANZ_APT_PN_1,201712,10,201702,il,183.55924206024878,1
374,ANZ_APT_PN_2,201712,10,201702,il,213.59771739897994,1
375,ANZ_APT_PN_3,201712,10,201702,il,348.20708710642964,1
376,ANZ_APT_PN_4,201712,10,201702,il,315.60381062911586,1
377,ANZ_KC_GD_1,201712,10,201702,il,34.4851449862383,1
378,ANZ_KC_GD_2,201712,10,201702,il,19.87654422790078,1
379,ANZ_KC_GD_3,201712,10,201702,il,47.918730256247294,1
380,ANZ_KC_GD_4,201712,10,201702,il,38.331102942271784,1
381,ANZ_KC_GT_1,201712,10,201702,il,73.94540096593097,1
382,ANZ_KC_GT_2,201712,10,201702,il,63.38802884997497,1
383,ANZ_KC_GT_3,201712,10,201702,il,125.51120408460957,1
384,DE_APT_PF_1,201712,10,201702,il,62.205518379213004,1
385,DE_APT_PF_2,201712,10,201702,il,125.01997162265647,1
386,DE_APT_PF_PRE,201712,10,201702,il,68.66115648402453,1
387,DE_APT_PN_1,201712,10,201702,il,149.17810515588036,1
388,DE_APT_PN_2,201712,10,201702,il,175.08175054139275,1
389,DE_APT_PN_3,201712,10,201702,il,220.95214150441248,1
390,DE_APT_PN_4,201712,10,201702,il,293.2310032982182,1
391,DE_APT_PN_5,201712,10,201702,il,301.0516299823304,1
392,DE_APT_PN_PRE,201712,10,201702,il,148.07350432171407,1
393,NL_NC_PN_1,201712,10,201702,il,156.06896892487055,1
394,NL_NC_PN_2,201712,10,201702,il,156.97820016357312,1
395,NL_NC_PN_3,201712,10,201702,il,161.0503423137955,1
396,NL_NC_PN_4,201712,10,201702,il,318.79177676906147,1
397,NL_NC_PN_5,201712,10,201702,il,186.34805134539025,1
398,NL_NC_PN_6,201712,10,201702,il,59.50522941676112,1
399,UK_APT_PF_1,201712,10,201702,il,22.698565116499932,1
400,UK_APT_PF_2,201712,10,201702,il,19.341010756545565,1
401,UK_APT_PF_3,201712,10,201702,il,37.31886172435651,1
402,UK_APT_PN_1,201712,10,201702,il,51.03194717592699,1
403,UK_APT_PN_2,201712,10,201702,il,51.37462937384888,1
404,UK_APT_PN_3,201712,10,201702,il,83.81669243056005,1
405,UK_APT_PN_4,201712,10,201702,il,64.37419990262306,1
406,UK_C&G_C&G_1,201712,10,201702,il,56.19811609307751,1
407,UK_C&G_C&G_2,201712,10,201702,il,50.347376537563946,1
408,UK_C&G_C&G_3,201712,10,201702,il,113.68047955330033,1
409,UK_C&G_C&G_4,201712,10,201702,il,109.5558337787209,1
