Unnamed: 0_x,sku_wo_pkg,date,horizon,date_when_predicting_x,yhat_di_calib,Unnamed: 0_y,date_when_predicting_y,yhat_eib_calib,Unnamed: 0,date_when_predicting,yhat_il_calib,fold,target_di,target_eib,target_il
38694,NL_NC_PN_1,2018-06-01,3,201803,11.535364151000975,106,201803,81.10947738897895,106,201803,92.64484153997992,-1,12.468,80.94591417,93.41391417
38697,NL_NC_PN_2,2018-06-01,3,201803,19.97767448425293,107,201803,87.51614373564091,107,201803,107.49381821989384,-1,16.0448,78.11193833,94.15673833
38700,NL_NC_PN_3,2018-06-01,3,201803,25.14895820617676,108,201803,49.80066824300846,108,201803,74.94962644918522,-1,13.3448,67.78636846,81.13116846
38703,NL_NC_PN_4,2018-06-01,3,201803,41.51431274414063,109,201803,190.99606226314341,109,201803,232.5103750072841,-1,86.4488,194.7228551,281.17165510000007
38706,NL_NC_PN_5,2018-06-01,3,201803,32.403602600097656,110,201803,92.08283155887048,110,201803,124.48643415896812,-1,49.052,146.9874435,196.0394435
38709,NL_NC_PN_6,2018-06-01,3,201803,0.0,111,201803,38.464813453317,111,201803,38.464813453317,-1,0.0,56.28768136,56.28768136
38712,UK_APT_PF_1,2018-06-01,3,201803,0.0,112,201803,18.191959915514218,112,201803,18.191959915514218,-1,0.0,17.53958209,17.53958209
38715,UK_APT_PF_2,2018-06-01,3,201803,0.0,113,201803,16.270298599139302,113,201803,16.270298599139302,-1,0.0,13.37520638,13.37520638
38718,UK_APT_PF_3,2018-06-01,3,201803,0.0,114,201803,62.654804079856596,114,201803,62.654804079856596,-1,0.0,85.6484983,85.6484983
38721,UK_APT_PN_1,2018-06-01,3,201803,28.32714462280273,115,201803,27.907682734405896,115,201803,56.23482735720863,-1,9.1152,10.16732914,19.28252914
38724,UK_APT_PN_2,2018-06-01,3,201803,28.44164276123047,116,201803,22.71140632997696,116,201803,51.15304909120743,-1,13.5189,16.41137757,29.93027757
38727,UK_APT_PN_3,2018-06-01,3,201803,73.19253540039062,117,201803,64.09801911306626,117,201803,137.29055451345687,-1,85.7016,15.05649582,100.75809579999999
38730,UK_APT_PN_4,2018-06-01,3,201803,37.356441497802734,118,201803,21.30070237838396,118,201803,58.65714387618669,-1,33.4864,42.80434546,76.29074546
38733,UK_C&G_C&G_1,2018-06-01,3,201803,29.06430244445801,119,201803,23.85674076025357,119,201803,52.92104320471157,-1,9.7389,34.62430065,44.36320065
38736,UK_C&G_C&G_2,2018-06-01,3,201803,35.402000427246094,120,201803,22.751630775071376,120,201803,58.15363120231747,-1,10.8396,30.33763392,41.17723392
38739,UK_C&G_C&G_3,2018-06-01,3,201803,66.27410125732422,121,201803,44.454240193789616,121,201803,110.72834145111383,-1,55.2699,51.16518257,106.43508259999999
38742,UK_C&G_C&G_4,2018-06-01,3,201803,38.69812393188477,122,201803,18.84157930914272,122,201803,57.53970324102748,-1,33.944,49.90344982,83.84744982
38745,ANZ_APT_PF_1,2018-07-01,4,201803,23.264802932739254,123,201803,48.9876025120751,123,201803,72.25240544481436,-1,15.588,64.21780012,79.80580012
38748,ANZ_APT_PF_2,2018-07-01,4,201803,37.07590103149414,124,201803,82.77425780505762,124,201803,119.85015883655176,-1,45.6966,68.47453295,114.17113300000001
38751,ANZ_APT_PF_3,2018-07-01,4,201803,107.85721588134766,125,201803,178.43575251185243,125,201803,286.29296839320006,-1,216.2574,102.7915285,319.0489285
38754,ANZ_APT_PF_4,2018-07-01,4,201803,47.17150497436523,126,201803,104.7979927282217,126,201803,151.9694977025869,-1,77.931,150.1071232,228.03812319999997
38757,ANZ_APT_PN_1,2018-07-01,4,201803,22.48812484741211,127,201803,69.39372386831252,127,201803,91.88184871572464,-1,13.7592,106.1697857,119.92898570000001
38760,ANZ_APT_PN_2,2018-07-01,4,201803,73.2085952758789,128,201803,144.96240577814038,128,201803,218.17100105401929,-1,36.9189,124.6357071,161.5546071
38763,ANZ_APT_PN_3,2018-07-01,4,201803,175.08102416992188,129,201803,269.5923614369915,129,201803,444.67338560691337,-1,335.4732,140.15857830000002,475.6317783
38766,ANZ_APT_PN_4,2018-07-01,4,201803,160.75509643554688,130,201803,202.4118766239422,130,201803,363.16697305948907,-1,174.25799999999998,242.5355179,416.7935178999999
38769,ANZ_KC_GD_1,2018-07-01,4,201803,0.0,131,201803,7.795315141213384,131,201803,7.795315141213384,-1,0.0,12.78509138,12.78509138
38772,ANZ_KC_GD_2,2018-07-01,4,201803,0.0,132,201803,15.653992517270794,132,201803,15.653992517270794,-1,0.0,13.4953642,13.4953642
38775,ANZ_KC_GD_3,2018-07-01,4,201803,0.0,133,201803,27.08471227863535,133,201803,27.08471227863535,-1,0.0,29.51464784,29.51464784
38778,ANZ_KC_GD_4,2018-07-01,4,201803,0.0,134,201803,18.474137409783022,134,201803,18.474137409783022,-1,0.0,46.05264971,46.05264971
38781,ANZ_KC_GT_1,2018-07-01,4,201803,0.0,135,201803,25.114562455744174,135,201803,25.114562455744174,-1,0.0,59.13746603,59.13746603
38784,ANZ_KC_GT_2,2018-07-01,4,201803,0.0,136,201803,26.56600910612441,136,201803,26.56600910612441,-1,0.0,47.29395182,47.29395182
38787,ANZ_KC_GT_3,2018-07-01,4,201803,0.0,137,201803,102.87062591030157,137,201803,102.87062591030157,-1,0.0,123.50519650000001,123.50519650000001
38790,DE_APT_PF_1,2018-07-01,4,201803,15.559560775756836,138,201803,23.06640861249569,138,201803,38.62596938825253,-1,21.4664,30.63029439,52.09669439
38793,DE_APT_PF_2,2018-07-01,4,201803,35.75486755371094,139,201803,129.39225530421422,139,201803,165.14712285792515,-1,71.5664,91.76284524,163.32924519999997
38796,DE_APT_PF_PRE,2018-07-01,4,201803,45.07610702514648,140,201803,32.370809447631146,140,201803,77.44691647277763,-1,23.828000000000003,47.65302083,71.48102083
38799,DE_APT_PN_1,2018-07-01,4,201803,40.13982391357422,141,201803,41.810838930566774,141,201803,81.950662844141,-1,21.951999999999998,66.02033627,87.97233627
38802,DE_APT_PN_2,2018-07-01,4,201803,61.99494934082031,142,201803,140.96864129513642,142,201803,202.96359063595668,-1,32.5392,81.94244918,114.4816492
38805,DE_APT_PN_3,2018-07-01,4,201803,82.62874603271484,143,201803,207.80675071648045,143,201803,290.43549674919535,-1,49.1992,144.42307749999998,193.6222775
38808,DE_APT_PN_4,2018-07-01,4,201803,108.11901092529295,144,201803,235.6381015944176,144,201803,343.75711251971063,-1,99.0958,118.0627601,217.1585601
38811,DE_APT_PN_5,2018-07-01,4,201803,46.12883377075195,145,201803,159.5387083987204,145,201803,205.6675421694724,-1,79.1272,93.63755273,172.76475269999997
38814,DE_APT_PN_PRE,2018-07-01,4,201803,52.99594116210938,146,201803,46.472631522143615,146,201803,99.468572684253,-1,15.735999999999999,38.39515866,54.13115866
38817,NL_NC_PN_1,2018-07-01,4,201803,11.376609802246096,147,201803,109.31958130044056,147,201803,120.69619110268664,-1,28.8516,53.24436743,82.09596743
38820,NL_NC_PN_2,2018-07-01,4,201803,17.892597198486328,148,201803,104.61507331042593,148,201803,122.50767050891224,-1,22.0936,63.86462087,85.95822087
38823,NL_NC_PN_3,2018-07-01,4,201803,36.14138793945313,149,201803,101.19382481195791,149,201803,137.33521275141104,-1,23.7616,51.33862313,75.10022313
38826,NL_NC_PN_4,2018-07-01,4,201803,34.261505126953125,150,201803,203.8089616563217,150,201803,238.07046678327487,-1,96.7064,145.0855574,241.7919574
38829,NL_NC_PN_5,2018-07-01,4,201803,27.51011657714844,151,201803,136.78712153878308,151,201803,164.29723811593158,-1,43.6616,122.09929029999999,165.76089030000003
38832,NL_NC_PN_6,2018-07-01,4,201803,0.0,152,201803,42.56076638886758,152,201803,42.56076638886758,-1,0.0,50.44412947,50.44412947
38835,UK_APT_PF_1,2018-07-01,4,201803,0.0,153,201803,15.548877282873807,153,201803,15.548877282873807,-1,0.0,17.36868602,17.36868602
38838,UK_APT_PF_2,2018-07-01,4,201803,0.0,154,201803,21.052439813933102,154,201803,21.052439813933102,-1,0.0,13.26250596,13.26250596
38841,UK_APT_PF_3,2018-07-01,4,201803,0.0,155,201803,61.09168930971039,155,201803,61.09168930971039,-1,0.0,89.26141063,89.26141063
38844,UK_APT_PN_1,2018-07-01,4,201803,17.003890991210938,156,201803,21.295308330858425,156,201803,38.299199322069356,-1,5.6799,11.09546553,16.77536553
38847,UK_APT_PN_2,2018-07-01,4,201803,41.22163391113281,157,201803,28.70494858136593,157,201803,69.92658249249874,-1,13.5639,16.31725513,29.88115513
38850,UK_APT_PN_3,2018-07-01,4,201803,78.22042083740234,158,201803,76.97669533946157,158,201803,155.1971161768639,-1,51.0768,39.17351008,90.25031008
38853,UK_APT_PN_4,2018-07-01,4,201803,45.52721405029297,159,201803,26.01194771673327,159,201803,71.53916176702623,-1,18.532,49.73832094,68.27032094
38856,UK_C&G_C&G_1,2018-07-01,4,201803,27.4417724609375,160,201803,21.437765238514995,160,201803,48.8795376994525,-1,6.9885,31.73846441,38.72696441
38859,UK_C&G_C&G_2,2018-07-01,4,201803,29.534168243408203,161,201803,27.87830560369409,161,201803,57.41247384710229,-1,12.3597,26.03403922,38.39373922
38862,UK_C&G_C&G_3,2018-07-01,4,201803,68.06105804443361,162,201803,63.12589035755632,162,201803,131.18694840198992,-1,44.6985,51.23493209,95.93343209
38865,UK_C&G_C&G_4,2018-07-01,4,201803,44.59860610961914,163,201803,27.56090486073564,163,201803,72.15951097035477,-1,23.6832,52.33323625,76.01643625
38868,ANZ_APT_PF_1,2018-08-01,5,201803,44.06038284301758,164,201803,31.225395895607253,164,201803,75.28577873862483,-1,18.3267,53.47856081,71.80526081
38871,ANZ_APT_PF_2,2018-08-01,5,201803,60.5293083190918,165,201803,41.529040006148044,165,201803,102.05834832523985,-1,35.1729,89.37577816,124.54867820000001
38874,ANZ_APT_PF_3,2018-08-01,5,201803,146.806884765625,166,201803,88.03828795622162,166,201803,234.84517272184658,-1,169.5312,155.12855430000002,324.65975430000003
38877,ANZ_APT_PF_4,2018-08-01,5,201803,78.03500366210938,167,201803,44.39494210947849,167,201803,122.42994577158787,-1,85.4163,150.55518519999998,235.9714852
