,sku_wo_pkg,date,horizon,date_when_predicting_x,yhat_di_calib,date_when_predicting_y,yhat_eib_calib,date_when_predicting,yhat_il_calib,fold,target_di,target_eib,target_il,country,brand,tier,stage,age_offtake_di,age_offtake_il,age_offtake_eib,err_di,abs_err_di
1146,UK_C&G_C&G_3,2018-09-01,8,201801,102.52236938476562,201801,60.61981275011093,201801,163.14218213487655,-1,37.7712,49.81397714939964,87.58517714939964,UK,C&G,C&G,3,12.0,44.0,44.0,-64.75116938476563,64.75116938476563
1147,UK_C&G_C&G_4,2018-09-01,8,201801,77.72854614257812,201801,27.072222727286686,201801,104.80076886986481,-1,26.9696,46.06615895848236,73.03575895848235,UK,C&G,C&G,4,9.0,44.0,44.0,-50.758946142578125,50.758946142578125
1148,ANZ_APT_PF_1,2018-10-01,9,201801,18.108470916748047,201801,58.8077234556773,201801,76.91619437242534,-1,18.8901,50.599587627153426,69.48968762715343,ANZ,APT,PF,1,5.0,45.0,45.0,0.7816290832519535,0.7816290832519535
1149,ANZ_APT_PF_2,2018-10-01,9,201801,47.62850570678711,201801,73.50397199354275,201801,121.13247770032986,-1,45.5598,56.84275333043996,102.40255333043993,ANZ,APT,PF,2,13.0,45.0,45.0,-2.0687057067871066,2.0687057067871066
1150,ANZ_APT_PF_3,2018-10-01,9,201801,74.87626647949219,201801,124.85128083148612,201801,199.7275473109783,-1,161.6013,124.4398886751798,286.0411886751798,ANZ,APT,PF,3,15.0,45.0,45.0,86.72503352050782,86.72503352050782
1151,ANZ_APT_PF_4,2018-10-01,9,201801,70.30426025390625,201801,91.83978615181773,201801,162.144046405724,-1,61.9695,190.02894365185864,251.99844365185862,ANZ,APT,PF,4,15.0,36.0,36.0,-8.334760253906254,8.334760253906254
1152,ANZ_APT_PN_1,2018-10-01,9,201801,34.261070251464844,201801,82.98564151602599,201801,117.24671176749084,-1,23.6673,103.05263120672896,126.71993120672892,ANZ,APT,PN,1,17.0,45.0,45.0,-10.593770251464843,10.593770251464843
1153,ANZ_APT_PN_2,2018-10-01,9,201801,75.5796890258789,201801,136.14001591808128,201801,211.71970494396018,-1,40.8654,105.37916057989023,146.24456057989022,ANZ,APT,PN,2,20.0,45.0,45.0,-34.714289025878905,34.714289025878905
1154,ANZ_APT_PN_3,2018-10-01,9,201801,160.17263793945312,201801,210.31559734301555,201801,370.4882352824687,-1,278.1594,250.53756662423012,528.6969666242302,ANZ,APT,PN,3,25.0,45.0,45.0,117.98676206054688,117.98676206054688
1155,ANZ_APT_PN_4,2018-10-01,9,201801,90.25689697265625,201801,193.0119125875294,201801,283.2688095601857,-1,112.2273,329.7701820054081,441.9974820054081,ANZ,APT,PN,4,25.0,45.0,45.0,21.97040302734375,21.97040302734375
1156,ANZ_KC_GD_1,2018-10-01,9,201801,0.0,201801,11.51041557936969,201801,11.51041557936969,-1,0.0,13.320821297474435,13.320821297474435,ANZ,KC,GD,1,-99.0,45.0,45.0,0.0,0.0
1157,ANZ_KC_GD_2,2018-10-01,9,201801,0.0,201801,11.164350114329189,201801,11.164350114329189,-1,0.0,13.511060093946679,13.511060093946679,ANZ,KC,GD,2,-99.0,45.0,45.0,0.0,0.0
1158,ANZ_KC_GD_3,2018-10-01,9,201801,0.0,201801,18.549293208155643,201801,18.549293208155643,-1,0.0,31.95286242454389,31.95286242454389,ANZ,KC,GD,3,-99.0,45.0,45.0,0.0,0.0
1159,ANZ_KC_GD_4,2018-10-01,9,201801,0.0,201801,16.156473936942756,201801,16.156473936942756,-1,0.0,48.12170969656605,48.12170969656605,ANZ,KC,GD,4,-99.0,45.0,45.0,0.0,0.0
1160,ANZ_KC_GT_1,2018-10-01,9,201801,0.0,201801,39.98750889276525,201801,39.98750889276525,-1,0.0,55.36781685834181,55.36781685834181,ANZ,KC,GT,1,-99.0,45.0,45.0,0.0,0.0
1161,ANZ_KC_GT_2,2018-10-01,9,201801,0.0,201801,63.64387673166881,201801,63.64387673166881,-1,0.0,45.51510754082189,45.51510754082189,ANZ,KC,GT,2,-99.0,45.0,45.0,0.0,0.0
1162,ANZ_KC_GT_3,2018-10-01,9,201801,0.0,201801,121.4768236321589,201801,121.4768236321589,-1,0.0,95.16893200175792,95.16893200175792,ANZ,KC,GT,3,-99.0,45.0,45.0,0.0,0.0
1163,DE_APT_PF_1,2018-10-01,9,201801,16.22030258178711,201801,17.07801267913917,201801,33.29831526092628,-1,27.92880000000001,42.28270117626498,70.21150117626499,DE,APT,PF,1,5.0,31.0,31.0,11.7084974182129,11.7084974182129
1164,DE_APT_PF_2,2018-10-01,9,201801,52.37762451171875,201801,94.50415297870606,201801,146.8817774904248,-1,61.872,139.0845669485969,200.95656694859687,DE,APT,PF,2,13.0,45.0,45.0,9.49437548828125,9.49437548828125
1165,DE_APT_PF_PRE,2018-10-01,9,201801,19.82099151611328,201801,33.21980130995783,201801,53.04079282607111,-1,27.6032,46.99801165613261,74.60121165613259,DE,APT,PF,PRE,5.0,41.0,41.0,7.78220848388672,7.78220848388672
1166,DE_APT_PN_1,2018-10-01,9,201801,57.460880279541016,201801,64.36834467720874,201801,121.82922495674975,-1,17.46,52.39480471282635,69.85480471282635,DE,APT,PN,1,14.0,45.0,45.0,-40.000880279541015,40.000880279541015
1167,DE_APT_PN_2,2018-10-01,9,201801,75.31568145751953,201801,130.39391040604096,201801,205.7095918635605,-1,30.75040000000001,88.52763823547373,119.27803823547373,DE,APT,PN,2,16.0,45.0,45.0,-44.56528145751952,44.56528145751952
1168,DE_APT_PN_3,2018-10-01,9,201801,75.80603790283203,201801,121.06386022836523,201801,196.86989813119726,-1,40.8432,109.94267086708095,150.78587086708094,DE,APT,PN,3,14.0,45.0,45.0,-34.96283790283203,34.96283790283203
1169,DE_APT_PN_4,2018-10-01,9,201801,83.13639831542969,201801,214.77871378581102,201801,297.9151121012407,-1,119.398,93.0527127659462,212.4507127659462,DE,APT,PN,4,18.0,45.0,45.0,36.26160168457031,36.26160168457031
1170,DE_APT_PN_5,2018-10-01,9,201801,55.37430953979492,201801,145.3506799959704,201801,200.72498953576533,-1,94.8228,78.33649072075798,173.15929072075798,DE,APT,PN,5,17.0,45.0,45.0,39.44849046020508,39.44849046020508
1171,DE_APT_PN_PRE,2018-10-01,9,201801,24.044517517089844,201801,48.52671382748344,201801,72.57123134457328,-1,15.713599999999998,18.77869464237232,34.49229464237232,DE,APT,PN,PRE,13.0,45.0,45.0,-8.330917517089846,8.330917517089846
1172,NL_NC_PN_1,2018-10-01,9,201801,33.77625274658203,201801,89.58698003866442,201801,123.36323278524645,-1,20.69335,41.740718833285726,62.43406883328572,NL,NC,PN,1,3.0,45.0,45.0,-13.082902746582032,13.082902746582032
1173,NL_NC_PN_2,2018-10-01,9,201801,40.31122589111328,201801,112.8886533638632,201801,153.19987925497648,-1,29.9065,43.225586302655174,73.13208630265517,NL,NC,PN,2,4.0,45.0,45.0,-10.40472589111328,10.40472589111328
1174,NL_NC_PN_3,2018-10-01,9,201801,43.08063888549805,201801,88.84808442394996,201801,131.928723309448,-1,20.608,48.923944779933755,69.53194477993378,NL,NC,PN,3,13.0,45.0,45.0,-22.472638885498046,22.472638885498046
1175,NL_NC_PN_4,2018-10-01,9,201801,68.37836456298828,201801,178.97260248809522,201801,247.3509670510835,-1,115.5112,101.92868570733542,217.43988570733532,NL,NC,PN,4,24.0,45.0,45.0,47.13283543701172,47.13283543701172
1176,NL_NC_PN_5,2018-10-01,9,201801,49.03733444213867,201801,133.9837234688605,201801,183.02105791099916,-1,54.4256,90.5193393349184,144.94493933491842,NL,NC,PN,5,22.0,45.0,45.0,5.388265557861331,5.388265557861331
1177,NL_NC_PN_6,2018-10-01,9,201801,0.0,201801,29.31208929943597,201801,29.31208929943597,-1,0.0,41.48483244549093,41.48483244549093,NL,NC,PN,6,-99.0,45.0,45.0,0.0,0.0
1178,UK_APT_PF_1,2018-10-01,9,201801,0.0,201801,14.122180634486408,201801,14.122180634486408,-1,0.0,21.80786819241566,21.80786819241566,UK,APT,PF,1,-99.0,20.0,20.0,0.0,0.0
1179,UK_APT_PF_2,2018-10-01,9,201801,0.0,201801,8.035010319030452,201801,8.035010319030452,-1,0.0,17.411017170358537,17.411017170358537,UK,APT,PF,2,-99.0,17.0,17.0,0.0,0.0
1180,UK_APT_PF_3,2018-10-01,9,201801,0.0,201801,55.035621516181465,201801,55.035621516181465,-1,0.0,105.29809789591242,105.29809789591242,UK,APT,PF,3,-99.0,25.0,25.0,0.0,0.0
1181,UK_APT_PN_1,2018-10-01,9,201801,13.176763534545898,201801,36.64709555368768,201801,49.823859088233576,-1,8.037,11.868826418123787,19.905826418123787,UK,APT,PN,1,-99.0,45.0,45.0,-5.139763534545898,5.139763534545898
1182,UK_APT_PN_2,2018-10-01,9,201801,28.39336395263672,201801,27.369322417878394,201801,55.76268637051511,-1,15.4323,14.232952945332961,29.665252945332966,UK,APT,PN,2,12.0,45.0,45.0,-12.961063952636719,12.961063952636719
1183,UK_APT_PN_3,2018-10-01,9,201801,65.25912475585938,201801,75.70972358049436,201801,140.96884833635374,-1,58.6656,35.03602425767323,93.70162425767323,UK,APT,PN,3,13.0,45.0,45.0,-6.593524755859377,6.593524755859377
1184,UK_APT_PN_4,2018-10-01,9,201801,31.92103385925293,201801,62.19575669092919,201801,94.11679055018212,-1,25.5976,53.88725492982671,79.48485492982671,UK,APT,PN,4,13.0,45.0,45.0,-6.32343385925293,6.32343385925293
1185,UK_C&G_C&G_1,2018-10-01,9,201801,10.844109535217285,201801,13.387043119858882,201801,24.231152655076166,-1,10.820799999999998,23.658263935749197,34.479063935749195,UK,C&G,C&G,1,-99.0,45.0,45.0,-0.023309535217286736,0.023309535217286736
1186,UK_C&G_C&G_2,2018-10-01,9,201801,21.331768035888672,201801,17.207775822726905,201801,38.53954385861557,-1,16.6632,18.18875906204156,34.85195906204156,UK,C&G,C&G,2,10.0,45.0,45.0,-4.668568035888672,4.668568035888672
1187,UK_C&G_C&G_3,2018-10-01,9,201801,53.26836395263672,201801,82.89569043772497,201801,136.16405439036168,-1,44.252,50.694688458866,94.946688458866,UK,C&G,C&G,3,13.0,45.0,45.0,-9.016363952636716,9.016363952636716
1188,UK_C&G_C&G_4,2018-10-01,9,201801,27.497180938720703,201801,43.91879468417052,201801,71.41597562289122,-1,30.2064,49.41915405189235,79.62555405189235,UK,C&G,C&G,4,10.0,45.0,45.0,2.7092190612792955,2.7092190612792955
1189,ANZ_APT_PF_1,2018-11-01,10,201801,42.80128860473633,201801,71.6409579831868,201801,114.44224658792312,-1,22.8771,56.312591832294856,79.18969183229487,ANZ,APT,PF,1,6.0,46.0,46.0,-19.92418860473633,19.92418860473633
1190,ANZ_APT_PF_2,2018-11-01,10,201801,87.0395736694336,201801,91.84348177788651,201801,178.8830554473201,-1,50.3235,81.04556550092171,131.36906550092172,ANZ,APT,PF,2,14.0,46.0,46.0,-36.71607366943359,36.71607366943359
1191,ANZ_APT_PF_3,2018-11-01,10,201801,193.75389099121094,201801,159.28976698759314,201801,353.04365797880405,-1,332.6679,83.6759607517265,416.34386075172654,ANZ,APT,PF,3,16.0,46.0,46.0,138.91400900878904,138.91400900878904
1192,ANZ_APT_PF_4,2018-11-01,10,201801,132.30029296875,201801,89.3830038405784,201801,221.6832968093284,-1,169.7346,191.5007711853381,361.2353711853381,ANZ,APT,PF,4,16.0,37.0,37.0,37.43430703125,37.43430703125
1193,ANZ_APT_PN_1,2018-11-01,10,201801,56.79697799682617,201801,85.19700918468135,201801,141.99398718150752,-1,26.2998,112.07432040936756,138.37412040936758,ANZ,APT,PN,1,18.0,46.0,46.0,-30.49717799682617,30.49717799682617
1194,ANZ_APT_PN_2,2018-11-01,10,201801,119.78279113769531,201801,122.76921225188637,201801,242.55200338958167,-1,69.3279,102.34887542796587,171.67677542796588,ANZ,APT,PN,2,21.0,46.0,46.0,-50.45489113769531,50.45489113769531
1195,ANZ_APT_PN_3,2018-11-01,10,201801,227.2871856689453,201801,252.81152415587496,201801,480.0987098248203,-1,638.2881,81.58131009832289,719.8694100983229,ANZ,APT,PN,3,26.0,46.0,46.0,411.0009143310547,411.0009143310547
1196,ANZ_APT_PN_4,2018-11-01,10,201801,229.9597930908203,201801,229.62915243367098,201801,459.5889455244913,-1,314.4573000000001,299.1089232192072,613.5662232192072,ANZ,APT,PN,4,26.0,46.0,46.0,84.49750690917978,84.49750690917978
1197,ANZ_KC_GD_1,2018-11-01,10,201801,0.0,201801,4.889717092909594,201801,4.889717092909594,-1,0.0,14.051979238954491,14.051979238954491,ANZ,KC,GD,1,-99.0,46.0,46.0,0.0,0.0
1198,ANZ_KC_GD_2,2018-11-01,10,201801,0.0,201801,9.847813427267301,201801,9.847813427267301,-1,0.0,14.497200407673333,14.497200407673333,ANZ,KC,GD,2,-99.0,46.0,46.0,0.0,0.0
1199,ANZ_KC_GD_3,2018-11-01,10,201801,0.0,201801,16.3512086960113,201801,16.3512086960113,-1,0.0,35.12011436516337,35.12011436516337,ANZ,KC,GD,3,-99.0,46.0,46.0,0.0,0.0
1200,ANZ_KC_GD_4,2018-11-01,10,201801,0.0,201801,18.959666675656322,201801,18.959666675656322,-1,0.0,56.79130761131857,56.79130761131857,ANZ,KC,GD,4,-99.0,46.0,46.0,0.0,0.0
1201,ANZ_KC_GT_1,2018-11-01,10,201801,0.0,201801,43.65562209119035,201801,43.65562209119035,-1,0.0,48.83938398174058,48.83938398174058,ANZ,KC,GT,1,-99.0,46.0,46.0,0.0,0.0
1202,ANZ_KC_GT_2,2018-11-01,10,201801,0.0,201801,67.01624681317794,201801,67.01624681317794,-1,0.0,47.4412714620596,47.4412714620596,ANZ,KC,GT,2,-99.0,46.0,46.0,0.0,0.0
1203,ANZ_KC_GT_3,2018-11-01,10,201801,0.0,201801,118.11180327421228,201801,118.11180327421228,-1,0.0,101.12592588891577,101.12592588891577,ANZ,KC,GT,3,-99.0,46.0,46.0,0.0,0.0
1204,DE_APT_PF_1,2018-11-01,10,201801,40.61320495605469,201801,24.38811942461144,201801,65.00132438066612,-1,28.9984,52.29940988718839,81.29780988718838,DE,APT,PF,1,6.0,32.0,32.0,-11.614804956054687,11.614804956054687
1205,DE_APT_PF_2,2018-11-01,10,201801,76.56349182128906,201801,99.24252854099565,201801,175.8060203622847,-1,49.3744,223.99684456558774,273.37124456558774,DE,APT,PF,2,14.0,46.0,46.0,-27.18909182128906,27.18909182128906
1206,DE_APT_PF_PRE,2018-11-01,10,201801,47.964412689208984,201801,32.469584334385075,201801,80.43399702359406,-1,16.9968,66.73997990644371,83.7367799064437,DE,APT,PF,PRE,6.0,42.0,42.0,-30.967612689208984,30.967612689208984
1207,DE_APT_PN_1,2018-11-01,10,201801,54.01865005493164,201801,29.419625029905447,201801,83.43827508483709,-1,20.576799999999995,68.14751185743496,88.72431185743496,DE,APT,PN,1,15.0,46.0,46.0,-33.44185005493165,33.44185005493165
1208,DE_APT_PN_2,2018-11-01,10,201801,116.58226776123047,201801,139.91828875272418,201801,256.5005565139546,-1,42.78719999999999,144.53895355048314,187.3261535504831,DE,APT,PN,2,17.0,46.0,46.0,-73.79506776123048,73.79506776123048
1209,DE_APT_PN_3,2018-11-01,10,201801,154.9737091064453,201801,175.47739735275,201801,330.45110645919533,-1,68.0392,130.4173572572293,198.45655725722926,DE,APT,PN,3,15.0,46.0,46.0,-86.93450910644532,86.93450910644532
1210,DE_APT_PN_4,2018-11-01,10,201801,249.81674194335938,201801,256.52330293692313,201801,506.3400448802825,-1,169.51660000000004,135.68120502562678,305.19780502562685,DE,APT,PN,4,19.0,46.0,46.0,-80.30014194335934,80.30014194335934
1211,DE_APT_PN_5,2018-11-01,10,201801,164.59817504882812,201801,171.1001994900908,201801,335.6983745389189,-1,190.1098,107.83176927825865,297.9415692782587,DE,APT,PN,5,18.0,46.0,46.0,25.511624951171882,25.511624951171882
1212,DE_APT_PN_PRE,2018-11-01,10,201801,55.14937210083008,201801,49.33238061868279,201801,104.48175271951287,-1,13.965599999999998,36.05132987095651,50.01692987095651,DE,APT,PN,PRE,14.0,46.0,46.0,-41.18377210083008,41.18377210083008
1213,NL_NC_PN_1,2018-11-01,10,201801,54.74009704589844,201801,122.50323213355117,201801,177.2433291794496,-1,27.6576,55.047552139788074,82.70515213978807,NL,NC,PN,1,4.0,46.0,46.0,-27.08249704589844,27.08249704589844
1214,NL_NC_PN_2,2018-11-01,10,201801,70.9880142211914,201801,120.58637826940783,201801,191.57439249059922,-1,33.264,55.068387816243046,88.33238781624304,NL,NC,PN,2,5.0,46.0,46.0,-37.7240142211914,37.7240142211914
1215,NL_NC_PN_3,2018-11-01,10,201801,74.02997589111328,201801,103.18874485479716,201801,177.21872074591045,-1,47.7,44.43913415433301,92.13913415433301,NL,NC,PN,3,14.0,46.0,46.0,-26.32997589111328,26.32997589111328
1216,NL_NC_PN_4,2018-11-01,10,201801,147.7522430419922,201801,210.8102163632194,201801,358.5624594052116,-1,250.17120000000003,57.1725228203787,307.3437228203788,NL,NC,PN,4,25.0,46.0,46.0,102.41895695800784,102.41895695800784
1217,NL_NC_PN_5,2018-11-01,10,201801,87.35281372070312,201801,131.17832493227397,201801,218.5311386529771,-1,169.84400000000005,73.01301431677345,242.85701431677344,NL,NC,PN,5,23.0,46.0,46.0,82.49118627929693,82.49118627929693
1218,NL_NC_PN_6,2018-11-01,10,201801,0.0,201801,40.79749941234467,201801,40.79749941234467,-1,0.0,64.11968341030139,64.11968341030139,NL,NC,PN,6,-99.0,46.0,46.0,0.0,0.0
1219,UK_APT_PF_1,2018-11-01,10,201801,0.0,201801,12.004830707533962,201801,12.004830707533962,-1,0.0,12.771901319641753,12.771901319641753,UK,APT,PF,1,-99.0,21.0,21.0,0.0,0.0
1220,UK_APT_PF_2,2018-11-01,10,201801,0.0,201801,21.12546392279606,201801,21.12546392279606,-1,0.0,19.500427718509396,19.500427718509396,UK,APT,PF,2,-99.0,18.0,18.0,0.0,0.0
1221,UK_APT_PF_3,2018-11-01,10,201801,0.0,201801,85.98322989536254,201801,85.98322989536254,-1,0.0,113.71348882354263,113.71348882354263,UK,APT,PF,3,-99.0,26.0,26.0,0.0,0.0
1222,UK_APT_PN_1,2018-11-01,10,201801,26.264148712158203,201801,31.51315811302309,201801,57.77730682518129,-1,6.781499999999999,8.767642676075031,15.549142676075027,UK,APT,PN,1,-99.0,46.0,46.0,-19.482648712158202,19.482648712158202
1223,UK_APT_PN_2,2018-11-01,10,201801,82.33895874023438,201801,34.56310346554519,201801,116.90206220577957,-1,13.231800000000002,11.968825122256813,25.20062512225681,UK,APT,PN,2,13.0,46.0,46.0,-69.10715874023437,69.10715874023437
1224,UK_APT_PN_3,2018-11-01,10,201801,115.32299041748047,201801,95.62750937580348,201801,210.95049979328394,-1,67.7403,28.16191723190109,95.90221723190108,UK,APT,PN,3,14.0,46.0,46.0,-47.582690417480464,47.582690417480464
1225,UK_APT_PN_4,2018-11-01,10,201801,79.05567169189453,201801,57.523820438484,201801,136.57949213037853,-1,38.4616,64.18942679140001,102.6510267914,UK,APT,PN,4,14.0,46.0,46.0,-40.594071691894534,40.594071691894534
1226,UK_C&G_C&G_1,2018-11-01,10,201801,20.241559982299805,201801,19.450517469467197,201801,39.692077451767005,-1,9.0264,30.120263199654914,39.14666319965493,UK,C&G,C&G,1,-99.0,46.0,46.0,-11.215159982299804,11.215159982299804
1227,UK_C&G_C&G_2,2018-11-01,10,201801,49.288414001464844,201801,24.550553694948512,201801,73.83896769641336,-1,11.8448,26.805738130221123,38.65053813022112,UK,C&G,C&G,2,11.0,46.0,46.0,-37.443614001464844,37.443614001464844
1228,UK_C&G_C&G_3,2018-11-01,10,201801,124.1320571899414,201801,97.6638812889243,201801,221.7959384788657,-1,59.4304,49.72345865872349,109.15385865872351,UK,C&G,C&G,3,14.0,46.0,46.0,-64.70165718994141,64.70165718994141
1229,UK_C&G_C&G_4,2018-11-01,10,201801,70.12705993652344,201801,37.084986758330494,201801,107.21204669485394,-1,37.9416,59.65517030051279,97.59677030051279,UK,C&G,C&G,4,11.0,46.0,46.0,-32.185459936523436,32.185459936523436
1230,ANZ_APT_PF_1,2018-03-01,1,201802,13.27039909362793,201802,60.22267107529429,201802,73.49307016892223,-1,15.0372,60.330378337613794,75.36757833761379,ANZ,APT,PF,1,-2.0,38.0,38.0,1.7668009063720707,1.7668009063720707
1231,ANZ_APT_PF_2,2018-03-01,1,201802,15.391090393066406,201802,62.50522263965905,201802,77.89631303272546,-1,23.9022,81.54845781111631,105.45065781111632,ANZ,APT,PF,2,6.0,38.0,38.0,8.511109606933594,8.511109606933594
1232,ANZ_APT_PF_3,2018-03-01,1,201802,84.19955444335938,201802,185.62582746976642,201802,269.8253819131258,-1,110.5704,158.38457409349326,268.95497409349326,ANZ,APT,PF,3,8.0,38.0,38.0,26.37084555664063,26.37084555664063
1233,ANZ_APT_PF_4,2018-03-01,1,201802,30.30135154724121,201802,83.39210339758641,201802,113.69345494482762,-1,38.0916,88.89023201100618,126.9818320110062,ANZ,APT,PF,4,8.0,29.0,29.0,7.790248452758789,7.790248452758789
1234,ANZ_APT_PN_1,2018-03-01,1,201802,13.879987716674805,201802,72.07324440170122,201802,85.95323211837602,-1,28.7235,88.23547618207144,116.95897618207144,ANZ,APT,PN,1,10.0,38.0,38.0,14.843512283325197,14.843512283325197
1235,ANZ_APT_PN_2,2018-03-01,1,201802,46.48313903808594,201802,99.31449350086618,201802,145.79763253895212,-1,53.145,138.6895063145755,191.8345063145755,ANZ,APT,PN,2,13.0,38.0,38.0,6.661860961914066,6.661860961914066
1236,ANZ_APT_PN_3,2018-03-01,1,201802,112.44029235839844,201802,356.2765170847982,201802,468.7168094431966,-1,224.6202,367.2932764308218,591.9134764308218,ANZ,APT,PN,3,18.0,38.0,38.0,112.17990764160157,112.17990764160157
1237,ANZ_APT_PN_4,2018-03-01,1,201802,78.49049377441406,201802,299.3699840518376,201802,377.86047782625167,-1,112.4712,197.3725827152044,309.8437827152044,ANZ,APT,PN,4,18.0,38.0,38.0,33.980706225585934,33.980706225585934
1238,ANZ_KC_GD_1,2018-03-01,1,201802,0.0,201802,9.488391833273129,201802,9.488391833273129,-1,0.0,4.320405108860943,4.320405108860943,ANZ,KC,GD,1,-99.0,38.0,38.0,0.0,0.0
1239,ANZ_KC_GD_2,2018-03-01,1,201802,0.0,201802,13.013480936909968,201802,13.013480936909968,-1,0.0,6.1287650838950976,6.1287650838950976,ANZ,KC,GD,2,-99.0,38.0,38.0,0.0,0.0
1240,ANZ_KC_GD_3,2018-03-01,1,201802,0.0,201802,20.041866412647266,201802,20.041866412647266,-1,0.0,12.020239420178394,12.020239420178394,ANZ,KC,GD,3,-99.0,38.0,38.0,0.0,0.0
1241,ANZ_KC_GD_4,2018-03-01,1,201802,0.0,201802,15.77293246964303,201802,15.77293246964303,-1,0.0,11.719284029327453,11.719284029327453,ANZ,KC,GD,4,-99.0,38.0,38.0,0.0,0.0
1242,ANZ_KC_GT_1,2018-03-01,1,201802,0.0,201802,31.051941410695154,201802,31.051941410695154,-1,0.0,40.365450033364354,40.365450033364354,ANZ,KC,GT,1,-99.0,38.0,38.0,0.0,0.0
1243,ANZ_KC_GT_2,2018-03-01,1,201802,0.0,201802,33.716127512844146,201802,33.716127512844146,-1,0.0,36.7674481147533,36.7674481147533,ANZ,KC,GT,2,-99.0,38.0,38.0,0.0,0.0
1244,ANZ_KC_GT_3,2018-03-01,1,201802,0.0,201802,109.15950478532044,201802,109.15950478532044,-1,0.0,110.77929868671741,110.77929868671741,ANZ,KC,GT,3,-99.0,38.0,38.0,0.0,0.0
1245,DE_APT_PF_1,2018-03-01,1,201802,12.985309600830078,201802,21.27198007828997,201802,34.25728967912005,-1,17.0736,33.80744924298273,50.88104924298273,DE,APT,PF,1,-2.0,24.0,24.0,4.088290399169921,4.088290399169921
1246,DE_APT_PF_2,2018-03-01,1,201802,13.1885347366333,201802,85.17636130202145,201802,98.36489603865475,-1,24.0928,131.76540927688748,155.85820927688752,DE,APT,PF,2,6.0,38.0,38.0,10.9042652633667,10.9042652633667
1247,DE_APT_PF_PRE,2018-03-01,1,201802,15.786805152893066,201802,39.59787376587524,201802,55.38467891876831,-1,17.029600000000002,64.06774580705661,81.09734580705661,DE,APT,PF,PRE,-2.0,34.0,34.0,1.2427948471069357,1.2427948471069357
1248,DE_APT_PN_1,2018-03-01,1,201802,14.81878662109375,201802,54.5872011388597,201802,69.40598775995345,-1,17.4792,77.53631902577409,95.0155190257741,DE,APT,PN,1,7.0,38.0,38.0,2.6604133789062487,2.6604133789062487
1249,DE_APT_PN_2,2018-03-01,1,201802,24.790258407592773,201802,128.88090991742195,201802,153.67116832501472,-1,56.4936,128.42861412710877,184.92221412710882,DE,APT,PN,2,9.0,38.0,38.0,31.703341592407227,31.703341592407227
1250,DE_APT_PN_3,2018-03-01,1,201802,28.77637481689453,201802,229.89240458152926,201802,258.6687793984238,-1,66.14959999999999,197.19386127014968,263.3434612701497,DE,APT,PN,3,7.0,38.0,38.0,37.37322518310546,37.37322518310546
1251,DE_APT_PN_4,2018-03-01,1,201802,56.263160705566406,201802,317.66256004688887,201802,373.9257207524553,-1,110.42320000000002,249.18386457494685,359.6070645749469,DE,APT,PN,4,11.0,38.0,38.0,54.160039294433616,54.160039294433616
1252,DE_APT_PN_5,2018-03-01,1,201802,41.928096771240234,201802,183.16592194491244,201802,225.09401871615268,-1,65.3048,224.10881218159474,289.4136121815947,DE,APT,PN,5,10.0,38.0,38.0,23.376703228759766,23.376703228759766
1253,DE_APT_PN_PRE,2018-03-01,1,201802,17.0748291015625,201802,42.70741207923143,201802,59.78224118079393,-1,26.1456,51.58460802244794,77.73020802244795,DE,APT,PN,PRE,6.0,38.0,38.0,9.070770898437502,9.070770898437502
1254,NL_NC_PN_1,2018-03-01,1,201802,7.829424858093262,201802,105.9697251109755,201802,113.79914996906876,-1,5.8832,105.15943150604835,111.04263150604835,NL,NC,PN,1,-4.0,38.0,38.0,-1.9462248580932613,1.9462248580932613
1255,NL_NC_PN_2,2018-03-01,1,201802,12.337984085083008,201802,94.37549420634019,201802,106.7134782914232,-1,9.028,115.88129945894535,124.90929945894536,NL,NC,PN,2,-3.0,38.0,38.0,-3.3099840850830073,3.3099840850830073
1256,NL_NC_PN_3,2018-03-01,1,201802,8.758773803710938,201802,71.04218946765953,201802,79.80096327137046,-1,10.0912,84.48956313870056,94.58076313870058,NL,NC,PN,3,6.0,38.0,38.0,1.3324261962890631,1.3324261962890631
1257,NL_NC_PN_4,2018-03-01,1,201802,37.95470428466797,201802,276.26441957930314,201802,314.2191238639711,-1,42.3736,227.62902028560623,270.00262028560627,NL,NC,PN,4,17.0,38.0,38.0,4.4188957153320345,4.4188957153320345
1258,NL_NC_PN_5,2018-03-01,1,201802,25.785385131835938,201802,87.06769922382644,201802,112.85308435566238,-1,29.4576,128.74241112698866,158.2000111269886,NL,NC,PN,5,15.0,38.0,38.0,3.672214868164062,3.672214868164062
1259,NL_NC_PN_6,2018-03-01,1,201802,0.0,201802,44.19287914821316,201802,44.19287914821316,-1,0.0,53.044647606995795,53.044647606995795,NL,NC,PN,6,-99.0,38.0,38.0,0.0,0.0
1260,UK_APT_PF_1,2018-03-01,1,201802,0.0,201802,15.42736706938148,201802,15.42736706938148,-1,0.0,25.245505365251827,25.245505365251827,UK,APT,PF,1,-99.0,13.0,13.0,0.0,0.0
1261,UK_APT_PF_2,2018-03-01,1,201802,0.0,201802,18.917416816076212,201802,18.917416816076212,-1,0.0,16.162499276607473,16.162499276607473,UK,APT,PF,2,-99.0,10.0,10.0,0.0,0.0
