country,sku_wo_pkg,brand,tier,stage,stage_3f,date,offtake_di,offtake_eib,offtake_il,sellin_eib,retailer_inv,sellout,sp_inv,sellin_di,isa,osa,price,price_krmb_per_ton_il,value_krmb_il,volume_ton_il,0to6_month_population,6to12_month_population,12to36_month_population,sellin_il,total_vol_old,if_vol_old,fo_vol_old,gum_vol_old,cl_vol_old,il_vol_old,0to6_month_population_old,6to12_month_population_old,12to36_month_population_old,uprep_old,upre_old,spre_old,mainstream_old,APT_si,C&G_si,Feihe_si,Friso_si,KC_si,NC_si,Weyth_si,brand_si,raw,brand_price,anp,tp,rebate,tp_rebate,sc_anp,sc_ts,total_vol,if_vol,fo_vol,gum_vol,cl_vol,il_vol,uprep,upre,spre,mainstream
ANZ,ANZ_KC_GT_2,KC,GT,2,FO,4/1/2015,0,41.80143382,41.80143382,0,,0,,0,,,307.5035196,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,56489,4/1/2015,241.8789396,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
ANZ,ANZ_KC_GT_3,KC,GT,3,GUM,4/1/2015,0,32.3346336,32.3346336,0,,0,,0,,,302.9934021,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,56489,4/1/2015,241.8789396,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PF_1,APT,PF,1,IF,4/1/2015,0,13.61670101,13.61670101,0,,0,,0,,,274.9859804,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PF_2,APT,PF,2,FO,4/1/2015,0,31.9907714,31.9907714,0,,0,,0,,,275.1198679,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PF_PRE,APT,PF,PRE,IF,4/1/2015,0,14.11329241,14.11329241,0,,0,,0,,,284.6745407,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PN_1,APT,PN,1,IF,4/1/2015,0,174.8636333,174.8636333,0,,0,,0,,,243.1518155,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PN_2,APT,PN,2,FO,4/1/2015,0,261.4438762,261.4438762,0,,0,,0,,,243.9598812,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PN_3,APT,PN,3,FO,4/1/2015,0,300.6316338,300.6316338,0,,0,,0,,,235.0298243,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PN_4,APT,PN,4,GUM,4/1/2015,0,346.5490063,346.5490063,0,,0,,0,,,281.7550834,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PN_5,APT,PN,5,GUM,4/1/2015,0,269.3616586,269.3616586,0,,0,,0,,,274.0200509,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
DE,DE_APT_PN_PRE,APT,PN,PRE,IF,4/1/2015,0,163.3705776,163.3705776,0,,0,,0,,,252.0134328,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,245.8221321,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
NL,NL_NC_PN_1,NC,PN,1,IF,4/1/2015,0,266.5769956,266.5769956,0,,0,,0,,,196.1305851,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,67319,4/1/2015,216.6037382,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
NL,NL_NC_PN_2,NC,PN,2,FO,4/1/2015,0,286.7604507,286.7604507,0,,0,,0,,,204.8950306,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,67319,4/1/2015,216.6037382,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
NL,NL_NC_PN_3,NC,PN,3,FO,4/1/2015,0,266.9069062,266.9069062,0,,0,,0,,,198.4955091,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,67319,4/1/2015,216.6037382,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
NL,NL_NC_PN_4,NC,PN,4,GUM,4/1/2015,0,419.9644063,419.9644063,0,,0,,0,,,201.8511364,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,67319,4/1/2015,216.6037382,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
NL,NL_NC_PN_5,NC,PN,5,GUM,4/1/2015,0,242.8139655,242.8139655,0,,0,,0,,,218.5673138,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,67319,4/1/2015,216.6037382,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
NL,NL_NC_PN_6,NC,PN,6,GUM,4/1/2015,0,7.402492605,7.402492605,0,,0,,0,,,261.5206971,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,67319,4/1/2015,216.6037382,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PF_1,APT,PF,1,IF,4/1/2015,0,0,0,0,,0,,0,,,0,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PF_2,APT,PF,2,FO,4/1/2015,0,0,0,0,,0,,0,,,0,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PF_3,APT,PF,3,GUM,4/1/2015,0,0,0,0,,0,,0,,,0,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PN_1,APT,PN,1,IF,4/1/2015,0,100.1273049,100.1273049,0,,0,,0,,,202.8759206,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PN_2,APT,PN,2,FO,4/1/2015,0,112.0315366,112.0315366,0,,0,,0,,,203.059808,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PN_3,APT,PN,3,GUM,4/1/2015,0,202.7675992,202.7675992,0,,0,,0,,,198.1579468,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_APT_PN_4,APT,PN,4,GUM,4/1/2015,0,92.69032746,92.69032746,0,,0,,0,,,206.7930556,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,166835,4/1/2015,221.4448117,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_C&G_C&G_1,C&G,C&G,1,IF,4/1/2015,0,57.10607753,57.10607753,0,,0,,0,,,181.3557114,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,128272,4/1/2015,184.0998142,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_C&G_C&G_2,C&G,C&G,2,FO,4/1/2015,0,60.844399,60.844399,0,,0,,0,,,179.8122066,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,128272,4/1/2015,184.0998142,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_C&G_C&G_3,C&G,C&G,3,GUM,4/1/2015,0,119.0422454,119.0422454,0,,0,,0,,,175.6066473,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,128272,4/1/2015,184.0998142,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
UK,UK_C&G_C&G_4,C&G,C&G,4,GUM,4/1/2015,0,61.70435539,61.70435539,0,,0,,0,,,184.7242996,,,,832.9666667,843.8,3291.766667,0,35135.17881,8027.160639,8572.130375,18535.88779,26885.05204,8250.126768,832.9666667,843.8,3291.766667,806.2190464,3457.306847,15609.52328,15262.12947,166835,128272,111679,108358,56489,67319,56877,128272,4/1/2015,184.0998142,,,,,,,39765.68562,9513.482376,10056.62719,20195.57606,31560.28737,8205.39825,1394.257247,4209.161987,17125.91899,16526.29374
ANZ,ANZ_APT_PF_1,APT,PF,1,IF,5/1/2015,0,20.60043326,20.60043326,0,,0,,0,,,266.5000031,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PF_2,APT,PF,2,FO,5/1/2015,0,24.96363078,24.96363078,0,,0,,0,,,259.323485,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PF_3,APT,PF,3,GUM,5/1/2015,0,26.17260585,26.17260585,0,,0,,0,,,211.7229478,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PF_4,APT,PF,4,GUM,5/1/2015,0,4.813369389,4.813369389,0,,0,,0,,,213.2444444,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PN_1,APT,PN,1,IF,5/1/2015,0,93.65815596,93.65815596,0,,0,,0,,,223.1909201,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PN_2,APT,PN,2,FO,5/1/2015,0,117.607529,117.607529,0,,0,,0,,,224.5717018,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PN_3,APT,PN,3,GUM,5/1/2015,0,239.5258463,239.5258463,0,,0,,0,,,186.6204167,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_APT_PN_4,APT,PN,4,GUM,5/1/2015,0,150.4375856,150.4375856,0,,0,,0,,,192.0532744,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,229.7684898,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GD_1,KC,GD,1,IF,5/1/2015,0,17.97709009,17.97709009,0,,0,,0,,,219.9121841,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GD_2,KC,GD,2,FO,5/1/2015,0,19.8829176,19.8829176,0,,0,,0,,,212.9169093,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GD_3,KC,GD,3,GUM,5/1/2015,0,58.37928553,58.37928553,0,,0,,0,,,185.7541158,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GD_4,KC,GD,4,GUM,5/1/2015,0,42.14599901,42.14599901,0,,0,,0,,,196.0133917,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GT_1,KC,GT,1,IF,5/1/2015,0,19.71101615,19.71101615,0,,0,,0,,,307.3037233,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GT_2,KC,GT,2,FO,5/1/2015,0,43.21602333,43.21602333,0,,0,,0,,,306.3161368,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
ANZ,ANZ_KC_GT_3,KC,GT,3,GUM,5/1/2015,0,35.16939247,35.16939247,0,,0,,0,,,300.5092389,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,57092,5/1/2015,241.2853405,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PF_1,APT,PF,1,IF,5/1/2015,0,10.2602484,10.2602484,0,,0,,0,,,306.4613309,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PF_2,APT,PF,2,FO,5/1/2015,0,28.01316866,28.01316866,0,,0,,0,,,292.4147721,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PF_PRE,APT,PF,PRE,IF,5/1/2015,0,14.52798816,14.52798816,0,,0,,0,,,300.8774961,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PN_1,APT,PN,1,IF,5/1/2015,0,157.6143932,157.6143932,0,,0,,0,,,235.2060392,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PN_2,APT,PN,2,FO,5/1/2015,0,244.2600544,244.2600544,0,,0,,0,,,240.548112,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PN_3,APT,PN,3,FO,5/1/2015,0,268.8105683,268.8105683,0,,0,,0,,,237.2353713,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PN_4,APT,PN,4,GUM,5/1/2015,0,376.2339789,376.2339789,0,,0,,0,,,275.381862,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
DE,DE_APT_PN_5,APT,PN,5,GUM,5/1/2015,0,243.0929926,243.0929926,0,,0,,0,,,273.3129136,,,,830.2583333,843.8,3296.208333,0,35356.02034,7617.266207,8741.093975,18997.66015,27298.05765,8057.962689,830.2583333,843.8,3296.208333,803.080466,3548.595292,15927.89591,15076.44834,173435,128569,168136,128781,57092,69044,61264,173435,5/1/2015,251.9028723,,,,,,,39887.89922,9236.566633,10230.13474,20421.19785,31883.29695,8004.602277,1345.026609,4201.614938,17502.7285,16342.92526
