,sku_wo_pkg,date,horizon,date_when_predicting_x,yhat_di_calib,date_when_predicting_y,yhat_eib_calib,date_when_predicting,yhat_il_calib,fold,target_di,target_eib,target_il
36,UK_APT_PN_4,2017-12-01,1,201711,64.31134033203125,201711,63.40815403342546,201711,127.71949436545671,-1,21.0504,46.54858576,67.59898576
37,UK_C&G_C&G_1,2017-12-01,1,201711,11.255454063415527,201711,28.357064732523817,201711,39.612518795939344,-1,8.8128,27.874592100000005,36.687392100000004
38,UK_C&G_C&G_2,2017-12-01,1,201711,18.224653244018555,201711,42.15005902395154,201711,60.3747122679701,-1,24.4818,28.459315500000002,52.9411155
39,UK_C&G_C&G_3,2017-12-01,1,201711,69.58900451660156,201711,111.8366568734351,201711,181.42566139003668,-1,49.0185,94.93662535,143.9551254
40,UK_C&G_C&G_4,2017-12-01,1,201711,32.80669403076172,201711,63.96356996385205,201711,96.77026399461377,-1,26.6696,54.89127247,81.56087247
41,ANZ_APT_PF_1,2018-01-01,2,201711,16.494779586791992,201711,53.86339586005472,201711,70.35817544684672,-1,18.6084,58.76857823,77.37697823
42,ANZ_APT_PF_2,2018-01-01,2,201711,35.24100112915039,201711,71.90261771177266,201711,107.14361884092305,-1,35.5086,53.26503267,88.77363267
43,ANZ_APT_PF_3,2018-01-01,2,201711,115.8810806274414,201711,183.75542649329003,201711,299.63650712073144,-1,129.0159,143.9825058,272.9984058
44,ANZ_APT_PF_4,2018-01-01,2,201711,50.065330505371094,201711,104.4194249540057,201711,154.4847554593768,-1,39.5307,83.93152734,123.46222730000001
45,ANZ_APT_PN_1,2018-01-01,2,201711,32.89363479614258,201711,74.9788676700349,201711,107.87250246617748,-1,21.33,71.20461324,92.53461324
46,ANZ_APT_PN_2,2018-01-01,2,201711,81.97573852539062,201711,130.4181407212438,201711,212.3938792466344,-1,31.3731,124.76515719999999,156.1382572
47,ANZ_APT_PN_3,2018-01-01,2,201711,286.483642578125,201711,312.59853990689413,201711,599.0821824850191,-1,171.9774,283.3845586,455.36195860000004
48,ANZ_APT_PN_4,2018-01-01,2,201711,139.2140350341797,201711,239.6432255692555,201711,378.8572606034352,-1,85.9248,182.25072219999998,268.1755222
49,ANZ_KC_GD_1,2018-01-01,2,201711,0.0,201711,8.440510278798296,201711,8.440510278798296,-1,0.0,7.188314265,7.188314265
50,ANZ_KC_GD_2,2018-01-01,2,201711,0.0,201711,9.299980736842473,201711,9.299980736842473,-1,0.0,9.854158542,9.854158542
51,ANZ_KC_GD_3,2018-01-01,2,201711,0.0,201711,28.491379045570714,201711,28.491379045570714,-1,0.0,19.89550948,19.89550948
52,ANZ_KC_GD_4,2018-01-01,2,201711,0.0,201711,16.19966669057451,201711,16.19966669057451,-1,0.0,16.65932104,16.65932104
53,ANZ_KC_GT_1,2018-01-01,2,201711,0.0,201711,38.69136549906467,201711,38.69136549906467,-1,0.0,56.43002760000001,56.43002760000001
54,ANZ_KC_GT_2,2018-01-01,2,201711,0.0,201711,37.91089235754076,201711,37.91089235754076,-1,0.0,52.55519349,52.55519349
55,ANZ_KC_GT_3,2018-01-01,2,201711,0.0,201711,130.03992968028587,201711,130.03992968028587,-1,0.0,156.3183328,156.3183328
56,DE_APT_PF_1,2018-01-01,2,201711,15.365880012512207,201711,22.06823308001509,201711,37.4341130925273,-1,25.1272,20.12225956,45.24945956
57,DE_APT_PF_2,2018-01-01,2,201711,24.383014678955078,201711,131.24757552326554,201711,155.63059020222062,-1,51.4216,86.69433002,138.11593
58,DE_APT_PF_PRE,2018-01-01,2,201711,15.799960136413574,201711,46.321629349659176,201711,62.12158948607275,-1,25.5392,58.86829109,84.40749109
59,DE_APT_PN_1,2018-01-01,2,201711,48.591373443603516,201711,57.714894107780395,201711,106.30626755138391,-1,31.9736,53.5742549,85.54785490000002
60,DE_APT_PN_2,2018-01-01,2,201711,56.54637908935547,201711,171.24175450339507,201711,227.78813359275054,-1,39.3832,116.91655870000001,156.29975869999998
61,DE_APT_PN_3,2018-01-01,2,201711,78.22237396240234,201711,208.56917929346847,201711,286.7915532558708,-1,41.4576,178.3476385,219.80523849999997
62,DE_APT_PN_4,2018-01-01,2,201711,81.11015319824219,201711,282.3648610256103,201711,363.4750142238525,-1,75.9712,331.2626798,407.2338798
63,DE_APT_PN_5,2018-01-01,2,201711,59.17805862426758,201711,202.19708750463948,201711,261.3751461289071,-1,43.2424,215.72292190000002,258.9653219
64,DE_APT_PN_PRE,2018-01-01,2,201711,48.01368713378906,201711,36.884017381938,201711,84.89770451572707,-1,18.7192,81.66392153,100.3831215
65,NL_NC_PN_1,2018-01-01,2,201711,11.3097562789917,201711,136.69398964057157,201711,148.00374591956327,-1,7.6616,118.60540259999999,126.26700259999998
66,NL_NC_PN_2,2018-01-01,2,201711,22.316097259521484,201711,169.13484176295543,201711,191.45093902247692,-1,10.4104,127.3542193,137.76461930000002
67,NL_NC_PN_3,2018-01-01,2,201711,36.430389404296875,201711,133.7592259719326,201711,170.18961537622948,-1,7.763999999999999,95.36283064,103.1268306
68,NL_NC_PN_4,2018-01-01,2,201711,61.53348159790039,201711,269.9581584653309,201711,331.4916400632313,-1,43.7168,229.04087689999997,272.7576769
69,NL_NC_PN_5,2018-01-01,2,201711,53.22666549682617,201711,182.53084736513586,201711,235.75751286196203,-1,35.2048,126.57689920000001,161.7816992
70,NL_NC_PN_6,2018-01-01,2,201711,0.0,201711,65.54277841027714,201711,65.54277841027714,-1,0.0,60.12365715,60.12365715
71,UK_APT_PF_1,2018-01-01,2,201711,0.0,201711,16.288988160242027,201711,16.288988160242027,-1,0.0,23.54603512,23.54603512
72,UK_APT_PF_2,2018-01-01,2,201711,0.0,201711,16.6564935662479,201711,16.6564935662479,-1,0.0,20.28876397,20.28876397
73,UK_APT_PF_3,2018-01-01,2,201711,0.0,201711,73.62302016996543,201711,73.62302016996543,-1,0.0,93.34788258,93.34788258
74,UK_APT_PN_1,2018-01-01,2,201711,14.359407424926758,201711,30.7090309640934,201711,45.06843838902016,-1,9.3735,33.78389993,43.15739993
75,UK_APT_PN_2,2018-01-01,2,201711,34.68324661254883,201711,42.74800116083754,201711,77.43124777338636,-1,25.2846,22.93817887,48.22277887
76,UK_APT_PN_3,2018-01-01,2,201711,84.5612564086914,201711,109.48162089914935,201711,194.04287730784074,-1,40.7754,101.5268943,142.30229430000003
77,UK_APT_PN_4,2018-01-01,2,201711,53.1573371887207,201711,55.282810783898974,201711,108.44014797261968,-1,19.3016,50.89372121,70.19532121
78,UK_C&G_C&G_1,2018-01-01,2,201711,14.284870147705078,201711,24.42427275451458,201711,38.709142902219654,-1,13.0338,23.20282698,36.23662698
79,UK_C&G_C&G_2,2018-01-01,2,201711,17.148401260375977,201711,40.77288475025405,201711,57.92128601063003,-1,23.0355,16.29618663,39.33168663
80,UK_C&G_C&G_3,2018-01-01,2,201711,62.673526763916016,201711,113.84604316338641,201711,176.51956992730243,-1,51.3027,78.85702437,130.1597244
81,UK_C&G_C&G_4,2018-01-01,2,201711,31.87974739074707,201711,56.70472385019482,201711,88.5844712409419,-1,22.372,40.61835653,62.99035653
82,ANZ_APT_PF_1,2018-02-01,3,201711,17.957548141479492,201711,37.69571489120408,201711,55.65326303268357,-1,9.3654,55.69482833,65.06022833
83,ANZ_APT_PF_2,2018-02-01,3,201711,32.29844284057617,201711,68.67243198428288,201711,100.97087482485905,-1,14.8302,55.26249522,70.09269522
84,ANZ_APT_PF_3,2018-02-01,3,201711,86.9154052734375,201711,147.75729467464348,201711,234.67269994808098,-1,39.4245,157.43000130000001,196.8545013
85,ANZ_APT_PF_4,2018-02-01,3,201711,49.45838928222656,201711,64.6177615173966,201711,114.07615079962316,-1,18.0954,70.92537543,89.02077543
86,ANZ_APT_PN_1,2018-02-01,3,201711,39.048946380615234,201711,63.72989301180831,201711,102.77883939242355,-1,14.5431,73.40698793,87.95008793
87,ANZ_APT_PN_2,2018-02-01,3,201711,51.52459716796875,201711,96.00983390375218,201711,147.53443107172092,-1,39.9285,87.62098172,127.5494817
88,ANZ_APT_PN_3,2018-02-01,3,201711,138.9389190673828,201711,230.2693875417328,201711,369.20830660911565,-1,83.6676,273.9552181,357.6228181
89,ANZ_APT_PN_4,2018-02-01,3,201711,100.29816436767578,201711,215.06577257108685,201711,315.36393693876266,-1,36.9162,174.9114066,211.82760660000002
90,ANZ_KC_GD_1,2018-02-01,3,201711,0.0,201711,10.17732105088717,201711,10.17732105088717,-1,0.0,4.648104251,4.648104251
91,ANZ_KC_GD_2,2018-02-01,3,201711,0.0,201711,11.368260644159147,201711,11.368260644159147,-1,0.0,5.505052736000001,5.505052736000001
92,ANZ_KC_GD_3,2018-02-01,3,201711,0.0,201711,20.068199509184417,201711,20.068199509184417,-1,0.0,9.622365803,9.622365803
93,ANZ_KC_GD_4,2018-02-01,3,201711,0.0,201711,13.900007325524523,201711,13.900007325524523,-1,0.0,8.86489811,8.86489811
94,ANZ_KC_GT_1,2018-02-01,3,201711,0.0,201711,22.61736225863967,201711,22.61736225863967,-1,0.0,30.70016984,30.70016984
95,ANZ_KC_GT_2,2018-02-01,3,201711,0.0,201711,33.039803552741816,201711,33.039803552741816,-1,0.0,29.20113834,29.20113834
96,ANZ_KC_GT_3,2018-02-01,3,201711,0.0,201711,105.77351855854245,201711,105.77351855854245,-1,0.0,78.86942777,78.86942777
97,DE_APT_PF_1,2018-02-01,3,201711,13.198378562927246,201711,17.68854540751299,201711,30.886923970440236,-1,8.7584,24.01261927,32.77101927
98,DE_APT_PF_2,2018-02-01,3,201711,27.94068717956543,201711,98.0275439246952,201711,125.96823110426062,-1,13.2328,80.16412597,93.39692597
99,DE_APT_PF_PRE,2018-02-01,3,201711,14.732062339782715,201711,30.435044266832474,201711,45.16710660661519,-1,11.2696,34.95312721,46.22272721
100,DE_APT_PN_1,2018-02-01,3,201711,39.217498779296875,201711,44.71394149127955,201711,83.93144027057642,-1,14.3184,50.967835799999996,65.2862358
101,DE_APT_PN_2,2018-02-01,3,201711,52.630332946777344,201711,125.03875910672778,201711,177.66909205350512,-1,21.9736,118.88780630000001,140.8614063
102,DE_APT_PN_3,2018-02-01,3,201711,50.58610916137695,201711,171.66252994042972,201711,222.24863910180667,-1,21.7216,180.9870668,202.7086668
103,DE_APT_PN_4,2018-02-01,3,201711,76.78987121582031,201711,231.00182125251453,201711,307.7916924683349,-1,41.968,260.739967,302.707967
104,DE_APT_PN_5,2018-02-01,3,201711,50.277259826660156,201711,156.77110584690888,201711,207.04836567356904,-1,41.7792,136.9829809,178.7621809
105,DE_APT_PN_PRE,2018-02-01,3,201711,29.956422805786133,201711,50.79250022164149,201711,80.74892302742762,-1,16.7752,40.2804142,57.0556142
106,NL_NC_PN_1,2018-02-01,3,201711,16.705984115600586,201711,104.30660803499302,201711,121.0125921505936,-1,6.5416,99.48014149,106.0217415
107,NL_NC_PN_2,2018-02-01,3,201711,31.056011199951172,201711,113.44842505204878,201711,144.50443625199995,-1,12.0216,100.86126259999999,112.8828626
108,NL_NC_PN_3,2018-02-01,3,201711,34.991336822509766,201711,82.90263120001467,201711,117.89396802252443,-1,9.9808,78.96228766,88.94308766
109,NL_NC_PN_4,2018-02-01,3,201711,47.58646011352539,201711,204.82893852851637,201711,252.41539864204177,-1,30.4112,197.8212062,228.23240619999999
110,NL_NC_PN_5,2018-02-01,3,201711,33.057010650634766,201711,120.00350367676074,201711,153.0605143273955,-1,18.576,107.3620611,125.9380611
111,NL_NC_PN_6,2018-02-01,3,201711,0.0,201711,43.90766860662495,201711,43.90766860662495,-1,0.0,44.07342020000001,44.07342020000001
112,UK_APT_PF_1,2018-02-01,3,201711,0.0,201711,15.544508677992706,201711,15.544508677992706,-1,0.0,19.06491029,19.06491029
113,UK_APT_PF_2,2018-02-01,3,201711,0.0,201711,18.82043461265761,201711,18.82043461265761,-1,0.0,14.46934204,14.46934204
114,UK_APT_PF_3,2018-02-01,3,201711,0.0,201711,62.732210833006,201711,62.732210833006,-1,0.0,60.24411432,60.24411432
115,UK_APT_PN_1,2018-02-01,3,201711,13.622775077819824,201711,30.454973686804134,201711,44.07774876462396,-1,10.4292,18.89724315,29.32644315
116,UK_APT_PN_2,2018-02-01,3,201711,32.65946578979492,201711,40.269876583897265,201711,72.92934237369218,-1,12.9771,21.01971679,33.99681679
117,UK_APT_PN_3,2018-02-01,3,201711,72.91276550292969,201711,72.0395558133623,201711,144.952321316292,-1,21.1464,79.66833628,100.8147363
118,UK_APT_PN_4,2018-02-01,3,201711,34.4196662902832,201711,42.085808873966975,201711,76.50547516425019,-1,19.4128,30.45555419,49.86835419
119,UK_C&G_C&G_1,2018-02-01,3,201711,12.311084747314453,201711,24.75803306939402,201711,37.06911781670847,-1,8.9514,22.43023148,31.38163148
120,UK_C&G_C&G_2,2018-02-01,3,201711,16.12449836730957,201711,29.269081442413103,201711,45.393579809722674,-1,11.556,26.17160103,37.72760103
121,UK_C&G_C&G_3,2018-02-01,3,201711,48.31202697753906,201711,87.96662463336627,201711,136.27865161090534,-1,23.6007,67.42117937,91.02187937
122,UK_C&G_C&G_4,2018-02-01,3,201711,20.80228614807129,201711,37.29858235486272,201711,58.100868502934006,-1,14.2504,31.681767600000004,45.93216760000001
123,ANZ_APT_PF_1,2018-03-01,4,201711,35.45366287231445,201711,50.055454721942745,201711,85.50911759425719,-1,15.0372,60.33037834,75.36757834
124,ANZ_APT_PF_2,2018-03-01,4,201711,65.25126647949219,201711,71.5066419202594,201711,136.75790839975159,-1,23.9022,81.54845781,105.4506578
125,ANZ_APT_PF_3,2018-03-01,4,201711,115.19116973876953,201711,134.22386191314007,201711,249.4150316519096,-1,110.5704,158.38457409999998,268.9549741
126,ANZ_APT_PF_4,2018-03-01,4,201711,72.36122131347656,201711,66.73241894829017,201711,139.09364026176672,-1,38.0916,88.89023201,126.98183200000001
127,ANZ_APT_PN_1,2018-03-01,4,201711,75.30715942382812,201711,65.12304364951402,201711,140.43020307334214,-1,28.7235,88.23547618,116.95897620000001
128,ANZ_APT_PN_2,2018-03-01,4,201711,87.62064361572266,201711,114.24594216136983,201711,201.8665857770925,-1,53.145,138.6895063,191.83450630000002
129,ANZ_APT_PN_3,2018-03-01,4,201711,281.2654113769531,201711,253.82475487206685,201711,535.09016624902,-1,224.6202,367.2932764,591.9134763999999
130,ANZ_APT_PN_4,2018-03-01,4,201711,125.29832458496094,201711,185.93372481936206,201711,311.232049404323,-1,112.4712,197.37258269999998,309.8437827
131,ANZ_KC_GD_1,2018-03-01,4,201711,0.0,201711,9.576755986386246,201711,9.576755986386246,-1,0.0,4.320405109,4.320405109
132,ANZ_KC_GD_2,2018-03-01,4,201711,0.0,201711,9.755054032497405,201711,9.755054032497405,-1,0.0,6.128765083999999,6.128765083999999
133,ANZ_KC_GD_3,2018-03-01,4,201711,0.0,201711,20.731314039262333,201711,20.731314039262333,-1,0.0,12.02023942,12.02023942
134,ANZ_KC_GD_4,2018-03-01,4,201711,0.0,201711,13.767443070410947,201711,13.767443070410947,-1,0.0,11.71928403,11.71928403
135,ANZ_KC_GT_1,2018-03-01,4,201711,0.0,201711,31.940517690554117,201711,31.940517690554117,-1,0.0,40.36545003,40.36545003
136,ANZ_KC_GT_2,2018-03-01,4,201711,0.0,201711,38.097375902230276,201711,38.097375902230276,-1,0.0,36.76744811,36.76744811
137,ANZ_KC_GT_3,2018-03-01,4,201711,0.0,201711,91.0169577608437,201711,91.0169577608437,-1,0.0,110.7792987,110.7792987
138,DE_APT_PF_1,2018-03-01,4,201711,13.346822738647461,201711,20.72559155323512,201711,34.07241429188258,-1,17.0736,33.80744924,50.88104924
139,DE_APT_PF_2,2018-03-01,4,201711,44.003353118896484,201711,87.40967670502009,201711,131.4130298239166,-1,24.0928,131.7654093,155.8582093
140,DE_APT_PF_PRE,2018-03-01,4,201711,25.915056228637695,201711,24.16999509829019,201711,50.08505132692788,-1,17.0296,64.06774581,81.09734581
141,DE_APT_PN_1,2018-03-01,4,201711,60.38580322265625,201711,53.86405053583114,201711,114.24985375848739,-1,17.4792,77.53631903,95.01551903
142,DE_APT_PN_2,2018-03-01,4,201711,75.94104766845703,201711,132.21473132722227,201711,208.1557789956793,-1,56.4936,128.42861409999998,184.9222141
143,DE_APT_PN_3,2018-03-01,4,201711,99.96215057373047,201711,157.07324031166726,201711,257.03539088539776,-1,66.1496,197.1938613,263.3434613
144,DE_APT_PN_4,2018-03-01,4,201711,83.24295043945312,201711,209.68213829953845,201711,292.9250887389916,-1,110.4232,249.18386459999996,359.6070646
145,DE_APT_PN_5,2018-03-01,4,201711,69.42790985107422,201711,149.33118544868245,201711,218.75909529975667,-1,65.3048,224.1088122,289.4136122
146,DE_APT_PN_PRE,2018-03-01,4,201711,63.027591705322266,201711,49.7102702092694,201711,112.73786191459166,-1,26.1456,51.58460802,77.73020802
147,NL_NC_PN_1,2018-03-01,4,201711,18.858068466186523,201711,103.34465946018385,201711,122.20272792637037,-1,5.8832,105.1594315,111.0426315
148,NL_NC_PN_2,2018-03-01,4,201711,40.586692810058594,201711,93.67386337626263,201711,134.26055618632122,-1,9.027999999999999,115.88129950000001,124.90929950000002
149,NL_NC_PN_3,2018-03-01,4,201711,51.97816848754883,201711,88.95009524327466,201711,140.9282637308235,-1,10.0912,84.48956314,94.58076314
150,NL_NC_PN_4,2018-03-01,4,201711,70.4605941772461,201711,208.31936789029814,201711,278.77996206754426,-1,42.3736,227.6290203,270.00262030000005
151,NL_NC_PN_5,2018-03-01,4,201711,73.95831298828125,201711,132.04645288788646,201711,206.0047658761677,-1,29.4576,128.7424111,158.2000111
152,NL_NC_PN_6,2018-03-01,4,201711,0.0,201711,42.632295812522884,201711,42.632295812522884,-1,0.0,53.04464761,53.04464761
153,UK_APT_PF_1,2018-03-01,4,201711,0.0,201711,17.784134794490186,201711,17.784134794490186,-1,0.0,25.24550537,25.24550537
154,UK_APT_PF_2,2018-03-01,4,201711,0.0,201711,18.7068674241764,201711,18.7068674241764,-1,0.0,16.16249928,16.16249928
155,UK_APT_PF_3,2018-03-01,4,201711,0.0,201711,48.73359136864283,201711,48.73359136864283,-1,0.0,77.62998816,77.62998816
156,UK_APT_PN_1,2018-03-01,4,201711,21.9709415435791,201711,26.939158896488074,201711,48.910100440067175,-1,13.293,19.01335354,32.30635354
157,UK_APT_PN_2,2018-03-01,4,201711,32.88960266113281,201711,40.88991692776475,201711,73.77951958889756,-1,17.4996,23.06215683,40.56175683
158,UK_APT_PN_3,2018-03-01,4,201711,84.8076171875,201711,63.499460458047004,201711,148.307077645547,-1,59.4207,54.72224504,114.142945
159,UK_APT_PN_4,2018-03-01,4,201711,59.167388916015625,201711,46.3126149350902,201711,105.48000385110583,-1,24.3672,35.30952838,59.67672838
160,UK_C&G_C&G_1,2018-03-01,4,201711,23.79467010498047,201711,21.581254717337625,201711,45.3759248223181,-1,12.3057,22.65155119,34.95725119
161,UK_C&G_C&G_2,2018-03-01,4,201711,31.888750076293945,201711,27.140570121790844,201711,59.02932019808479,-1,18.7884,17.22821543,36.01661543
162,UK_C&G_C&G_3,2018-03-01,4,201711,77.15767669677734,201711,77.60483073661267,201711,154.76250743339,-1,43.8714,65.71449729,109.5858973
163,UK_C&G_C&G_4,2018-03-01,4,201711,42.519752502441406,201711,41.05867522977154,201711,83.57842773221294,-1,23.651999999999997,27.67049456,51.32249456
164,ANZ_APT_PF_1,2018-04-01,5,201711,44.212860107421875,201711,27.52339476012089,201711,71.73625486754277,-1,15.4296,68.64752149,84.07712149
165,ANZ_APT_PF_2,2018-04-01,5,201711,52.36855697631836,201711,49.193946933612295,201711,101.56250390993065,-1,24.8652,97.07245146,121.93765149999999
166,ANZ_APT_PF_3,2018-04-01,5,201711,124.37091827392578,201711,121.91289954770374,201711,246.28381782162953,-1,73.6803,204.14539109999998,277.82569110000003
167,ANZ_APT_PF_4,2018-04-01,5,201711,74.98725128173828,201711,54.7244907984461,201711,129.71174208018437,-1,33.012,105.81812079999999,138.8301208
168,ANZ_APT_PN_1,2018-04-01,5,201711,61.12107467651367,201711,61.9723913969035,201711,123.09346607341718,-1,23.3127,87.60718255,110.9198825
169,ANZ_APT_PN_2,2018-04-01,5,201711,86.17906188964844,201711,87.73135776570291,201711,173.91041965535135,-1,51.534,132.6660173,184.2000173
170,ANZ_APT_PN_3,2018-04-01,5,201711,237.4666748046875,201711,201.07023689050035,201711,438.5369116951879,-1,253.5138,339.9957778,593.5095778
171,ANZ_APT_PN_4,2018-04-01,5,201711,121.87298583984375,201711,155.37746989818916,201711,277.2504557380329,-1,123.6222,206.4894404,330.11164039999994
172,ANZ_KC_GD_1,2018-04-01,5,201711,0.0,201711,8.99166459354478,201711,8.99166459354478,-1,0.0,5.029960978,5.029960978
173,ANZ_KC_GD_2,2018-04-01,5,201711,0.0,201711,11.17412695620168,201711,11.17412695620168,-1,0.0,6.763705085,6.763705085
174,ANZ_KC_GD_3,2018-04-01,5,201711,0.0,201711,14.352547953001293,201711,14.352547953001293,-1,0.0,15.23243323,15.23243323
175,ANZ_KC_GD_4,2018-04-01,5,201711,0.0,201711,10.727526445750476,201711,10.727526445750476,-1,0.0,13.31193181,13.31193181
176,ANZ_KC_GT_1,2018-04-01,5,201711,0.0,201711,28.904269184248523,201711,28.904269184248523,-1,0.0,51.36619771,51.36619771
177,ANZ_KC_GT_2,2018-04-01,5,201711,0.0,201711,39.82030939656558,201711,39.82030939656558,-1,0.0,47.35756287,47.35756287
178,ANZ_KC_GT_3,2018-04-01,5,201711,0.0,201711,75.21942589087773,201711,75.21942589087773,-1,0.0,130.6026176,130.6026176
179,DE_APT_PF_1,2018-04-01,5,201711,23.485305786132812,201711,24.899607586521718,201711,48.38491337265453,-1,23.2544,13.61175888,36.86615888
180,DE_APT_PF_2,2018-04-01,5,201711,31.910802841186523,201711,92.2451030410674,201711,124.15590588225392,-1,38.8104,96.85147653,135.66187649999998
181,DE_APT_PF_PRE,2018-04-01,5,201711,26.956727981567383,201711,24.029528789148593,201711,50.986256770715976,-1,21.6888,36.59377431,58.28257431
182,DE_APT_PN_1,2018-04-01,5,201711,63.2833366394043,201711,52.204339033549786,201711,115.48767567295408,-1,27.6664,48.10519983,75.77159983
