,index,importance,horizon,date_when_preidct
713,label_country_brand_sellin_sales12,0.012408125869041671,11.0,201901
714,label_country_brand_sellin_sales4,0.035148633091829806,11.0,201901
715,upre_fsct,1.5971350354556615e-05,11.0,201901
716,upre_sales3,0.0006252013197150113,11.0,201901
717,label_country_offtake_sales10,0.006775500376794477,11.0,201901
718,brand_offtake_sales5,0.0028297120940644015,11.0,201901
719,upre_sales2,0.0002835266164311732,11.0,201901
720,upre_sales1,8.599951576440594e-05,11.0,201901
721,spre_sales3,0.0005139063321560726,11.0,201901
722,spre_sales1,4.105822930447442e-05,11.0,201901
723,mainstream_sales3,0.00028678839804027924,11.0,201901
724,mainstream_sales2,0.00043933156112203946,11.0,201901
725,mainstream_sales1,0.00016881735659116857,11.0,201901
726,spre_fsct,0.00031969888807481663,11.0,201901
727,spre_mean_3M_fsct,3.830335443827556e-05,11.0,201901
728,0to6_month_population_mean_3M,9.886257224192368e-05,11.0,201901
729,6to12_month_population_mean_3M,0.0001023022152755456,11.0,201901
730,0to6_month_population_mean_6M,3.825389139852067e-05,11.0,201901
731,6to12_month_population_mean_6M,0.00013621075203108682,11.0,201901
732,0to6_month_population_mean_9M,5.889754023512922e-05,11.0,201901
733,6to12_month_population_mean_9M,0.0006253630920297488,11.0,201901
734,0to6_month_population_mean_12M,3.5473489902777915e-05,11.0,201901
735,6to12_month_population_mean_12M,0.00024329135057158283,11.0,201901
736,label_country_brand_offtake_sales1,0.07371170184855451,12.0,201901
737,label_country_brand_offtake_sales2,0.052413699985272705,12.0,201901
738,label_country_brand_offtake_sales3,0.1296537418691721,12.0,201901
739,label_country_brand_offtake_sales4,0.0634402123899969,12.0,201901
740,label_country_offtake_sales1,0.02317245333543116,12.0,201901
741,label_country_brand_offtake_sales6,0.027955510065515585,12.0,201901
742,label_country_brand_sellin_sales2,0.02306039697223185,12.0,201901
743,ANZ_APT,0.04939863229367731,12.0,201901
744,label_brand_offtake_sales1,0.012488761794592452,12.0,201901
745,label_country_offtake_sales2,0.01271683354917552,12.0,201901
746,label_country_brand_sellin_sales12,0.006559775514316182,12.0,201901
747,label_country_brand_sellin_sales1,0.17080502582602172,12.0,201901
748,label_country_brand_offtake_sales7,0.037407396929464716,12.0,201901
749,label_country_brand_offtake_sales5,0.03539046067504477,12.0,201901
750,label_brand_offtake_sales2,0.009136021096817881,12.0,201901
751,label_country_offtake_sales3,0.015981888578091876,12.0,201901
752,label_country_brand_offtake_sales12,0.0137425340618908,12.0,201901
753,label_country_brand_offtake_sales11,0.00029901963856091533,12.0,201901
754,mainstream_fsct,0.0,12.0,201901
755,12to36_month_population_mean_9M,0.0,12.0,201901
756,12to36_month_population_mean_12M,0.0,12.0,201901
757,12to36_month_population_mean_6M,0.0,12.0,201901
758,eib,0.012053806748353572,12.0,201901
759,upre_sales2,0.0,12.0,201901
760,country_offtake_sales1,0.009810538957845125,12.0,201901
761,label_country_brand_offtake_sales9,0.0315965069865991,12.0,201901
762,brand_offtake_sales1,0.008744385468220438,12.0,201901
763,mainstream_mean_3M_fsct,0.0,12.0,201901
764,label_brand_offtake_sales3,0.004059535994377469,12.0,201901
765,il,0.0001837353277862744,12.0,201901
766,upre_mean_3M_fsct,0.0,12.0,201901
767,label_country_brand_sellin_sales3,0.051705544093681874,12.0,201901
768,12to36_month_population_mean_3M,0.0,12.0,201901
769,6to12_month_population_mean_12M,0.0,12.0,201901
770,label_country_brand_sellin_sales11,0.01693673083883269,12.0,201901
771,6to12_month_population_mean_9M,0.0,12.0,201901
772,label_brand_offtake_sales12,0.009027964834231956,12.0,201901
773,label_country_brand_offtake_sales10,0.017992262881426073,12.0,201901
774,label_offtake_sales1,0.0010492654763820874,12.0,201901
775,label_brand_offtake_sales9,0.006299691799591163,12.0,201901
776,label_brand_offtake_sales11,0.0011363390222995902,12.0,201901
777,label_country_brand_price_sales1,0.01271095269602228,12.0,201901
778,label_country_brand_offtake_sales8,0.031280982493277855,12.0,201901
779,brand_offtake_sales9,0.00585436108887035,12.0,201901
780,upre_sales1,0.0,12.0,201901
781,label_country_brand_price_sales3,0.016464932984424443,12.0,201901
782,label_offtake_sales10,0.004296355680738537,12.0,201901
783,upre_sales3,0.0,12.0,201901
784,label_offtake_sales12,0.00032519806077795386,12.0,201901
785,country_offtake_sales8,0.0011368421424322445,12.0,201901
786,spre_sales3,0.0,12.0,201901
787,spre_sales2,0.0,12.0,201901
788,spre_sales1,0.0,12.0,201901
789,mainstream_sales3,0.0,12.0,201901
790,mainstream_sales2,0.0,12.0,201901
791,mainstream_sales1,0.0,12.0,201901
792,upre_fsct,0.0,12.0,201901
793,spre_fsct,0.0,12.0,201901
794,spre_mean_3M_fsct,0.0,12.0,201901
795,0to6_month_population_mean_3M,0.0,12.0,201901
796,6to12_month_population_mean_3M,0.0,12.0,201901
797,0to6_month_population_mean_6M,0.0,12.0,201901
798,6to12_month_population_mean_6M,0.0,12.0,201901
799,0to6_month_population_mean_9M,0.0,12.0,201901
800,0to6_month_population_mean_12M,0.0,12.0,201901
